flight_id,flight_date,carrier_code,flight_number,origin_airport,dest_airport,route,scheduled_dep_time,departure_delay_minutes,arrival_delay_minutes,is_arr_on_time,is_dep_on_time,cancelled,cancellation_reason,diverted,air_time_minutes,distance_miles,taxi_out_minutes,taxi_in_minutes,carrier_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,month,day_of_week
fl_0000509,2024-04-03,B6,4369,CLT,BOS,CLT-BOS,17:15,65.0,73.0,0,0,0,,0,55.0,320,16,7,10.3,7.9,16.6,3.8,34.4,4,Wednesday
fl_0000510,2024-02-15,WN,6819,SEA,MCO,SEA-MCO,11:45,-5.0,-1.0,1,1,0,,0,337.0,2488,25,17,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0000511,2024-06-26,DL,1100,FLL,EWR,FLL-EWR,13:00,-8.0,-6.0,1,1,0,,0,132.0,948,18,13,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000512,2024-01-03,DL,5087,DFW,BWI,DFW-BWI,07:15,35.0,37.0,0,0,0,,0,96.0,566,28,8,2.7,16.0,0.5,14.6,3.2,1,Wednesday
fl_0000513,2024-04-19,UA,8812,DTW,SFO,DTW-SFO,11:15,-11.0,-19.0,1,1,0,,0,171.0,1212,31,18,0.0,0.0,0.0,0.0,0.0,4,Friday
fl_0000514,2024-03-13,UA,7334,SFO,ORD,SFO-ORD,07:30,-3.0,-8.0,1,1,0,,0,264.0,1785,33,17,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0000515,2024-03-14,B6,1298,EWR,JFK,EWR-JFK,21:45,-13.0,-23.0,1,1,0,,0,289.0,2004,28,19,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0000516,2024-04-07,AA,8709,DEN,ATL,DEN-ATL,19:15,-5.0,-2.0,1,1,0,,0,197.0,1305,12,8,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000517,2024-04-17,WN,8500,JFK,ORD,JFK-ORD,13:15,7.0,7.0,1,1,0,,0,106.0,655,17,17,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0000518,2024-03-03,AA,3320,SAN,LAX,SAN-LAX,16:15,-2.0,-2.0,1,1,0,,0,283.0,2116,18,12,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0000519,2024-06-04,AA,6779,SFO,LGA,SFO-LGA,07:45,7.0,3.0,1,1,0,,0,198.0,1343,11,5,0.0,0.0,0.0,0.0,0.0,6,Tuesday
fl_0000520,2024-05-05,DL,8609,FLL,JFK,FLL-JFK,20:45,110.0,110.0,0,0,0,,0,50.0,269,14,16,0.8,14.4,44.9,11.4,38.4,5,Sunday
fl_0000521,2024-04-11,WN,6245,MCO,LGA,MCO-LGA,09:15,2.0,2.0,1,1,0,,0,58.0,312,10,16,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0000522,2024-02-15,WN,3113,DFW,SLC,DFW-SLC,11:30,4.0,0.0,1,1,0,,0,142.0,900,26,19,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0000523,2024-04-15,WN,8123,SEA,FLL,SEA-FLL,20:30,-15.0,-18.0,1,1,0,,0,239.0,1585,13,19,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0000524,2024-05-31,AA,7727,JFK,DEN,JFK-DEN,20:30,19.0,19.0,0,0,0,,0,300.0,2180,21,12,4.1,9.2,2.0,1.0,2.8,5,Friday
fl_0000525,2024-06-09,DL,2648,SEA,ORD,SEA-ORD,22:30,13.0,7.0,1,1,0,,0,300.0,2009,30,8,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0000526,2024-06-04,UA,5153,SLC,LGA,SLC-LGA,22:00,1.0,2.0,1,1,0,,0,214.0,1458,19,15,0.0,0.0,0.0,0.0,0.0,6,Tuesday
fl_0000527,2024-01-23,AA,1994,LAX,MSP,LAX-MSP,07:45,11.0,10.0,1,1,0,,0,278.0,2048,23,7,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0000528,2024-01-02,DL,3208,DEN,MSP,DEN-MSP,12:00,6.0,-1.0,1,1,0,,0,369.0,2565,19,13,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0000529,2024-06-05,WN,3431,CLT,DFW,CLT-DFW,18:00,-1.0,-5.0,1,1,0,,0,79.0,458,16,6,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000530,2024-06-16,WN,2492,PHX,ORD,PHX-ORD,18:00,-1.0,2.0,1,1,0,,0,107.0,719,23,18,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0000531,2024-01-13,AS,5069,SLC,BOS,SLC-BOS,19:30,-13.0,-13.0,1,1,0,,0,336.0,2575,24,5,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0000532,2024-02-27,DL,2525,LAX,SEA,LAX-SEA,09:30,3.0,-5.0,1,1,0,,0,197.0,1295,22,5,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0000533,2024-03-23,AA,3749,MCO,PHL,MCO-PHL,17:45,-15.0,-20.0,1,1,0,,0,288.0,2123,29,6,0.0,0.0,0.0,0.0,0.0,3,Saturday
fl_0000534,2024-02-03,AA,6001,JFK,DTW,JFK-DTW,06:15,-3.0,-1.0,1,1,0,,0,142.0,1005,13,14,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0000535,2024-02-21,DL,4071,JFK,MCO,JFK-MCO,17:30,29.0,34.0,0,0,0,,0,49.0,253,30,18,2.6,13.9,10.7,4.9,1.8,2,Wednesday
fl_0000536,2024-05-07,WN,7941,SFO,MIA,SFO-MIA,16:00,6.0,3.0,1,1,0,,0,346.0,2367,33,9,0.0,0.0,0.0,0.0,0.0,5,Tuesday
fl_0000537,2024-05-27,UA,7512,PHX,EWR,PHX-EWR,16:30,5.0,-4.0,1,1,0,,0,161.0,1083,19,18,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0000538,2024-01-30,UA,2240,SAN,DFW,SAN-DFW,07:00,3.0,1.0,1,1,0,,0,109.0,759,15,6,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0000539,2024-03-29,AA,3587,ATL,BOS,ATL-BOS,11:00,-2.0,-1.0,1,1,0,,0,251.0,1907,19,7,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0000540,2024-02-04,AS,3247,LGA,LAS,LGA-LAS,20:45,-5.0,-6.0,1,1,0,,0,139.0,959,32,16,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0000541,2024-02-13,AA,6937,CLT,BOS,CLT-BOS,08:15,-8.0,-18.0,1,1,0,,0,66.0,362,21,18,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0000542,2024-05-17,UA,6806,DTW,LAS,DTW-LAS,12:30,9.0,18.0,0,1,0,,0,107.0,684,25,16,1.9,4.7,7.9,2.1,1.4,5,Friday
fl_0000543,2024-06-16,AS,3563,DTW,PHX,DTW-PHX,17:45,7.0,4.0,1,1,0,,0,96.0,604,24,16,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0000544,2024-01-24,F9,4804,PHL,ATL,PHL-ATL,07:15,-3.0,-4.0,1,1,0,,0,242.0,1594,32,5,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0000545,2024-06-17,UA,3676,LGA,MIA,LGA-MIA,06:30,4.0,7.0,1,1,0,,0,329.0,2577,24,19,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0000546,2024-03-19,DL,1145,PHX,FLL,PHX-FLL,22:00,8.0,9.0,1,1,0,,0,237.0,1751,23,10,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0000547,2024-02-02,AA,5076,IAD,LAX,IAD-LAX,17:30,-3.0,-5.0,1,1,0,,0,237.0,1601,10,8,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0000548,2024-03-12,AA,3285,JFK,MIA,JFK-MIA,08:15,-15.0,-14.0,1,1,0,,0,274.0,1827,16,18,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0000549,2024-04-07,WN,4912,ORD,SEA,ORD-SEA,18:00,-2.0,1.0,1,1,0,,0,259.0,1958,20,9,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000550,2024-03-03,WN,2691,LAX,DTW,LAX-DTW,14:30,7.0,8.0,1,1,0,,0,116.0,810,16,14,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0000551,2024-01-14,NK,3371,SEA,LAX,SEA-LAX,21:15,-3.0,0.0,1,1,0,,0,243.0,1752,19,9,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0000552,2024-06-12,UA,4010,ATL,DFW,ATL-DFW,21:30,-9.0,-11.0,1,1,0,,0,210.0,1444,15,18,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000553,2024-05-23,DL,618,FLL,PHL,FLL-PHL,15:00,-1.0,-6.0,1,1,0,,0,286.0,2081,33,17,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0000554,2024-01-20,WN,5575,ORD,MSP,ORD-MSP,11:15,31.0,32.0,0,0,0,,0,248.0,1652,16,18,7.7,2.4,5.7,15.1,1.1,1,Saturday
fl_0000555,2024-06-17,F9,5210,DTW,PHX,DTW-PHX,13:00,5.0,2.0,1,1,0,,0,209.0,1427,29,8,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0000556,2024-02-07,DL,464,MSP,DEN,MSP-DEN,21:30,-3.0,-4.0,1,1,0,,0,267.0,2007,30,10,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0000557,2024-03-11,UA,1669,LGA,BWI,LGA-BWI,18:15,-10.0,-19.0,1,1,0,,0,259.0,1932,28,10,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0000558,2024-04-02,WN,1596,LAX,MSP,LAX-MSP,20:45,-3.0,0.0,1,1,0,,0,103.0,709,13,16,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0000559,2024-01-06,UA,341,IAH,MCO,IAH-MCO,15:15,-5.0,-2.0,1,1,0,,0,269.0,2011,11,8,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0000560,2024-01-29,WN,4108,ATL,DTW,ATL-DTW,16:45,-14.0,-13.0,1,1,0,,0,103.0,708,12,16,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0000561,2024-03-08,DL,8793,LAS,DFW,LAS-DFW,20:30,-4.0,-9.0,1,1,0,,0,352.0,2413,29,6,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0000562,2024-01-25,WN,5018,FLL,MCO,FLL-MCO,08:30,8.0,8.0,1,1,0,,0,145.0,1008,30,18,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0000563,2024-04-07,DL,3913,EWR,MSP,EWR-MSP,15:15,-4.0,-7.0,1,1,0,,0,370.0,2568,20,17,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000564,2024-05-03,NK,8169,PHL,SFO,PHL-SFO,07:45,-1.0,-1.0,1,1,0,,0,302.0,2337,29,10,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0000565,2024-04-12,WN,4473,SAN,LAX,SAN-LAX,21:30,5.0,7.0,1,1,0,,0,354.0,2402,29,14,0.0,0.0,0.0,0.0,0.0,4,Friday
fl_0000566,2024-03-20,WN,114,BWI,DEN,BWI-DEN,18:15,-11.0,-16.0,1,1,0,,0,340.0,2323,33,7,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0000567,2024-02-08,NK,1254,LAX,BWI,LAX-BWI,13:15,-8.0,-13.0,1,1,0,,0,78.0,493,11,6,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0000568,2024-02-12,AA,4743,SAN,IAH,SAN-IAH,20:30,13.0,10.0,1,1,0,,0,200.0,1347,10,5,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0000569,2024-06-21,UA,6901,PHX,SEA,PHX-SEA,22:45,-9.0,-17.0,1,1,0,,0,164.0,1094,20,9,0.0,0.0,0.0,0.0,0.0,6,Friday
fl_0000570,2024-04-11,WN,7428,SEA,PHL,SEA-PHL,13:30,-4.0,-5.0,1,1,0,,0,150.0,947,23,13,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0000571,2024-04-14,DL,5237,FLL,IAD,FLL-IAD,13:45,6.0,9.0,1,1,0,,0,268.0,1951,12,11,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000572,2024-05-27,AS,2097,MIA,JFK,MIA-JFK,22:30,10.0,4.0,1,1,0,,0,333.0,2557,31,14,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0000573,2024-06-10,AA,7529,ORD,IAD,ORD-IAD,06:15,10.0,4.0,1,1,0,,0,128.0,885,28,16,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0000574,2024-04-04,WN,8289,SAN,SFO,SAN-SFO,14:15,-12.0,-8.0,1,1,0,,0,282.0,2151,19,18,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0000575,2024-06-23,AS,5787,BOS,JFK,BOS-JFK,19:30,28.0,31.0,0,0,0,,0,190.0,1330,11,19,1.5,21.6,3.6,1.9,2.4,6,Sunday
fl_0000576,2024-05-16,DL,5097,PHL,DTW,PHL-DTW,19:00,9.0,9.0,1,1,0,,0,316.0,2172,25,12,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0000577,2024-05-02,WN,1238,JFK,LGA,JFK-LGA,08:15,13.0,13.0,1,1,0,,0,75.0,424,19,9,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0000578,2024-02-16,UA,2992,SFO,SEA,SFO-SEA,11:00,-12.0,-22.0,1,1,0,,0,346.0,2388,20,11,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0000579,2024-06-26,WN,1088,FLL,PHX,FLL-PHX,12:00,3.0,5.0,1,1,0,,0,207.0,1500,14,10,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000580,2024-04-04,AA,180,DFW,BWI,DFW-BWI,20:45,0.0,1.0,1,1,0,,0,65.0,406,13,11,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0000581,2024-06-12,WN,174,PHL,ORD,PHL-ORD,10:45,4.0,2.0,1,1,0,,0,331.0,2313,12,13,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000582,2024-05-09,UA,8589,ATL,IAH,ATL-IAH,15:00,-6.0,-4.0,1,1,0,,0,304.0,2309,32,14,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0000583,2024-04-06,AA,715,DFW,EWR,DFW-EWR,21:45,44.0,53.0,0,0,0,,0,118.0,751,20,19,13.8,7.4,9.2,18.4,4.3,4,Saturday
fl_0000584,2024-05-20,DL,3344,PHX,PHL,PHX-PHL,21:30,14.0,19.0,0,1,0,,0,76.0,440,25,9,1.5,12.0,1.8,2.8,0.9,5,Monday
fl_0000585,2024-05-22,UA,2147,BOS,BWI,BOS-BWI,07:15,23.0,32.0,0,0,0,,0,105.0,665,15,18,2.1,20.1,2.9,3.5,3.5,5,Wednesday
fl_0000586,2024-04-06,DL,1706,EWR,SFO,EWR-SFO,22:30,-15.0,-15.0,1,1,0,,0,56.0,286,10,16,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0000587,2024-03-07,NK,5742,LAX,CLT,LAX-CLT,12:30,-6.0,-8.0,1,1,0,,0,61.0,322,33,11,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0000588,2024-03-29,AA,632,LAS,IAD,LAS-IAD,21:30,39.0,40.0,0,0,0,,0,165.0,1072,26,9,13.1,11.9,11.6,1.7,1.6,3,Friday
fl_0000589,2024-02-05,UA,3108,CLT,LAX,CLT-LAX,14:30,8.0,2.0,1,1,0,,0,271.0,1940,29,10,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0000590,2024-05-16,F9,8565,LAS,MSP,LAS-MSP,06:00,50.0,58.0,0,0,0,,0,205.0,1455,21,19,10.3,7.4,23.6,11.5,5.2,5,Thursday
fl_0000591,2024-03-13,AA,3237,DTW,CLT,DTW-CLT,11:15,-12.0,-22.0,1,1,0,,0,55.0,304,29,7,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0000592,2024-04-21,WN,4528,EWR,LAX,EWR-LAX,08:15,-6.0,-5.0,1,1,0,,0,63.0,337,20,9,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000593,2024-04-25,B6,7709,SLC,PHL,SLC-PHL,16:45,19.0,24.0,0,0,0,,0,64.0,346,23,5,5.3,3.8,2.8,2.3,9.7,4,Thursday
fl_0000594,2024-01-27,NK,2670,PHL,PHX,PHL-PHX,09:30,-12.0,-21.0,1,1,0,,0,328.0,2427,29,11,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0000595,2024-05-16,B6,6049,PHX,DEN,PHX-DEN,13:00,13.0,7.0,1,1,0,,0,202.0,1326,24,18,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0000596,2024-02-20,AA,2407,DTW,MIA,DTW-MIA,12:30,3.0,-4.0,1,1,0,,0,208.0,1526,11,11,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0000597,2024-04-04,UA,4185,IAH,SFO,IAH-SFO,16:45,-2.0,-10.0,1,1,0,,0,174.0,1223,19,13,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0000598,2024-02-11,AA,7888,DTW,PHX,DTW-PHX,15:00,-10.0,-8.0,1,1,0,,0,94.0,584,29,15,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0000599,2024-03-24,AA,7930,BWI,PHL,BWI-PHL,15:30,-11.0,-7.0,1,1,0,,0,199.0,1351,20,9,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0000600,2024-01-24,AA,4723,DTW,SFO,DTW-SFO,20:15,71.0,80.0,0,0,0,,0,210.0,1515,29,19,2.6,6.0,16.7,14.0,40.8,1,Wednesday
fl_0000601,2024-02-24,UA,2862,BWI,IAD,BWI-IAD,15:15,57.0,60.0,0,0,0,,0,349.0,2452,10,5,0.3,8.8,20.5,6.6,23.8,2,Saturday
fl_0000602,2024-03-25,B6,4070,FLL,IAD,FLL-IAD,10:00,70.0,75.0,0,0,0,,0,291.0,2138,23,10,18.7,5.5,2.2,11.7,36.8,3,Monday
fl_0000603,2024-06-17,DL,122,SFO,DEN,SFO-DEN,12:45,16.0,22.0,0,0,0,,0,88.0,529,34,19,3.9,9.0,5.3,0.9,2.8,6,Monday
fl_0000604,2024-02-03,UA,5265,LAS,DEN,LAS-DEN,13:30,-2.0,-12.0,1,1,0,,0,140.0,913,27,16,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0000605,2024-05-14,UA,2014,BOS,MCO,BOS-MCO,11:00,2.0,6.0,1,1,0,,0,77.0,474,16,19,0.0,0.0,0.0,0.0,0.0,5,Tuesday
fl_0000606,2024-02-22,UA,2761,BWI,FLL,BWI-FLL,16:45,12.0,19.0,0,1,0,,0,289.0,2068,13,17,3.5,4.5,4.7,0.3,6.0,2,Thursday
fl_0000607,2024-02-19,DL,7381,LGA,PHX,LGA-PHX,17:15,12.0,4.0,1,1,0,,0,308.0,2371,34,7,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0000608,2024-05-04,AA,5866,LGA,IAH,LGA-IAH,07:00,25.0,,0,0,0,,1,324.0,2399,15,12,0.0,45.0,20.0,0.0,0.0,5,Saturday
fl_0000609,2024-02-04,WN,4709,IAH,SFO,IAH-SFO,06:15,24.0,28.0,0,0,0,,0,95.0,604,12,12,12.7,8.9,4.9,0.7,0.9,2,Sunday
fl_0000610,2024-01-17,WN,1571,IAH,MCO,IAH-MCO,16:45,-6.0,-3.0,1,1,0,,0,225.0,1503,26,19,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0000611,2024-03-19,UA,3985,IAD,FLL,IAD-FLL,10:30,18.0,23.0,0,0,0,,0,260.0,1807,23,19,4.9,5.3,7.5,1.0,4.2,3,Tuesday
fl_0000612,2024-05-10,WN,3405,MSP,BWI,MSP-BWI,18:15,2.0,-4.0,1,1,0,,0,56.0,308,34,10,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0000613,2024-06-25,AS,2155,MCO,SFO,MCO-SFO,09:30,0.0,-7.0,1,1,0,,0,234.0,1534,28,16,0.0,0.0,0.0,0.0,0.0,6,Tuesday
fl_0000614,2024-04-03,WN,7351,IAH,SFO,IAH-SFO,10:30,-9.0,-5.0,1,1,0,,0,206.0,1338,16,15,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0000615,2024-05-27,F9,6865,BWI,MSP,BWI-MSP,21:30,-14.0,-18.0,1,1,0,,0,225.0,1584,13,6,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0000616,2024-02-21,WN,5347,ATL,CLT,ATL-CLT,10:00,-15.0,-17.0,1,1,0,,0,125.0,776,18,12,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0000617,2024-01-11,DL,6362,DTW,PHL,DTW-PHL,14:45,-14.0,-21.0,1,1,0,,0,334.0,2591,25,9,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0000618,2024-05-31,WN,3278,JFK,BOS,JFK-BOS,10:30,0.0,-4.0,1,1,0,,0,188.0,1210,27,14,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0000619,2024-01-28,UA,7115,BWI,SEA,BWI-SEA,16:45,105.0,110.0,0,0,0,,0,104.0,700,25,16,44.3,7.1,20.2,19.0,19.4,1,Sunday
fl_0000620,2024-04-30,DL,7691,DFW,LGA,DFW-LGA,18:00,6.0,-3.0,1,1,0,,0,186.0,1272,34,18,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0000621,2024-05-18,DL,5906,MIA,MSP,MIA-MSP,11:45,13.0,5.0,1,1,0,,0,342.0,2450,12,18,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0000622,2024-05-04,B6,8467,DFW,MIA,DFW-MIA,15:30,-7.0,-9.0,1,1,0,,0,93.0,613,24,15,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0000623,2024-06-13,AA,2089,SAN,EWR,SAN-EWR,16:30,-12.0,-19.0,1,1,0,,0,147.0,978,14,16,0.0,0.0,0.0,0.0,0.0,6,Thursday
fl_0000624,2024-01-09,AA,1456,EWR,DFW,EWR-DFW,11:30,-1.0,-10.0,1,1,0,,0,210.0,1587,24,14,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0000625,2024-05-04,HA,3129,DEN,ORD,DEN-ORD,17:45,0.0,-3.0,1,1,0,,0,130.0,911,12,12,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0000626,2024-04-15,AA,6589,SLC,MSP,SLC-MSP,09:00,-6.0,-2.0,1,1,0,,0,317.0,2234,12,14,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0000627,2024-03-11,NK,7538,LAS,ATL,LAS-ATL,19:00,1.0,5.0,1,1,0,,0,329.0,2466,14,9,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0000628,2024-01-30,F9,6731,PHX,JFK,PHX-JFK,20:30,13.0,5.0,1,1,0,,0,84.0,549,12,17,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0000629,2024-01-11,AA,5176,DFW,LGA,DFW-LGA,22:15,4.0,2.0,1,1,0,,0,227.0,1591,10,13,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0000630,2024-02-23,UA,7145,SEA,FLL,SEA-FLL,10:00,-4.0,-8.0,1,1,0,,0,158.0,1116,20,6,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0000631,2024-02-18,WN,6409,MCO,CLT,MCO-CLT,20:00,4.0,1.0,1,1,0,,0,131.0,871,24,15,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0000632,2024-06-18,DL,2100,LAX,MSP,LAX-MSP,12:15,17.0,18.0,0,0,0,,0,196.0,1479,17,19,1.8,4.2,1.9,4.0,6.1,6,Tuesday
fl_0000633,2024-05-08,UA,7014,DFW,JFK,DFW-JFK,09:15,32.0,34.0,0,0,0,,0,293.0,2255,11,15,2.7,17.0,6.9,4.1,3.4,5,Wednesday
fl_0000634,2024-06-05,AS,838,SLC,PHL,SLC-PHL,12:45,-14.0,-11.0,1,1,0,,0,100.0,680,25,18,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000635,2024-01-27,DL,4239,ORD,MCO,ORD-MCO,12:00,13.0,15.0,0,1,0,,0,318.0,2282,26,8,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0000636,2024-04-07,WN,6389,LGA,SAN,LGA-SAN,06:00,-2.0,-11.0,1,1,0,,0,267.0,1927,34,7,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000637,2024-06-15,B6,7666,DEN,SAN,DEN-SAN,21:00,-1.0,-9.0,1,1,0,,0,222.0,1581,15,16,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0000638,2024-01-21,AA,4995,EWR,IAD,EWR-IAD,12:00,-9.0,-12.0,1,1,0,,0,160.0,1181,22,7,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0000639,2024-04-14,WN,5176,DFW,MSP,DFW-MSP,22:15,-5.0,-5.0,1,1,0,,0,112.0,753,34,12,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0000640,2024-05-17,AA,6051,MSP,LGA,MSP-LGA,13:45,12.0,19.0,0,1,0,,0,247.0,1763,30,12,3.9,3.9,7.4,0.2,3.6,5,Friday
fl_0000641,2024-01-01,WN,3310,MIA,MSP,MIA-MSP,13:00,,,0,0,1,Carrier,0,282.0,1950,22,17,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0000642,2024-03-04,WN,5098,BWI,BOS,BWI-BOS,12:45,1.0,-4.0,1,1,0,,0,181.0,1278,17,5,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0000643,2024-06-12,DL,7001,ORD,IAD,ORD-IAD,10:00,3.0,1.0,1,1,0,,0,130.0,915,28,13,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000644,2024-01-21,F9,3607,FLL,DEN,FLL-DEN,09:00,-6.0,-15.0,1,1,0,,0,370.0,2569,24,11,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0000645,2024-06-14,UA,1698,LGA,SAN,LGA-SAN,06:00,38.0,40.0,0,0,0,,0,179.0,1203,26,16,13.5,5.2,1.2,2.2,17.9,6,Friday
fl_0000646,2024-05-05,WN,1027,FLL,MCO,FLL-MCO,16:45,-7.0,-3.0,1,1,0,,0,325.0,2378,32,12,0.0,0.0,0.0,0.0,0.0,5,Sunday
fl_0000647,2024-05-04,UA,5895,PHX,MSP,PHX-MSP,12:15,13.0,9.0,1,1,0,,0,309.0,2349,16,9,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0000648,2024-06-12,AA,6766,SFO,LAX,SFO-LAX,12:45,-3.0,-1.0,1,1,0,,0,219.0,1484,32,12,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0000649,2024-01-22,AS,8584,EWR,ATL,EWR-ATL,09:30,27.0,29.0,0,0,0,,0,150.0,1060,32,9,6.2,3.2,8.7,4.9,6.1,1,Monday
fl_0000650,2024-03-21,AA,4319,DFW,LAS,DFW-LAS,10:30,80.0,83.0,0,0,0,,0,183.0,1277,26,13,21.0,1.1,13.2,17.3,30.4,3,Thursday
fl_0000651,2024-01-28,AA,3088,SLC,DFW,SLC-DFW,22:30,-11.0,-8.0,1,1,0,,0,212.0,1552,21,6,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0000652,2024-02-25,NK,252,EWR,DTW,EWR-DTW,14:45,,,0,0,1,Carrier,0,232.0,1761,17,17,0.0,0.0,0.0,0.0,0.0,2,Sunday
