ticker,trading_date,open_price,high_price,low_price,close_price,adj_close_price,volume,daily_return_pct,trading_value_usd,year_month,ma_50,volatility_30d
NVDA,2023-08-01,163.22,164.22,161.61,163.01,163.01,14306604,0.45,2332119518.04,2023-08,164.74,1.78
NVDA,2023-08-02,165.06,166.09,164.08,165.76,165.76,9765303,1.69,1618696625.28,2023-08,164.59,1.82
NVDA,2023-08-03,166.7,166.95,164.67,166.09,166.09,14961362,0.2,2484932614.58,2023-08,164.28,1.76
NVDA,2023-08-04,162.09,163.22,161.39,162.23,162.23,20909638,-2.32,3392170572.74,2023-08,163.93,1.79
NVDA,2023-08-07,164.61,164.93,163.73,164.75,164.75,32200955,1.56,5305107336.25,2023-08,163.7,1.83
NVDA,2023-08-08,161.24,163.14,160.5,160.73,160.73,9374035,-2.44,1506688645.55,2023-08,163.42,1.86
NVDA,2023-08-09,158.63,159.7,156.52,157.9,157.9,21599468,-1.76,3410555997.2,2023-08,162.83,1.82
NVDA,2023-08-10,158.67,159.44,156.42,159.18,159.18,13796919,0.81,2196193566.42,2023-08,162.25,1.82
NVDA,2023-08-11,157.69,157.93,156.91,157.12,157.12,33889408,-1.29,5324703784.96,2023-08,161.65,1.83
NVDA,2023-08-14,155.91,156.84,155.01,156.22,156.22,22221554,-0.58,3471451165.88,2023-08,161.15,1.81
NVDA,2023-08-15,153.74,155.98,152.64,154.01,154.01,23794121,-1.41,3664532575.21,2023-08,160.58,1.82
NVDA,2023-08-16,156.38,159.03,155.02,156.69,156.69,18490575,1.74,2897288196.75,2023-08,160.21,1.88
NVDA,2023-08-17,161.46,163.55,158.94,160.88,160.88,36700946,2.67,5904448192.48,2023-08,160.32,1.84
NVDA,2023-08-18,162.82,165.24,160.45,162.1,162.1,9769411,0.76,1583621523.1,2023-08,160.21,1.68
NVDA,2023-08-21,162.34,163.7,160.9,162.88,162.88,16133029,0.48,2627747763.52,2023-08,160.44,1.47
AMZN,2023-01-03,179.58,180.38,178.49,179.6,179.6,42034673,-0.22,7549427270.8,2023-01,179.6,
AMZN,2023-01-04,177.69,180.14,175.8,177.09,177.09,23076466,-1.4,4086611363.94,2023-01,178.34,0.83
AMZN,2023-01-05,180.73,182.16,178.77,180.08,180.08,25998694,1.69,4681844815.52,2023-01,178.92,1.56
AMZN,2023-01-06,181.51,184.36,179.51,182.2,182.2,21859600,1.18,3982819120.0,2023-01,179.74,1.4
AMZN,2023-01-09,188.47,191.18,188.23,188.74,188.74,8559268,3.59,1615476242.32,2023-01,181.54,1.9
AMZN,2023-01-10,188.63,190.89,186.03,189.06,189.06,15336360,0.17,2899492221.6,2023-01,182.8,1.73
AMZN,2023-01-11,186.02,187.42,183.87,186.28,186.28,14083653,-1.47,2623502880.84,2023-01,183.29,1.8
AMZN,2023-01-12,191.81,192.8,190.53,191.53,191.53,19067920,2.82,3652078717.6,2023-01,184.32,1.86
AMZN,2023-01-13,188.79,191.13,188.33,189.55,189.55,11268616,-1.03,2135966162.8,2023-01,184.9,1.84
AMZN,2023-01-16,192.74,194.1,189.63,192.18,192.18,15581657,1.38,2994482842.26,2023-01,185.63,1.76
AMZN,2023-01-17,196.88,198.24,196.08,196.88,196.88,22146590,2.44,4360220639.2,2023-01,186.65,1.75
AMZN,2023-01-18,202.67,205.19,200.93,202.59,202.59,17559668,2.9,3557413140.12,2023-01,187.98,1.77
AMZN,2023-01-19,197.38,198.9,194.51,198.09,198.09,15379171,-2.22,3046459983.39,2023-01,188.76,1.92
AMZN,2023-01-20,205.21,206.62,204.8,205.02,205.02,7943674,3.5,1628612043.48,2023-01,189.92,1.98
AMZN,2023-01-23,208.45,209.94,206.43,208.07,208.07,10882866,1.49,2264397928.62,2023-01,191.13,1.92
AMZN,2023-01-24,209.37,210.1,206.29,208.7,208.7,8694747,0.3,1814593698.9,2023-01,192.23,1.86
AMZN,2023-01-25,207.32,210.0,204.3,206.39,206.39,5616507,-1.11,1159190879.73,2023-01,193.06,1.87
AMZN,2023-01-26,196.57,197.31,194.43,196.6,196.6,16045075,-4.74,3154461745.0,2023-01,193.26,2.24
AMZN,2023-01-27,193.67,195.12,193.03,194.02,194.02,12433916,-1.31,2412428382.32,2023-01,193.3,2.21
AMZN,2023-01-30,190.34,191.54,189.6,190.8,190.8,9532132,-1.66,1818730785.6,2023-01,193.17,2.2
AMZN,2023-01-31,198.53,201.5,197.37,199.48,199.48,20066899,4.55,4002945012.52,2023-01,194.17,2.39
AMZN,2023-02-01,200.57,202.29,200.01,201.1,201.1,19731041,0.81,3967912345.1,2023-02,195.37,2.35
AMZN,2023-02-02,208.3,211.15,205.33,207.42,207.42,16388577,3.14,3399318641.34,2023-02,196.74,2.4
AMZN,2023-02-03,203.7,205.05,202.16,203.97,203.97,27040803,-1.67,5515512587.91,2023-02,197.82,2.46
AMZN,2023-02-06,207.15,209.84,205.12,206.52,206.52,14799940,1.25,3056483608.8,2023-02,198.71,2.36
AMZN,2023-02-07,205.05,206.24,203.88,205.94,205.94,7664483,-0.28,1578423629.02,2023-02,199.56,2.37
AMZN,2023-02-08,206.21,207.74,204.47,206.87,206.87,7268769,0.45,1503690243.03,2023-02,200.59,2.33
AMZN,2023-02-09,210.57,211.32,208.37,209.63,209.63,9683793,1.34,2030013526.59,2023-02,201.49,2.27
AMZN,2023-02-10,213.49,215.28,212.38,214.45,214.45,16645073,2.3,3569535904.85,2023-02,202.74,2.28
AMZN,2023-02-13,214.56,215.6,213.22,214.81,214.81,29791930,0.17,6399604483.3,2023-02,203.87,2.27
AMZN,2023-02-14,211.48,212.89,208.9,210.61,210.61,22721062,-1.96,4785282867.82,2023-02,204.55,2.3
AMZN,2023-02-15,213.08,216.83,210.8,213.96,213.96,15246182,1.59,3262073100.72,2023-02,205.12,2.24
AMZN,2023-02-16,215.22,215.65,213.72,214.95,214.95,24575226,0.46,5282444828.7,2023-02,205.97,2.16
AMZN,2023-02-17,218.75,221.58,217.37,217.81,217.81,11680813,1.33,2544197879.53,2023-02,206.6,2.05
AMZN,2023-02-20,219.36,220.21,216.87,219.33,219.33,15963650,0.7,3501307354.5,2023-02,207.17,2.03
AMZN,2023-02-21,217.69,218.57,215.53,217.21,217.21,8383624,-0.97,1821006969.04,2023-02,207.59,2.05
AMZN,2023-02-22,216.47,218.98,214.34,215.79,215.79,8445033,-0.66,1822353671.07,2023-02,208.06,2.04
AMZN,2023-02-23,213.79,214.36,212.33,212.87,212.87,7387805,-1.35,1572642050.35,2023-02,208.88,1.72
AMZN,2023-02-24,209.5,212.06,207.11,208.61,208.61,17068619,-2.0,3560684609.59,2023-02,209.61,1.76
AMZN,2023-02-27,207.27,210.05,206.08,207.01,207.01,13811186,-0.77,2859053613.86,2023-02,210.42,1.72
AMZN,2023-02-28,207.1,208.35,205.57,206.86,206.86,16277044,-0.07,3367069321.84,2023-02,210.79,1.42
AMZN,2023-03-01,201.58,204.36,201.37,201.7,201.7,13789240,-2.49,2781289708.0,2023-03,210.82,1.53
AMZN,2023-03-02,208.85,211.72,207.63,209.25,209.25,22027038,3.74,4609157701.5,2023-03,210.91,1.6
AMZN,2023-03-03,212.01,214.22,207.96,210.99,210.99,46604928,0.83,9833173758.72,2023-03,211.26,1.55
AMZN,2023-03-06,206.66,209.38,204.18,206.88,206.88,10969520,-1.95,2269374297.6,2023-03,211.28,1.6
AMZN,2023-03-07,208.32,210.19,206.7,208.12,208.12,31874449,0.6,6633710325.88,2023-03,211.39,1.6
AMZN,2023-03-08,210.11,212.09,206.9,209.26,209.26,10928210,0.55,2286837224.6,2023-03,211.51,1.61
AMZN,2023-03-09,201.63,204.81,199.75,202.38,202.38,10154330,-3.29,2055033305.4,2023-03,211.14,1.74
AMZN,2023-03-10,211.05,211.62,208.63,210.35,210.35,7646216,3.94,1608381535.6,2023-03,210.94,1.89
AMZN,2023-03-13,207.98,211.34,205.21,208.25,208.25,19031623,-1.0,3963335489.75,2023-03,210.61,1.9
AMZN,2023-03-14,210.59,211.62,209.1,209.74,209.74,15639031,0.72,3280130361.94,2023-03,210.57,1.86
AMZN,2023-03-15,201.14,202.93,199.65,201.98,201.98,24575118,-3.7,4963682333.64,2023-03,209.97,2.0
AMZN,2023-03-16,203.76,204.75,202.86,203.71,203.71,5254539,0.86,1070402139.69,2023-03,209.41,2.01
AMZN,2023-03-17,205.1,206.91,202.07,204.97,204.97,15627291,0.62,3203125836.27,2023-03,208.76,1.98
AMZN,2023-03-20,212.66,215.78,212.22,212.79,212.79,21123786,3.82,4494930422.94,2023-03,208.44,2.18
AMZN,2023-03-21,207.49,210.19,205.91,206.48,206.48,20593121,-2.96,4252067624.08,2023-03,207.9,2.26
AMZN,2023-03-22,205.71,206.0,204.14,204.96,204.96,13772041,-0.74,2822717523.36,2023-03,207.36,2.26
AMZN,2023-03-23,211.21,213.33,208.88,210.31,210.31,10610717,2.61,2231539892.27,2023-03,207.23,2.33
AMZN,2023-03-24,208.53,210.93,206.08,209.52,209.52,39086047,-0.38,8189308567.44,2023-03,207.28,2.29
AMZN,2023-03-27,207.6,209.95,206.83,207.74,207.74,29605422,-0.85,6150230366.28,2023-03,207.31,2.29
AMZN,2023-03-28,210.07,212.57,207.53,209.52,209.52,11493182,0.86,2408051492.64,2023-03,207.44,2.3
AMZN,2023-03-29,206.11,208.26,205.89,206.22,206.22,15660899,-1.57,3229590591.78,2023-03,207.67,2.25
AMZN,2023-03-30,203.62,204.54,201.33,204.21,204.21,9489631,-0.98,1937877546.51,2023-03,207.42,2.09
AMZN,2023-03-31,208.89,210.51,207.97,208.91,208.91,13817082,2.3,2886526600.62,2023-03,207.32,2.15
AMZN,2023-04-03,211.93,215.68,210.61,212.76,212.76,30306468,1.84,6448004131.68,2023-04,207.61,2.14
AMZN,2023-04-04,217.79,220.0,217.44,217.67,217.67,16789155,2.31,3654495368.85,2023-04,208.09,2.19
AMZN,2023-04-05,212.82,216.57,212.16,213.38,213.38,17887086,-1.97,3816746410.68,2023-04,208.29,2.25
AMZN,2023-04-06,219.95,220.62,218.18,219.38,219.38,29553802,2.81,6483513082.76,2023-04,209.14,2.17
AMZN,2023-04-07,218.2,219.93,216.88,217.34,217.34,21322685,-0.93,4634272357.9,2023-04,209.49,2.03
AMZN,2023-04-10,219.48,220.91,218.19,219.77,219.77,14858742,1.12,3265505729.34,2023-04,210.07,2.02
AMZN,2023-04-11,216.42,217.63,212.82,215.75,215.75,15434189,-1.83,3329926276.75,2023-04,210.37,2.07
AMZN,2023-04-12,214.93,217.43,212.82,214.74,214.74,10478096,-0.47,2250066335.04,2023-04,211.01,1.87
AMZN,2023-04-13,217.64,220.87,217.23,217.7,217.7,6986414,1.38,1520942327.8,2023-04,211.71,1.88
AMZN,2023-04-14,220.7,222.2,218.45,219.98,219.98,15714562,1.05,3456889348.76,2023-04,212.46,1.88
AMZN,2023-04-17,221.04,223.92,219.97,221.53,221.53,11259927,0.7,2494411628.31,2023-04,212.89,1.7
AMZN,2023-04-18,224.22,225.63,220.79,224.08,224.08,23214498,1.15,5201904711.84,2023-04,213.77,1.54
AMZN,2023-04-19,225.35,226.89,223.72,225.34,225.34,11798361,0.56,2658642667.74,2023-04,214.79,1.52
AMZN,2023-04-20,230.98,233.23,227.41,230.85,230.85,21586852,2.45,4983324784.2,2023-04,215.82,1.51
AMZN,2023-04-21,230.62,231.92,228.35,231.2,231.2,12732420,0.15,2943735504.0,2023-04,216.9,1.49
AMZN,2023-04-24,229.49,229.92,228.0,228.92,228.92,22942706,-0.98,5252044257.52,2023-04,217.96,1.5
AMZN,2023-04-25,230.7,234.6,228.35,231.44,231.44,7568931,1.1,1751753390.64,2023-04,219.06,1.51
AMZN,2023-04-26,225.57,226.51,222.89,226.16,226.16,19566205,-2.28,4425092922.8,2023-04,220.06,1.56
AMZN,2023-04-27,221.11,222.3,220.45,221.61,221.61,9361927,-2.01,2074696642.47,2023-04,220.93,1.63
AMZN,2023-04-28,214.29,216.94,212.55,213.4,213.4,12382726,-3.7,2642473728.4,2023-04,221.15,1.81
AMZN,2023-05-01,210.3,213.27,208.82,211.23,211.23,6729133,-1.01,1421394763.59,2023-05,221.07,1.78
AMZN,2023-05-02,215.29,215.72,214.09,214.98,214.98,41915505,1.77,9010995264.9,2023-05,220.94,1.74
AMZN,2023-05-03,210.11,211.26,208.48,210.23,210.23,14583113,-2.21,3065807845.99,2023-05,220.78,1.76
AMZN,2023-05-04,215.55,216.98,213.04,216.61,216.61,17053515,3.03,3693961884.15,2023-05,220.64,1.78
AMZN,2023-05-05,215.21,217.7,214.54,215.98,215.98,15057766,-0.29,3252176300.68,2023-05,220.58,1.77
AMZN,2023-05-08,218.88,219.87,216.65,219.6,219.6,15567791,1.68,3418686903.6,2023-05,220.57,1.79
AMZN,2023-05-09,222.92,223.43,219.63,222.53,222.53,17926169,1.34,3989110387.57,2023-05,220.91,1.76
AMZN,2023-05-10,225.05,227.99,221.38,224.62,224.62,22312840,0.94,5011910120.8,2023-05,221.4,1.76
AMZN,2023-05-11,221.98,224.62,219.46,221.44,221.44,6030757,-1.42,1335450830.08,2023-05,221.59,1.78
AMZN,2023-05-12,213.66,216.36,211.88,214.23,214.23,21694572,-3.26,4647628159.56,2023-05,221.3,1.91
AMZN,2023-05-15,215.12,216.37,214.78,215.46,215.46,9415647,0.57,2028695302.62,2023-05,221.0,1.91
AMZN,2023-05-16,216.64,219.35,214.12,217.46,217.46,12086556,0.93,2628342467.76,2023-05,220.66,1.9
AMZN,2023-05-17,216.76,219.3,214.52,216.62,216.62,19349994,-0.39,4191595700.28,2023-05,220.23,1.9
AMZN,2023-05-18,220.36,223.58,218.69,219.36,219.36,16841101,1.26,3694263915.36,2023-05,219.65,1.83
AMZN,2023-05-19,219.9,222.97,217.37,220.31,220.31,16065431,0.43,3539375103.61,2023-05,219.11,1.83
AMZN,2023-05-22,220.33,223.21,217.03,219.82,219.82,14049642,-0.22,3088392304.44,2023-05,218.65,1.82
AMZN,2023-05-23,217.5,218.64,217.23,218.17,218.17,11339426,-0.75,2473922570.42,2023-05,217.99,1.8
AMZN,2023-05-24,223.85,226.7,221.18,223.41,223.41,29563417,2.4,6604762991.97,2023-05,217.85,1.83
AMZN,2023-05-25,221.06,221.85,219.85,220.68,220.68,5635198,-1.22,1243575494.64,2023-05,217.81,1.79
AMZN,2023-05-26,225.94,227.2,224.85,225.76,225.76,14735064,2.3,3326588048.64,2023-05,218.42,1.64
AMZN,2023-05-29,225.7,227.41,222.53,225.84,225.84,29877726,0.03,6747585639.84,2023-05,219.16,1.61
AMZN,2023-05-30,228.63,229.65,225.04,228.0,228.0,5323499,0.96,1213757772.0,2023-05,219.81,1.58
AMZN,2023-05-31,231.93,234.36,229.09,232.21,232.21,25239912,1.85,5860959965.52,2023-05,220.91,1.5
AMZN,2023-06-01,234.9,236.1,231.88,235.43,235.43,7692411,1.39,1811024321.73,2023-06,221.85,1.4
AMZN,2023-06-02,236.34,238.36,234.35,237.39,237.39,15140078,0.83,3594103116.42,2023-06,222.92,1.39
AMZN,2023-06-05,242.01,243.61,241.13,242.66,242.66,14667453,2.22,3559204144.98,2023-06,224.07,1.42
AMZN,2023-06-06,241.4,242.06,239.1,241.73,241.73,10126809,-0.38,2447953539.57,2023-06,225.03,1.42
AMZN,2023-06-07,246.43,249.73,244.4,247.22,247.22,12401191,2.27,3065822439.02,2023-06,226.16,1.47
AMZN,2023-06-08,246.66,249.31,243.84,246.57,246.57,21425951,-0.26,5282996738.07,2023-06,227.42,1.42
AMZN,2023-06-09,243.13,245.87,241.32,243.37,243.37,9648926,-1.3,2348259120.62,2023-06,228.87,1.19
AMZN,2023-06-12,242.18,242.59,238.25,241.52,241.52,16382616,-0.76,3956729416.32,2023-06,230.18,1.23
AMZN,2023-06-13,244.03,246.08,242.43,243.8,243.8,48556602,0.94,11838099567.6,2023-06,231.49,1.23
AMZN,2023-06-14,258.19,259.5,255.1,256.93,256.93,18644114,5.38,4790232210.02,2023-06,233.51,1.61
AMZN,2023-06-15,249.7,250.12,247.91,248.77,248.77,24591251,-3.17,6117565511.27,2023-06,234.98,1.84
AMZN,2023-06-16,244.88,245.61,243.51,245.18,245.18,13525137,-1.44,3316093089.66,2023-06,236.22,1.9
AMZN,2023-06-19,247.42,249.57,246.89,247.42,247.42,28029091,0.91,6934957695.22,2023-06,237.6,1.89
AMZN,2023-06-20,242.91,246.62,239.95,243.37,243.37,9175860,-1.64,2233129048.2,2023-06,238.86,1.93
AMZN,2023-06-21,244.92,247.6,242.73,244.02,244.02,5834795,0.27,1423806675.9,2023-06,239.89,1.89
AMZN,2023-06-22,239.28,241.84,237.74,239.11,239.11,23088571,-2.01,5520708211.81,2023-06,240.82,1.93
AMZN,2023-06-23,231.68,233.44,227.25,230.63,230.63,12059159,-3.55,2781203840.17,2023-06,241.06,2.07
AMZN,2023-06-26,231.71,233.59,228.49,230.93,230.93,14215230,0.13,3282723063.9,2023-06,241.31,2.07
AMZN,2023-06-27,221.67,222.35,218.75,221.84,221.84,27340021,-3.94,6065110258.64,2023-06,241.01,2.25
AMZN,2023-06-28,222.47,225.73,220.74,222.55,222.55,59174172,0.32,13169211978.6,2023-06,240.52,2.2
AMZN,2023-06-29,228.92,232.03,225.79,228.55,228.55,12822915,2.7,2930677223.25,2023-06,240.18,2.27
AMZN,2023-06-30,225.7,229.73,222.47,226.7,226.7,14283531,-0.81,3238076477.7,2023-06,239.64,2.27
AMZN,2023-07-03,226.93,227.58,225.28,226.31,226.31,25842668,-0.17,5848454195.08,2023-07,238.83,2.19
AMZN,2023-07-04,231.0,232.88,227.15,230.05,230.05,15254572,1.65,3509314288.6,2023-07,238.24,2.24
AMZN,2023-07-05,232.41,233.6,230.68,232.12,232.12,23581015,0.9,5473625201.8,2023-07,237.49,2.18
AMZN,2023-07-06,237.89,241.18,235.94,237.05,237.05,27080407,2.12,6419410479.35,2023-07,237.01,2.24
AMZN,2023-07-07,233.26,235.2,232.34,233.3,233.3,24854444,-1.58,5798541785.2,2023-07,236.51,2.25
AMZN,2023-07-10,236.47,237.08,232.85,236.29,236.29,9983948,1.28,2359107072.92,2023-07,236.25,2.27
AMZN,2023-07-11,242.06,243.07,238.63,242.47,242.47,27927554,2.62,6771594018.38,2023-07,236.18,2.34
AMZN,2023-07-12,242.13,245.6,241.81,243.17,243.17,16739953,0.29,4070654371.01,2023-07,235.49,1.97
AMZN,2023-07-13,241.98,244.44,239.98,241.76,241.76,16569958,-0.58,4005953046.08,2023-07,235.14,1.85
AMZN,2023-07-14,240.21,244.78,238.01,241.22,241.22,24452471,-0.22,5898425054.62,2023-07,234.94,1.82
AMZN,2023-07-17,244.79,248.36,241.78,245.94,245.94,9758818,1.96,2400083698.92,2023-07,234.87,1.87
AMZN,2023-07-18,239.14,240.47,236.25,238.38,238.38,10558300,-3.07,2516887554.0,2023-07,234.62,1.96
AMZN,2023-07-19,241.91,245.72,238.66,242.8,242.8,21712977,1.86,5271910815.6,2023-07,234.56,2.01
AMZN,2023-07-20,243.7,245.91,241.7,243.93,243.93,13556991,0.47,3306956814.63,2023-07,234.8,1.95
AMZN,2023-07-21,247.38,250.79,246.87,248.2,248.2,21408718,1.75,5313643807.6,2023-07,235.68,1.78
AMZN,2023-07-24,248.03,250.13,243.18,246.85,246.85,15045366,-0.55,3713948597.1,2023-07,236.47,1.79
AMZN,2023-07-25,245.89,249.19,244.42,245.09,245.09,12155411,-0.71,2979169681.99,2023-07,237.64,1.51
AMZN,2023-07-26,240.14,240.7,239.66,240.02,240.02,5103334,-2.07,1224902226.68,2023-07,238.51,1.61
AMZN,2023-07-27,237.97,242.16,236.04,239.08,239.08,29243823,-0.39,6991613202.84,2023-07,239.04,1.53
AMZN,2023-07-28,243.19,244.95,240.88,242.28,242.28,15891756,1.34,3850254643.68,2023-07,239.82,1.53
AMZN,2023-07-31,243.94,247.25,241.18,243.03,243.03,27515390,0.31,6687065231.7,2023-07,240.65,1.52
AMZN,2023-08-01,248.0,248.94,244.21,247.8,247.8,17113886,1.96,4240820950.8,2023-08,241.54,1.54
AMZN,2023-08-02,241.29,242.03,240.38,241.73,241.73,9423007,-2.45,2277823482.11,2023-08,242.02,1.65
AMZN,2023-08-03,238.5,239.29,237.67,238.18,238.18,7485326,-1.47,1782854946.68,2023-08,242.08,1.63
AMZN,2023-08-04,232.55,234.77,230.05,232.22,232.22,10054037,-2.5,2334748472.14,2023-08,242.02,1.69
AMZN,2023-08-07,233.35,234.14,230.37,233.29,233.29,20769012,0.46,4845202809.48,2023-08,241.87,1.67
AMZN,2023-08-08,229.7,233.21,226.47,230.33,230.33,23887221,-1.27,5501943612.93,2023-08,241.26,1.56
AMZN,2023-08-09,229.89,231.96,226.9,229.34,229.34,14488407,-0.43,3322771261.38,2023-08,240.57,1.56
AMZN,2023-08-10,223.84,224.36,221.68,223.36,223.36,14700772,-2.61,3283564433.92,2023-08,239.65,1.64
AMZN,2023-08-11,223.17,224.93,222.27,223.07,223.07,19888852,-0.13,4436606215.64,2023-08,238.75,1.64
AMZN,2023-08-14,220.7,222.1,217.59,221.61,221.61,14851579,-0.66,3291258422.19,2023-08,237.53,1.55
AMZN,2023-08-15,224.01,225.47,220.51,223.16,223.16,31343333,0.7,6994578192.28,2023-08,236.77,1.45
AMZN,2023-08-16,227.24,229.05,223.86,226.97,226.97,11009814,1.71,2498897483.58,2023-08,235.98,1.44
AMZN,2023-08-17,229.69,230.93,228.13,230.7,230.7,22830909,1.64,5267090706.3,2023-08,235.32,1.49
AMZN,2023-08-18,232.24,233.75,231.56,231.89,231.89,10242276,0.52,2375081381.64,2023-08,234.5,1.43
AMZN,2023-08-21,230.23,231.79,227.22,230.72,230.72,26349136,-0.51,6079272657.92,2023-08,233.69,1.43
GOOGL,2023-01-03,163.68,164.72,162.26,162.94,162.94,6093895,-1.25,992939251.3,2023-01,162.94,
GOOGL,2023-01-04,159.75,160.6,158.15,160.16,160.16,17241078,-1.71,2761331052.48,2023-01,161.55,0.33
GOOGL,2023-01-05,153.82,154.67,153.55,154.44,154.44,17528692,-3.57,2707131192.48,2023-01,159.18,1.23
GOOGL,2023-01-06,152.94,155.62,152.74,153.67,153.67,9102153,-0.5,1398727851.51,2023-01,157.8,1.31
GOOGL,2023-01-09,150.97,152.45,150.32,151.69,151.69,4853046,-1.29,736158547.74,2023-01,156.58,1.15
GOOGL,2023-01-10,150.52,152.74,148.34,150.82,150.82,21517223,-0.57,3245227572.86,2023-01,155.62,1.12
GOOGL,2023-01-11,147.55,148.87,146.16,148.16,148.16,17845602,-1.77,2644004392.32,2023-01,154.55,1.03
GOOGL,2023-01-12,145.69,146.25,143.41,145.23,145.23,15113584,-1.98,2194945804.32,2023-01,153.39,0.97
GOOGL,2023-01-13,147.95,149.85,146.39,147.62,147.62,7535812,1.65,1112436567.44,2023-01,152.75,1.41
GOOGL,2023-01-16,146.54,147.46,145.19,146.62,146.62,22430028,-0.68,3288690705.36,2023-01,152.14,1.34
GOOGL,2023-01-17,145.32,148.02,144.02,145.84,145.84,8087687,-0.53,1179508272.08,2023-01,151.56,1.28
GOOGL,2023-01-18,147.87,150.3,147.71,148.11,148.11,6781419,1.56,1004395968.09,2023-01,151.28,1.45
GOOGL,2023-01-19,150.61,152.4,147.92,150.1,150.1,7790804,1.34,1169399680.4,2023-01,151.18,1.52
GOOGL,2023-01-20,150.85,152.08,148.0,150.14,150.14,16674262,0.03,2503473696.68,2023-01,151.11,1.47
GOOGL,2023-01-23,152.53,154.71,151.89,152.45,152.45,14453415,1.54,2203423116.75,2023-01,151.2,1.53
GOOGL,2023-01-24,156.19,157.66,153.51,155.81,155.81,9320739,2.2,1452264343.59,2023-01,151.49,1.62
GOOGL,2023-01-25,156.79,157.52,154.68,156.91,156.91,17890192,0.71,2807150026.72,2023-01,151.81,1.59
GOOGL,2023-01-26,154.82,156.27,152.54,154.09,154.09,18404028,-1.8,2835876674.52,2023-01,151.93,1.59
GOOGL,2023-01-27,153.05,154.61,151.87,153.23,153.23,12843394,-0.56,1967993262.62,2023-01,152.0,1.54
GOOGL,2023-01-30,156.03,158.92,154.78,156.59,156.59,11102109,2.19,1738479248.31,2023-01,152.23,1.61
GOOGL,2023-01-31,155.81,155.99,153.69,155.08,155.08,15857087,-0.96,2459117051.96,2023-01,151.84,1.6
GOOGL,2023-02-01,146.66,148.36,144.47,146.63,146.63,23752636,-5.45,3482849016.68,2023-02,151.16,1.96
GOOGL,2023-02-02,152.09,152.56,149.3,151.56,151.56,6095748,3.36,923871566.88,2023-02,151.02,1.98
GOOGL,2023-02-03,153.55,154.04,152.98,153.14,153.14,11164260,1.04,1709694776.4,2023-02,150.99,2.0
GOOGL,2023-02-06,155.23,156.29,153.77,155.68,155.68,15600959,1.66,2428757297.12,2023-02,151.19,2.01
GOOGL,2023-02-07,154.85,156.91,152.44,154.49,154.49,15707788,-0.76,2426696168.12,2023-02,151.37,2.01
GOOGL,2023-02-08,155.42,156.72,153.19,155.86,155.86,8149660,0.88,1270206007.6,2023-02,151.76,1.96
GOOGL,2023-02-09,154.6,155.27,153.05,153.94,153.94,21395810,-1.23,3293670991.4,2023-02,152.19,1.93
GOOGL,2023-02-10,156.39,157.1,155.56,156.78,156.78,10343520,1.84,1621657065.6,2023-02,152.65,1.93
GOOGL,2023-02-13,156.2,158.12,155.27,156.6,156.6,20568835,-0.12,3221079561.0,2023-02,153.15,1.92
GOOGL,2023-02-14,158.03,159.47,156.56,157.61,157.61,22591227,0.64,3560603287.47,2023-02,153.74,1.91
GOOGL,2023-02-15,156.19,156.46,154.68,156.24,156.24,16281614,-0.87,2543839371.36,2023-02,154.15,1.91
GOOGL,2023-02-16,157.73,159.64,156.47,157.36,157.36,25259435,0.72,3974824691.6,2023-02,154.51,1.9
GOOGL,2023-02-17,156.43,157.68,154.06,156.2,156.2,10708634,-0.74,1672688630.8,2023-02,154.81,1.91
GOOGL,2023-02-20,153.22,155.79,151.49,153.57,153.57,31877171,-1.68,4895377150.47,2023-02,154.87,1.93
GOOGL,2023-02-21,154.17,155.16,153.65,153.92,153.92,8861129,0.23,1363904975.68,2023-02,154.77,1.86
GOOGL,2023-02-22,157.45,159.98,156.32,157.71,157.71,18941951,2.46,2987335092.21,2023-02,154.81,1.94
GOOGL,2023-02-23,159.53,161.13,158.01,159.03,159.03,22770035,0.84,3621118666.05,2023-02,155.06,1.9
GOOGL,2023-02-24,160.74,162.65,160.44,161.44,161.44,27485537,1.52,4437265093.28,2023-02,155.47,1.91
GOOGL,2023-02-27,153.13,153.72,151.12,153.52,153.52,4502170,-4.91,691173138.4,2023-02,155.32,2.18
GOOGL,2023-02-28,153.22,155.43,152.11,153.63,153.63,9575186,0.07,1471035825.18,2023-02,155.25,2.17
GOOGL,2023-03-01,154.77,156.08,154.47,155.27,155.27,10372462,1.07,1610532174.74,2023-03,155.68,1.76
GOOGL,2023-03-02,150.94,151.27,149.99,150.58,150.58,10544798,-3.02,1587835682.84,2023-03,155.63,1.76
GOOGL,2023-03-03,147.9,150.09,147.4,148.45,148.45,3903227,-1.41,579434048.15,2023-03,155.39,1.76
GOOGL,2023-03-06,146.68,148.98,144.55,146.82,146.82,9960425,-1.1,1462389598.5,2023-03,154.95,1.72
GOOGL,2023-03-07,148.96,149.2,147.16,148.69,148.69,26785208,1.27,3982692577.52,2023-03,154.66,1.75
GOOGL,2023-03-08,151.26,153.05,149.7,150.72,150.72,9373312,1.37,1412745584.64,2023-03,154.4,1.77
GOOGL,2023-03-09,144.7,147.17,143.22,145.0,145.0,18304469,-3.8,2654148005.0,2023-03,153.96,1.94
GOOGL,2023-03-10,143.21,144.44,142.8,142.96,142.96,13682565,-1.41,1956059492.4,2023-03,153.27,1.89
