order_id,order_item_id,product_id,seller_id,price,freight_value,total_item_value
ord_001506,1,prod_00189,seller_0144,377.07,42.39,419.46
ord_001747,2,prod_00021,seller_0115,99.39,20.26,119.65
ord_000250,3,prod_00037,seller_0119,91.61,37.42,129.03
ord_001829,1,prod_00246,seller_0052,86.55,30.35,116.9
ord_001225,2,prod_00283,seller_0041,63.93,54.21,118.14
ord_000536,3,prod_00102,seller_0048,106.55,27.63,134.18
ord_001485,1,prod_00419,seller_0091,87.3,35.2,122.5
ord_000300,2,prod_00294,seller_0039,19.49,49.67,69.16
ord_001502,3,prod_00232,seller_0013,51.2,33.83,85.03
ord_001107,1,prod_00316,seller_0132,43.76,53.63,97.39
ord_000809,2,prod_00326,seller_0096,257.48,46.39,303.87
ord_000458,3,prod_00288,seller_0109,124.62,32.58,157.2
ord_000691,1,prod_00336,seller_0104,188.11,37.72,225.83
ord_001322,2,prod_00476,seller_0098,392.1,63.2,455.3
ord_001388,3,prod_00464,seller_0043,138.95,46.39,185.34
ord_000718,1,prod_00411,seller_0088,501.22,59.77,560.99
ord_000040,2,prod_00245,seller_0093,59.83,19.83,79.66
ord_001840,3,prod_00387,seller_0126,39.73,36.58,76.31
ord_001649,1,prod_00177,seller_0109,76.96,59.98,136.94
ord_001364,2,prod_00213,seller_0047,91.37,27.74,119.11
ord_001540,3,prod_00358,seller_0092,285.87,63.22,349.09
ord_000108,1,prod_00102,seller_0041,113.5,15.34,128.84
ord_001340,2,prod_00286,seller_0003,56.47,59.65,116.12
ord_001138,3,prod_00022,seller_0121,177.87,34.49,212.36
ord_001191,1,prod_00019,seller_0077,99.59,14.06,113.65
ord_000261,2,prod_00287,seller_0095,36.23,58.37,94.6
ord_001642,3,prod_00276,seller_0013,118.19,23.86,142.05
ord_001248,1,prod_00495,seller_0105,305.83,11.22,317.05
ord_001286,2,prod_00147,seller_0018,236.89,17.47,254.36
ord_001275,3,prod_00386,seller_0037,121.06,46.25,167.31
ord_000526,1,prod_00040,seller_0055,71.8,63.78,135.58
ord_000710,2,prod_00167,seller_0052,25.92,16.13,42.05
ord_000126,3,prod_00091,seller_0036,91.11,35.41,126.52
ord_001230,1,prod_00072,seller_0114,182.36,19.94,202.3
ord_001164,2,prod_00365,seller_0052,68.61,50.98,119.59
ord_001086,3,prod_00438,seller_0019,47.22,16.49,63.71
ord_001307,1,prod_00283,seller_0140,336.5,23.19,359.69
ord_000054,2,prod_00335,seller_0092,221.82,20.8,242.62
ord_000346,3,prod_00140,seller_0139,137.02,40.39,177.41
ord_001548,1,prod_00239,seller_0048,32.65,58.03,90.68
ord_000136,2,prod_00078,seller_0101,33.79,38.11,71.9
ord_000330,3,prod_00199,seller_0099,28.07,13.2,41.27
ord_001168,1,prod_00017,seller_0144,129.95,40.99,170.94
ord_001460,2,prod_00218,seller_0047,29.74,53.86,83.6
ord_001306,3,prod_00229,seller_0067,236.9,17.27,254.17
ord_000136,1,prod_00340,seller_0031,609.82,14.0,623.82
ord_001513,2,prod_00138,seller_0076,69.75,20.33,90.08
ord_000813,3,prod_00147,seller_0008,87.54,51.03,138.57
ord_001757,1,prod_00210,seller_0044,164.24,42.54,206.78
ord_000852,2,prod_00158,seller_0035,347.05,39.73,386.78
ord_001745,3,prod_00414,seller_0014,284.42,23.72,308.14
ord_001939,1,prod_00153,seller_0110,22.12,28.27,50.39
ord_001425,2,prod_00344,seller_0004,37.23,63.12,100.35
ord_000871,3,prod_00330,seller_0145,183.58,23.23,206.81
ord_000892,1,prod_00383,seller_0112,155.11,59.59,214.7
ord_001473,2,prod_00450,seller_0069,32.16,41.93,74.09
ord_000635,3,prod_00358,seller_0049,98.67,16.78,115.45
ord_001652,1,prod_00352,seller_0055,197.14,35.7,232.84
ord_000669,2,prod_00163,seller_0081,44.63,62.17,106.8
ord_001294,3,prod_00307,seller_0140,261.02,33.02,294.04
ord_001041,1,prod_00101,seller_0139,21.53,57.49,79.02
ord_000269,2,prod_00327,seller_0115,197.9,24.1,222.0
ord_000861,3,prod_00327,seller_0075,129.8,41.4,171.2
ord_000482,1,prod_00155,seller_0098,60.44,56.41,116.85
ord_001243,2,prod_00010,seller_0127,168.16,60.64,228.8
ord_001343,3,prod_00353,seller_0111,197.99,36.72,234.71
ord_001262,1,prod_00427,seller_0101,340.99,45.18,386.17
ord_001569,2,prod_00183,seller_0114,70.02,10.16,80.18
ord_000285,3,prod_00455,seller_0029,154.01,23.93,177.94
ord_001061,1,prod_00134,seller_0062,125.74,25.33,151.07
ord_000103,2,prod_00006,seller_0053,104.38,15.14,119.52
ord_001747,3,prod_00333,seller_0117,280.33,25.38,305.71
ord_001454,1,prod_00432,seller_0091,15.38,27.66,43.04
ord_000792,2,prod_00333,seller_0106,54.77,63.28,118.05
ord_001678,3,prod_00258,seller_0086,107.73,46.77,154.5
ord_000239,1,prod_00211,seller_0128,38.56,33.43,71.99
ord_000741,2,prod_00051,seller_0100,301.14,64.34,365.48
ord_000645,3,prod_00445,seller_0094,140.16,18.43,158.59
ord_001149,1,prod_00147,seller_0076,92.98,36.18,129.16
ord_001589,2,prod_00498,seller_0003,217.29,45.59,262.88
ord_001624,3,prod_00377,seller_0081,86.93,13.06,99.99
ord_001634,1,prod_00128,seller_0105,113.15,49.43,162.58
ord_000882,2,prod_00486,seller_0032,15.33,15.49,30.82
ord_000607,3,prod_00258,seller_0008,69.63,17.72,87.35
ord_001950,1,prod_00051,seller_0087,32.93,18.78,51.71
ord_000188,2,prod_00154,seller_0030,155.42,61.09,216.51
ord_000888,3,prod_00070,seller_0143,93.25,47.58,140.83
ord_001280,1,prod_00276,seller_0074,58.1,46.05,104.15
ord_001609,2,prod_00279,seller_0123,90.7,40.55,131.25
ord_000987,3,prod_00310,seller_0121,43.23,26.1,69.33
ord_000924,1,prod_00399,seller_0038,325.97,44.15,370.12
ord_001898,2,prod_00134,seller_0143,21.66,32.56,54.22
ord_000794,3,prod_00220,seller_0115,255.67,18.0,273.67
ord_000530,1,prod_00163,seller_0109,100.94,47.93,148.87
ord_000676,2,prod_00459,seller_0078,130.78,17.13,147.91
ord_000392,3,prod_00136,seller_0036,58.25,20.49,78.74
ord_001682,1,prod_00057,seller_0090,423.26,54.97,478.23
ord_001492,2,prod_00434,seller_0040,54.73,46.31,101.04
ord_001850,3,prod_00177,seller_0074,121.66,44.7,166.36
ord_001277,1,prod_00115,seller_0046,617.79,33.0,650.79
ord_000672,2,prod_00499,seller_0107,270.53,31.8,302.33
ord_000861,3,prod_00472,seller_0146,107.23,47.96,155.19
ord_001585,1,prod_00149,seller_0100,572.2,50.7,622.9
ord_001200,2,prod_00241,seller_0061,160.03,38.06,198.09
ord_000466,3,prod_00123,seller_0003,43.09,63.31,106.4
ord_000839,1,prod_00292,seller_0082,77.42,62.56,139.98
ord_001601,2,prod_00327,seller_0007,63.86,32.68,96.54
ord_000988,3,prod_00069,seller_0031,65.59,55.13,120.72
ord_001313,1,prod_00314,seller_0065,186.48,39.88,226.36
ord_001074,2,prod_00063,seller_0095,120.32,38.15,158.47
ord_000004,3,prod_00221,seller_0064,19.66,13.02,32.68
ord_001655,1,prod_00016,seller_0077,266.91,41.57,308.48
ord_000852,2,prod_00390,seller_0003,57.25,59.53,116.78
ord_001909,3,prod_00078,seller_0093,715.13,52.91,768.04
ord_001524,1,prod_00122,seller_0035,384.99,53.25,438.24
ord_001700,2,prod_00436,seller_0015,353.68,18.8,372.48
ord_001247,3,prod_00258,seller_0021,215.0,29.71,244.71
ord_001894,1,prod_00217,seller_0062,44.91,22.83,67.74
ord_001692,2,prod_00479,seller_0083,106.28,27.38,133.66
ord_001923,3,prod_00114,seller_0004,45.48,41.87,87.35
ord_001286,1,prod_00370,seller_0141,51.08,30.06,81.14
ord_001709,2,prod_00461,seller_0067,128.29,40.84,169.13
ord_000535,3,prod_00380,seller_0094,20.0,34.12,54.12
ord_000903,1,prod_00146,seller_0058,433.64,25.76,459.4
ord_001400,2,prod_00465,seller_0130,316.11,15.25,331.36
ord_001085,3,prod_00237,seller_0025,72.51,59.05,131.56
ord_001380,1,prod_00476,seller_0011,101.94,10.63,112.57
ord_001857,2,prod_00460,seller_0001,90.31,10.09,100.4
ord_000646,3,prod_00419,seller_0048,271.65,55.47,327.12
ord_000024,1,prod_00086,seller_0113,155.0,64.82,219.82
ord_001317,2,prod_00167,seller_0138,54.11,49.99,104.1
ord_000557,3,prod_00129,seller_0081,86.05,10.84,96.89
ord_000691,1,prod_00165,seller_0030,82.24,22.47,104.71
ord_000356,2,prod_00277,seller_0114,399.29,63.45,462.74
ord_000870,3,prod_00257,seller_0019,38.13,54.47,92.6
ord_000941,1,prod_00132,seller_0110,26.26,41.17,67.43
ord_000575,2,prod_00480,seller_0034,270.05,23.03,293.08
ord_000029,3,prod_00058,seller_0032,287.4,10.79,298.19
ord_000357,1,prod_00257,seller_0076,261.44,11.15,272.59
ord_000365,2,prod_00141,seller_0126,100.84,43.66,144.5
ord_000608,3,prod_00174,seller_0134,144.37,11.2,155.57
ord_000409,1,prod_00175,seller_0141,114.44,64.65,179.09
ord_001290,2,prod_00209,seller_0086,23.64,20.09,43.73
ord_001315,3,prod_00204,seller_0075,123.71,49.09,172.8
ord_000567,1,prod_00007,seller_0135,16.64,18.53,35.17
ord_001177,2,prod_00051,seller_0045,62.16,39.71,101.87
ord_000219,3,prod_00259,seller_0065,338.11,14.43,352.54
ord_000173,1,prod_00178,seller_0094,58.5,52.17,110.67
ord_000608,2,prod_00410,seller_0019,352.26,42.17,394.43
ord_001659,3,prod_00031,seller_0119,49.54,14.74,64.28
ord_001036,1,prod_00356,seller_0047,60.32,56.67,116.99
ord_001540,2,prod_00318,seller_0046,133.79,40.09,173.88
ord_001386,3,prod_00154,seller_0029,187.07,60.69,247.76
ord_000858,1,prod_00451,seller_0100,98.51,60.41,158.92
ord_001603,2,prod_00364,seller_0065,271.57,60.63,332.2
ord_000657,3,prod_00055,seller_0128,19.93,14.28,34.21
ord_000969,1,prod_00156,seller_0051,321.43,16.65,338.08
ord_001501,2,prod_00044,seller_0022,41.22,64.32,105.54
ord_001601,3,prod_00081,seller_0110,273.75,36.82,310.57
ord_001106,1,prod_00166,seller_0071,76.47,23.1,99.57
ord_001641,2,prod_00495,seller_0033,229.6,52.33,281.93
ord_001717,3,prod_00030,seller_0127,148.65,24.54,173.19
ord_001364,1,prod_00322,seller_0109,38.22,50.0,88.22
ord_000441,2,prod_00136,seller_0100,315.19,56.05,371.24
ord_000617,3,prod_00014,seller_0044,48.81,53.13,101.94
ord_000226,1,prod_00357,seller_0007,48.59,25.07,73.66
ord_000371,2,prod_00483,seller_0128,216.96,32.09,249.05
ord_000028,3,prod_00106,seller_0091,28.43,32.73,61.16
ord_001008,1,prod_00359,seller_0130,45.13,37.02,82.15
ord_000995,2,prod_00318,seller_0017,99.06,19.21,118.27
ord_000016,3,prod_00075,seller_0065,227.97,34.89,262.86
ord_001301,1,prod_00447,seller_0110,34.15,38.09,72.24
ord_000333,2,prod_00079,seller_0030,110.2,39.24,149.44
ord_000483,3,prod_00194,seller_0092,164.06,55.09,219.15
ord_001834,1,prod_00485,seller_0075,251.44,38.45,289.89
ord_000566,2,prod_00363,seller_0105,344.05,22.69,366.74
ord_001312,3,prod_00096,seller_0031,199.25,46.47,245.72
ord_000114,1,prod_00040,seller_0097,141.95,53.85,195.8
ord_000038,2,prod_00256,seller_0051,83.22,27.57,110.79
ord_000454,3,prod_00397,seller_0058,29.27,45.49,74.76
ord_001906,1,prod_00107,seller_0034,163.44,18.08,181.52
ord_000742,2,prod_00017,seller_0021,606.0,28.81,634.81
ord_000166,3,prod_00015,seller_0037,175.16,60.01,235.17
ord_000694,1,prod_00417,seller_0064,17.02,60.12,77.14
ord_001980,2,prod_00499,seller_0147,97.28,41.64,138.92
ord_000205,3,prod_00272,seller_0124,129.43,48.63,178.06
ord_000878,1,prod_00499,seller_0101,155.42,56.97,212.39
ord_000245,2,prod_00013,seller_0119,167.64,62.72,230.36
ord_001895,3,prod_00247,seller_0085,113.0,36.94,149.94
ord_001357,1,prod_00214,seller_0078,45.33,40.89,86.22
ord_000943,2,prod_00151,seller_0104,357.09,32.86,389.95
ord_001420,3,prod_00292,seller_0072,158.15,13.96,172.11
ord_000821,1,prod_00043,seller_0103,47.43,33.25,80.68
ord_000507,2,prod_00434,seller_0077,61.69,53.48,115.17
ord_001953,3,prod_00114,seller_0110,321.01,54.27,375.28
ord_000924,1,prod_00330,seller_0019,277.16,59.08,336.24
ord_001145,2,prod_00081,seller_0130,77.33,12.83,90.16
ord_001283,3,prod_00350,seller_0134,19.69,38.99,58.68
ord_001746,1,prod_00141,seller_0133,20.97,15.91,36.88
ord_000410,2,prod_00030,seller_0062,55.08,21.04,76.12
ord_000310,3,prod_00441,seller_0103,134.03,59.51,193.54
ord_001832,1,prod_00494,seller_0100,120.3,37.32,157.62
ord_001730,2,prod_00030,seller_0052,135.56,51.72,187.28
ord_000068,3,prod_00455,seller_0049,166.6,13.54,180.14
ord_000114,1,prod_00266,seller_0100,17.31,32.93,50.24
ord_000220,2,prod_00099,seller_0126,28.32,47.08,75.4
ord_000220,3,prod_00450,seller_0118,68.46,17.34,85.8
ord_001497,1,prod_00094,seller_0054,35.19,27.92,63.11
ord_000730,2,prod_00211,seller_0119,24.4,13.55,37.95
ord_000749,3,prod_00295,seller_0133,137.92,45.82,183.74
ord_000943,1,prod_00037,seller_0137,217.71,63.4,281.11
ord_000386,2,prod_00387,seller_0098,182.62,55.49,238.11
ord_001322,3,prod_00089,seller_0036,218.82,63.6,282.42
ord_000930,1,prod_00418,seller_0148,146.54,56.51,203.05
ord_001630,2,prod_00255,seller_0081,174.52,57.04,231.56
ord_001277,3,prod_00214,seller_0085,53.06,41.74,94.8
ord_000405,1,prod_00422,seller_0083,610.56,38.5,649.06
ord_000492,2,prod_00014,seller_0063,39.28,32.34,71.62
ord_000357,3,prod_00192,seller_0067,43.97,55.0,98.97
ord_001452,1,prod_00295,seller_0003,55.92,20.01,75.93
ord_000215,2,prod_00182,seller_0042,459.27,13.09,472.36
ord_001404,3,prod_00130,seller_0024,548.66,62.13,610.79
ord_001794,1,prod_00224,seller_0044,205.11,10.21,215.32
ord_001883,2,prod_00043,seller_0129,134.01,63.73,197.74
ord_000752,3,prod_00181,seller_0115,103.09,50.09,153.18
ord_000827,1,prod_00387,seller_0036,438.3,28.07,466.37
ord_001238,2,prod_00169,seller_0038,157.74,48.38,206.12
ord_001122,3,prod_00264,seller_0082,362.46,54.98,417.44
ord_000528,1,prod_00474,seller_0029,60.67,23.49,84.16
ord_000916,2,prod_00096,seller_0041,63.74,52.4,116.14
ord_000666,3,prod_00203,seller_0088,246.49,54.24,300.73
ord_001552,1,prod_00498,seller_0048,34.48,23.71,58.19
ord_000710,2,prod_00447,seller_0114,365.09,12.31,377.4
ord_001644,3,prod_00321,seller_0022,99.99,21.23,121.22
ord_000535,1,prod_00335,seller_0099,328.12,21.04,349.16
ord_000554,2,prod_00388,seller_0017,64.28,13.59,77.87
ord_001573,3,prod_00068,seller_0086,166.04,49.93,215.97
ord_000328,1,prod_00092,seller_0133,94.14,30.9,125.04
ord_000902,2,prod_00266,seller_0061,133.28,58.64,191.92
ord_001189,3,prod_00331,seller_0089,99.23,23.87,123.1
ord_001140,1,prod_00178,seller_0134,424.77,34.93,459.7
ord_000150,2,prod_00151,seller_0081,156.36,45.15,201.51
ord_001542,3,prod_00317,seller_0095,49.73,58.26,107.99
ord_001056,1,prod_00047,seller_0145,303.52,38.85,342.37
ord_000657,2,prod_00003,seller_0059,56.78,30.54,87.32
ord_000806,3,prod_00487,seller_0054,70.75,57.69,128.44
ord_001937,1,prod_00103,seller_0126,27.93,27.06,54.99
ord_000293,2,prod_00273,seller_0048,291.27,14.37,305.64
ord_000919,3,prod_00022,seller_0068,55.44,34.48,89.92
ord_000689,1,prod_00116,seller_0107,50.96,53.18,104.14
ord_000957,2,prod_00347,seller_0078,318.48,11.69,330.17
ord_001201,3,prod_00400,seller_0077,211.5,42.22,253.72
ord_001085,1,prod_00464,seller_0027,33.25,42.7,75.95
ord_001613,2,prod_00104,seller_0088,191.01,61.07,252.08
ord_000416,3,prod_00259,seller_0072,308.07,25.76,333.83
ord_001407,1,prod_00308,seller_0047,24.81,25.34,50.15
ord_000598,2,prod_00367,seller_0103,224.3,34.23,258.53
ord_001727,3,prod_00417,seller_0021,110.13,29.63,139.76
ord_000007,1,prod_00298,seller_0115,147.75,50.5,198.25
ord_000918,2,prod_00130,seller_0057,96.47,45.3,141.77
ord_000085,3,prod_00295,seller_0105,158.6,51.74,210.34
ord_000774,1,prod_00302,seller_0095,19.16,55.1,74.26
ord_000957,2,prod_00048,seller_0110,187.62,60.76,248.38
ord_001422,3,prod_00027,seller_0027,19.07,33.7,52.77
ord_001936,1,prod_00015,seller_0128,87.9,64.16,152.06
ord_001795,2,prod_00263,seller_0076,34.64,21.86,56.5
ord_001417,3,prod_00365,seller_0035,223.18,49.29,272.47
ord_001071,1,prod_00441,seller_0098,60.17,39.37,99.54
ord_001365,2,prod_00298,seller_0144,87.64,54.93,142.57
ord_001522,3,prod_00265,seller_0036,82.19,36.22,118.41
ord_000606,1,prod_00361,seller_0066,192.67,53.12,245.79
ord_001502,2,prod_00134,seller_0056,93.74,61.16,154.9
ord_000426,3,prod_00441,seller_0145,201.68,50.28,251.96
ord_000426,1,prod_00076,seller_0148,24.16,52.69,76.85
ord_000736,2,prod_00030,seller_0094,40.52,13.69,54.21
ord_000791,3,prod_00439,seller_0106,111.23,21.27,132.5
ord_000515,1,prod_00340,seller_0084,367.7,63.59,431.29
ord_001153,2,prod_00126,seller_0136,24.32,48.13,72.45
ord_001859,3,prod_00084,seller_0146,20.28,40.88,61.16
ord_001273,1,prod_00054,seller_0018,35.43,30.18,65.61
ord_000741,2,prod_00366,seller_0146,137.98,12.44,150.42
ord_001863,3,prod_00283,seller_0125,76.1,30.3,106.4
ord_000131,1,prod_00340,seller_0002,224.54,37.44,261.98
ord_001764,2,prod_00443,seller_0076,23.96,21.63,45.59
ord_001713,3,prod_00263,seller_0138,41.24,19.52,60.76
ord_000323,1,prod_00424,seller_0142,57.81,37.96,95.77
ord_000823,2,prod_00360,seller_0026,133.25,42.22,175.47
ord_001924,3,prod_00222,seller_0047,153.69,23.2,176.89
ord_000543,1,prod_00328,seller_0030,30.91,42.31,73.22
ord_000066,2,prod_00002,seller_0056,360.47,59.52,419.99
ord_000718,3,prod_00398,seller_0119,65.05,36.02,101.07
ord_001125,1,prod_00394,seller_0132,164.86,57.16,222.02
ord_001856,2,prod_00306,seller_0139,104.13,61.0,165.13
ord_000031,3,prod_00146,seller_0130,45.24,15.08,60.32
ord_000885,1,prod_00018,seller_0140,239.67,15.27,254.94
ord_000191,2,prod_00016,seller_0021,219.61,36.18,255.79
ord_001602,3,prod_00308,seller_0068,75.52,42.35,117.87
ord_000415,1,prod_00453,seller_0126,121.58,33.42,155.0
ord_001839,2,prod_00436,seller_0043,50.78,27.95,78.73
ord_000747,3,prod_00159,seller_0100,155.48,45.25,200.73
ord_001814,1,prod_00485,seller_0123,59.36,10.11,69.47
ord_001738,2,prod_00340,seller_0093,238.01,63.24,301.25
ord_001524,3,prod_00407,seller_0140,44.41,22.76,67.17
ord_001886,1,prod_00352,seller_0129,16.79,60.44,77.23
ord_001761,2,prod_00298,seller_0116,52.52,16.0,68.52
ord_001619,3,prod_00209,seller_0115,40.44,23.09,63.53
ord_001070,1,prod_00446,seller_0142,100.18,22.92,123.1
ord_001113,2,prod_00205,seller_0119,42.33,64.79,107.12
ord_001722,3,prod_00113,seller_0093,187.86,10.25,198.11
ord_000375,1,prod_00178,seller_0142,48.15,45.18,93.33
ord_001725,2,prod_00461,seller_0009,162.3,57.83,220.13
ord_001270,3,prod_00209,seller_0073,118.66,46.98,165.64
ord_000558,1,prod_00124,seller_0026,529.4,29.95,559.35
ord_001281,2,prod_00015,seller_0106,1121.42,62.71,1184.13
ord_001376,3,prod_00346,seller_0145,259.39,59.14,318.53
ord_001945,1,prod_00428,seller_0068,186.25,33.87,220.12
ord_001597,2,prod_00476,seller_0110,73.62,41.53,115.15
ord_001129,3,prod_00298,seller_0131,182.94,63.21,246.15
ord_001361,1,prod_00045,seller_0025,391.68,64.04,455.72
ord_001550,2,prod_00094,seller_0021,17.84,34.74,52.58
ord_001325,3,prod_00107,seller_0140,107.64,56.6,164.24
ord_001101,1,prod_00419,seller_0054,44.51,26.61,71.12
ord_001535,2,prod_00278,seller_0001,112.94,30.45,143.39
ord_001254,3,prod_00128,seller_0128,90.38,19.07,109.45
ord_001703,1,prod_00458,seller_0001,117.9,21.51,139.41
ord_000578,2,prod_00459,seller_0135,111.08,46.13,157.21
ord_000032,3,prod_00038,seller_0010,401.59,38.09,439.68
ord_001632,1,prod_00097,seller_0143,111.41,22.71,134.12
ord_000058,2,prod_00198,seller_0040,239.68,32.16,271.84
ord_001128,3,prod_00192,seller_0139,61.25,30.53,91.78
ord_000312,1,prod_00357,seller_0045,84.17,64.3,148.47
ord_001670,2,prod_00007,seller_0087,91.28,56.95,148.23
ord_001753,3,prod_00044,seller_0141,54.21,31.34,85.55
ord_001091,1,prod_00332,seller_0027,72.32,60.27,132.59
ord_000690,2,prod_00007,seller_0050,124.51,28.84,153.35
ord_001398,3,prod_00194,seller_0061,119.15,46.73,165.88
ord_001783,1,prod_00316,seller_0013,136.42,63.17,199.59
ord_001830,2,prod_00001,seller_0140,67.03,31.47,98.5
ord_000235,3,prod_00062,seller_0085,60.55,47.39,107.94
ord_000643,1,prod_00343,seller_0084,128.49,26.28,154.77
ord_001136,2,prod_00089,seller_0020,32.11,24.65,56.76
ord_001413,3,prod_00018,seller_0031,50.01,41.58,91.59
ord_001432,1,prod_00108,seller_0008,20.16,63.86,84.02
ord_001078,2,prod_00135,seller_0024,24.05,34.92,58.97
ord_000802,3,prod_00371,seller_0033,48.47,61.57,110.04
ord_000239,1,prod_00310,seller_0042,17.37,60.29,77.66
ord_001776,2,prod_00067,seller_0143,48.79,23.96,72.75
ord_001319,3,prod_00093,seller_0139,142.7,32.1,174.8
ord_000112,1,prod_00138,seller_0094,22.57,45.38,67.95
ord_001112,2,prod_00189,seller_0037,83.88,38.49,122.37
ord_001764,3,prod_00059,seller_0147,308.17,15.28,323.45
ord_000476,1,prod_00187,seller_0034,203.01,64.65,267.66
ord_000304,2,prod_00235,seller_0053,58.74,51.4,110.14
ord_001329,3,prod_00069,seller_0140,325.52,34.07,359.59
ord_000290,1,prod_00447,seller_0096,62.99,44.0,106.99
ord_000208,2,prod_00098,seller_0105,24.03,14.82,38.85
ord_000868,3,prod_00008,seller_0048,630.04,37.24,667.28
ord_001927,1,prod_00462,seller_0040,259.85,61.2,321.05
ord_001810,2,prod_00488,seller_0088,90.27,59.31,149.58
ord_000582,3,prod_00311,seller_0043,146.73,28.56,175.29
ord_000370,1,prod_00134,seller_0017,148.49,39.23,187.72
ord_000220,2,prod_00385,seller_0102,40.95,48.36,89.31
ord_001255,3,prod_00056,seller_0111,41.78,28.7,70.48
ord_000802,1,prod_00481,seller_0070,91.09,13.57,104.66
ord_000819,2,prod_00360,seller_0060,306.07,37.8,343.87
ord_001897,3,prod_00459,seller_0077,16.21,43.09,59.3
ord_000349,1,prod_00114,seller_0035,198.07,10.32,208.39
ord_000255,2,prod_00088,seller_0016,22.11,15.26,37.37
ord_000452,3,prod_00138,seller_0146,93.06,21.4,114.46
ord_000142,1,prod_00108,seller_0038,136.89,29.14,166.03
ord_001093,2,prod_00500,seller_0032,154.29,39.76,194.05
ord_000089,3,prod_00023,seller_0007,22.23,26.16,48.39
ord_000871,1,prod_00144,seller_0046,80.08,25.19,105.27
ord_001160,2,prod_00357,seller_0018,120.2,57.81,178.01
ord_001679,3,prod_00144,seller_0071,23.2,17.98,41.18
ord_001875,1,prod_00056,seller_0040,32.42,37.25,69.67
ord_001723,2,prod_00108,seller_0088,145.75,62.41,208.16
ord_000523,3,prod_00351,seller_0078,103.49,44.38,147.87
ord_000660,1,prod_00006,seller_0005,36.18,49.45,85.63
ord_000951,2,prod_00030,seller_0086,106.95,33.72,140.67
ord_001828,3,prod_00447,seller_0022,307.6,11.1,318.7
ord_001874,1,prod_00485,seller_0074,16.89,45.54,62.43
ord_000910,2,prod_00385,seller_0090,138.48,44.76,183.24
ord_000442,3,prod_00307,seller_0079,24.18,16.07,40.25
ord_000038,1,prod_00362,seller_0119,15.78,35.42,51.2
ord_001881,2,prod_00345,seller_0129,34.59,60.34,94.93
ord_001232,3,prod_00127,seller_0078,80.97,21.28,102.25
ord_000210,1,prod_00302,seller_0036,209.55,35.36,244.91
ord_000513,2,prod_00121,seller_0095,54.72,35.36,90.08
ord_001384,3,prod_00405,seller_0028,132.92,54.59,187.51
ord_001601,1,prod_00099,seller_0098,78.55,55.35,133.9
ord_001025,2,prod_00166,seller_0035,47.04,51.76,98.8
ord_001779,3,prod_00325,seller_0062,101.65,30.1,131.75
ord_000981,1,prod_00319,seller_0087,206.62,13.96,220.58
ord_000381,2,prod_00241,seller_0108,229.41,29.22,258.63
ord_000828,3,prod_00050,seller_0125,239.9,47.39,287.29
ord_001561,1,prod_00268,seller_0079,64.6,48.65,113.25
ord_000859,2,prod_00325,seller_0125,204.27,63.08,267.35
ord_000394,3,prod_00073,seller_0061,43.62,34.95,78.57
ord_001074,1,prod_00300,seller_0026,175.92,44.78,220.7
ord_000396,2,prod_00052,seller_0057,370.67,39.66,410.33
ord_001884,3,prod_00265,seller_0132,16.66,18.28,34.94
ord_001777,1,prod_00227,seller_0042,84.66,35.37,120.03
ord_000032,2,prod_00193,seller_0022,140.22,39.97,180.19
ord_000545,3,prod_00374,seller_0139,160.19,62.29,222.48
ord_000712,1,prod_00239,seller_0090,38.24,30.16,68.4
ord_001258,2,prod_00010,seller_0058,444.85,63.91,508.76
ord_001050,3,prod_00302,seller_0007,129.62,39.83,169.45
ord_001578,1,prod_00359,seller_0136,36.54,23.34,59.88
ord_001458,2,prod_00228,seller_0051,17.49,20.54,38.03
ord_001085,3,prod_00442,seller_0090,198.49,17.79,216.28
ord_000553,1,prod_00293,seller_0108,24.97,34.91,59.88
ord_001465,2,prod_00052,seller_0009,33.25,11.21,44.46
ord_001154,3,prod_00240,seller_0038,117.63,34.48,152.11
ord_001891,1,prod_00099,seller_0111,126.01,64.36,190.37
ord_001378,2,prod_00081,seller_0013,154.34,46.86,201.2
ord_000198,3,prod_00013,seller_0007,75.01,51.79,126.8
ord_000799,1,prod_00390,seller_0139,193.41,16.55,209.96
ord_001687,2,prod_00442,seller_0067,454.63,36.02,490.65
ord_001740,3,prod_00357,seller_0041,52.95,25.74,78.69
ord_000694,1,prod_00128,seller_0016,160.69,59.18,219.87
ord_001395,2,prod_00304,seller_0044,331.51,19.97,351.48
ord_001948,3,prod_00416,seller_0050,154.11,35.23,189.34
ord_001743,1,prod_00011,seller_0134,152.15,42.34,194.49
ord_000147,2,prod_00081,seller_0018,45.4,38.27,83.67
ord_001740,3,prod_00261,seller_0147,106.92,55.66,162.58
ord_000498,1,prod_00006,seller_0051,114.21,22.73,136.94
ord_000048,2,prod_00458,seller_0003,159.53,30.76,190.29
ord_000770,3,prod_00373,seller_0089,705.16,53.56,758.72
ord_000651,1,prod_00481,seller_0054,19.11,39.04,58.15
ord_001196,2,prod_00222,seller_0049,23.09,32.12,55.21
ord_000613,3,prod_00405,seller_0028,24.74,11.62,36.36
ord_000699,1,prod_00298,seller_0038,178.03,51.44,229.47
ord_001920,2,prod_00081,seller_0028,32.59,63.47,96.06
ord_001339,3,prod_00411,seller_0032,131.89,44.12,176.01
ord_000376,1,prod_00003,seller_0041,62.11,57.11,119.22
