order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_000880,1,credit_card,6,78.62
ord_001222,1,credit_card,6,74.04
ord_001474,1,credit_card,6,234.77
ord_001402,1,credit_card,9,27.64
ord_001270,1,credit_card,10,219.36
ord_000393,1,credit_card,8,255.36
ord_001228,1,credit_card,6,123.22
ord_000044,1,credit_card,2,357.34
ord_000315,1,credit_card,4,109.7
ord_000408,1,credit_card,6,47.46
ord_000895,1,credit_card,9,82.79
ord_001855,1,credit_card,2,350.83
ord_000206,1,credit_card,6,730.26
ord_001265,1,credit_card,10,96.71
ord_000041,1,credit_card,10,45.56
ord_000588,1,credit_card,10,67.23
ord_000714,1,credit_card,7,132.82
ord_001387,1,credit_card,8,138.84
ord_000898,1,credit_card,9,159.22
ord_000095,1,credit_card,5,272.55
ord_000540,1,credit_card,9,193.89
ord_001168,1,voucher,1,62.31
ord_000059,1,credit_card,9,90.36
ord_001665,1,credit_card,7,276.4
ord_000854,1,credit_card,2,160.48
ord_000509,1,credit_card,8,45.48
ord_000513,1,voucher,1,75.14
ord_000799,1,boleto,1,239.22
ord_001046,1,boleto,1,46.44
ord_000738,1,voucher,1,184.44
ord_001228,1,credit_card,5,136.07
ord_000699,1,credit_card,8,42.34
ord_000887,1,boleto,1,183.46
ord_000471,1,credit_card,2,41.5
ord_000284,1,voucher,1,91.15
ord_000372,1,credit_card,7,71.66
ord_001522,1,credit_card,5,183.97
ord_001356,1,voucher,1,233.49
ord_001051,1,credit_card,4,45.8
ord_000855,1,credit_card,10,253.98
ord_000129,1,credit_card,6,21.01
ord_001404,1,credit_card,5,125.72
ord_000507,1,voucher,1,121.82
ord_001899,1,credit_card,6,156.88
ord_001922,1,credit_card,9,58.37
ord_001119,1,credit_card,1,21.39
ord_000578,1,boleto,1,104.91
ord_001201,1,credit_card,1,30.37
ord_000473,1,credit_card,6,331.84
ord_001510,1,credit_card,2,46.71
ord_001008,1,boleto,1,97.53
ord_001299,1,boleto,1,99.68
ord_000668,1,credit_card,8,132.69
ord_001990,1,credit_card,7,233.6
ord_001447,1,boleto,1,109.45
ord_001555,1,credit_card,6,23.65
ord_001919,1,voucher,1,226.43
ord_001908,1,credit_card,4,32.0
ord_000320,1,credit_card,9,163.64
ord_000058,1,credit_card,7,247.74
ord_000273,1,voucher,1,66.51
ord_001222,1,credit_card,7,103.47
ord_001103,1,credit_card,5,22.02
ord_000982,1,credit_card,1,248.06
ord_000041,1,boleto,1,190.09
ord_000738,1,credit_card,2,56.84
ord_001797,1,credit_card,8,89.25
ord_001269,1,credit_card,5,186.39
ord_001047,1,credit_card,2,82.08
ord_000709,1,credit_card,5,44.81
ord_000236,1,credit_card,8,122.32
ord_000126,1,credit_card,4,200.01
ord_000778,1,credit_card,3,74.16
ord_000836,1,boleto,1,38.18
ord_000140,1,boleto,1,267.7
ord_000879,1,credit_card,5,60.8
ord_000394,1,credit_card,7,120.68
ord_000828,1,credit_card,2,184.57
ord_000127,1,credit_card,1,73.39
ord_001822,1,credit_card,5,166.43
ord_001138,1,credit_card,7,106.19
ord_001944,1,credit_card,8,138.3
ord_000837,1,credit_card,8,145.02
ord_000525,1,credit_card,10,263.34
ord_001252,1,credit_card,9,169.53
ord_001545,1,credit_card,1,62.97
ord_000146,1,credit_card,7,28.6
ord_001187,1,credit_card,10,20.28
ord_000735,1,credit_card,8,348.69
ord_000728,1,credit_card,6,418.89
ord_001924,1,credit_card,10,33.84
ord_000169,1,credit_card,4,113.46
ord_001562,1,boleto,1,43.02
ord_001149,1,credit_card,7,435.94
ord_000300,1,credit_card,3,59.69
ord_001274,1,boleto,1,117.5
ord_000938,1,credit_card,2,45.35
ord_000522,1,credit_card,6,76.64
ord_000105,1,credit_card,2,63.45
ord_000618,1,credit_card,6,110.32
ord_000969,1,credit_card,10,96.21
ord_001537,1,credit_card,3,76.23
ord_001718,1,credit_card,2,35.67
ord_001936,1,credit_card,8,112.76
ord_000506,1,credit_card,4,285.79
ord_000302,1,boleto,1,203.42
ord_000653,1,boleto,1,198.5
ord_001254,1,credit_card,4,83.82
ord_000064,1,credit_card,7,192.54
ord_000590,1,credit_card,8,107.71
ord_000232,1,credit_card,9,42.8
ord_001623,1,credit_card,10,96.03
ord_001207,1,credit_card,8,39.94
ord_000319,1,voucher,1,37.02
ord_001682,1,credit_card,4,23.27
ord_000829,1,credit_card,2,66.55
ord_000092,1,credit_card,10,76.25
ord_001659,1,credit_card,5,188.3
ord_001812,1,credit_card,7,128.11
ord_000961,1,boleto,1,293.71
ord_000064,1,credit_card,2,47.18
ord_000844,1,debit_card,1,63.29
ord_000219,1,credit_card,4,416.41
ord_000704,1,credit_card,6,102.19
ord_000619,1,credit_card,8,237.86
ord_001933,1,credit_card,10,114.86
ord_000247,1,credit_card,6,109.17
ord_000964,1,credit_card,6,42.44
ord_001497,1,credit_card,6,286.72
ord_001990,1,boleto,1,31.42
ord_001014,1,credit_card,4,72.0
ord_000057,1,credit_card,3,176.69
ord_001069,1,credit_card,1,119.09
ord_001912,1,credit_card,2,318.45
ord_001110,1,credit_card,2,25.61
ord_001062,1,credit_card,10,166.74
ord_000182,1,credit_card,7,110.87
ord_000164,1,credit_card,6,43.46
ord_000757,1,boleto,1,210.35
ord_001859,1,credit_card,8,94.18
ord_001913,1,credit_card,9,126.18
ord_000126,1,credit_card,5,498.71
ord_001231,1,credit_card,3,113.24
ord_000267,1,credit_card,4,262.72
ord_000354,1,credit_card,8,225.5
ord_001435,1,credit_card,3,172.17
ord_001623,1,credit_card,2,337.97
ord_001681,1,credit_card,7,60.57
ord_001146,1,credit_card,4,260.67
ord_001532,1,credit_card,8,86.43
ord_000610,1,credit_card,1,254.35
ord_000469,1,boleto,1,115.31
ord_000801,1,credit_card,8,292.98
ord_000133,1,credit_card,5,335.32
ord_001403,1,boleto,1,147.46
ord_001012,1,boleto,1,119.19
ord_000849,1,credit_card,2,234.08
ord_001020,1,credit_card,1,63.48
ord_000318,1,boleto,1,22.17
ord_001601,1,credit_card,6,93.18
ord_000711,1,credit_card,9,119.23
ord_001149,1,boleto,1,69.39
ord_000451,1,credit_card,9,87.69
ord_001882,1,credit_card,9,39.99
ord_001744,1,credit_card,4,65.46
ord_001232,1,boleto,1,58.44
ord_001324,1,credit_card,6,70.13
ord_001513,1,credit_card,10,69.75
ord_000633,1,credit_card,6,134.61
ord_000142,1,credit_card,5,60.39
ord_001004,1,boleto,1,416.14
ord_001498,1,credit_card,2,120.23
ord_000859,1,credit_card,7,39.33
ord_000569,1,boleto,1,65.91
ord_000304,1,credit_card,1,203.18
ord_000657,1,credit_card,6,21.93
ord_001580,1,credit_card,5,408.88
ord_000644,1,boleto,1,102.47
ord_000593,1,credit_card,5,123.07
ord_001889,1,credit_card,8,644.09
ord_000030,1,credit_card,9,118.0
ord_001401,1,credit_card,7,433.22
ord_001365,1,credit_card,10,365.5
ord_001233,1,boleto,1,416.98
ord_001995,1,credit_card,8,254.26
ord_001267,1,credit_card,2,69.22
ord_000695,1,credit_card,2,79.53
ord_000158,1,credit_card,8,83.57
ord_000146,1,credit_card,6,562.06
ord_000340,1,boleto,1,82.65
ord_000866,1,credit_card,8,36.11
ord_001769,1,credit_card,9,230.92
ord_000092,1,credit_card,9,83.81
ord_000329,1,boleto,1,155.81
ord_000172,1,credit_card,6,381.45
ord_000702,1,boleto,1,139.96
ord_001055,1,voucher,1,162.14
ord_000621,1,voucher,1,164.15
ord_000272,1,boleto,1,152.69
ord_001119,1,credit_card,8,44.37
ord_000989,1,boleto,1,105.34
ord_000077,1,credit_card,2,21.08
ord_000151,1,boleto,1,157.79
ord_000142,1,credit_card,8,139.91
ord_000231,1,credit_card,3,73.61
ord_001794,1,credit_card,1,123.9
ord_001932,1,boleto,1,115.11
ord_000954,1,credit_card,7,60.45
ord_000128,1,credit_card,1,68.6
ord_000860,1,boleto,1,221.29
ord_001760,1,credit_card,1,217.33
ord_000696,1,credit_card,1,108.83
ord_000497,1,credit_card,4,196.98
ord_001304,1,credit_card,4,103.9
ord_001829,1,credit_card,10,286.89
ord_001565,1,voucher,1,76.65
ord_000810,1,credit_card,6,386.98
ord_001554,1,credit_card,10,129.41
ord_000131,1,credit_card,3,127.41
ord_001485,1,voucher,1,175.56
ord_000269,1,credit_card,10,78.35
ord_000618,1,credit_card,6,200.4
ord_001693,1,credit_card,7,74.08
ord_000962,1,boleto,1,90.94
ord_001595,1,boleto,1,177.22
ord_001628,1,credit_card,1,86.58
ord_001968,1,credit_card,6,51.24
ord_001284,1,credit_card,10,307.69
ord_001075,1,credit_card,1,377.43
ord_001157,1,credit_card,7,157.96
ord_001703,1,credit_card,10,253.35
ord_000809,1,credit_card,5,624.3
ord_001029,1,boleto,1,153.55
ord_000648,1,credit_card,10,355.25
ord_000738,1,credit_card,4,82.32
ord_000502,1,credit_card,1,188.78
ord_001208,1,credit_card,9,28.04
ord_000409,1,credit_card,7,237.81
ord_001115,1,credit_card,2,267.91
ord_001460,1,credit_card,4,91.79
ord_000820,1,voucher,1,162.63
ord_000903,1,boleto,1,293.63
ord_000189,1,credit_card,4,321.11
ord_001504,1,voucher,1,35.77
ord_000981,1,credit_card,8,266.02
ord_000815,1,credit_card,2,64.88
ord_000383,1,credit_card,5,201.92
ord_000850,1,credit_card,10,75.06
ord_001346,1,boleto,1,28.12
ord_001467,1,credit_card,8,52.98
ord_000490,1,credit_card,6,93.55
ord_001157,1,credit_card,4,209.25
ord_001708,1,boleto,1,34.86
ord_000426,1,boleto,1,254.68
ord_000250,1,credit_card,5,831.02
ord_001085,1,credit_card,2,237.33
ord_001983,1,credit_card,5,109.87
ord_001586,1,credit_card,3,137.56
ord_001020,1,credit_card,3,20.87
ord_001446,1,credit_card,7,52.87
ord_001500,1,credit_card,3,340.95
ord_001247,1,credit_card,4,23.08
ord_001462,1,credit_card,7,349.24
ord_000684,1,credit_card,3,36.83
ord_001944,1,boleto,1,39.99
ord_001408,1,credit_card,10,46.99
ord_000319,1,credit_card,10,244.89
ord_001020,1,credit_card,2,111.06
ord_000225,1,credit_card,10,41.96
ord_000423,1,credit_card,7,182.53
ord_000908,1,debit_card,1,415.49
ord_001215,1,credit_card,5,138.96
ord_001895,1,credit_card,1,34.55
ord_001801,1,credit_card,10,27.88
ord_001780,1,credit_card,8,242.46
ord_000079,1,debit_card,1,157.72
ord_000855,1,credit_card,3,378.33
ord_001004,1,boleto,1,130.94
ord_000365,1,debit_card,1,29.02
ord_000022,1,credit_card,7,92.38
ord_000548,1,credit_card,6,170.21
ord_000330,1,credit_card,10,88.03
ord_001180,1,boleto,1,1112.39
ord_000056,1,credit_card,6,92.78
ord_001891,1,credit_card,8,130.62
ord_001272,1,credit_card,4,55.76
ord_000925,1,credit_card,4,43.11
ord_000261,1,boleto,1,165.11
ord_001796,1,credit_card,3,144.35
ord_000435,1,credit_card,1,20.61
ord_001551,1,credit_card,10,66.92
ord_001502,1,credit_card,3,164.43
ord_001724,1,credit_card,1,254.17
ord_000538,1,credit_card,6,72.43
ord_000535,1,credit_card,8,165.95
ord_000381,1,credit_card,3,63.15
ord_000103,1,credit_card,4,184.14
ord_000029,1,credit_card,5,187.6
ord_001878,1,boleto,1,39.53
ord_001507,1,boleto,1,173.14
ord_001081,1,credit_card,7,76.81
ord_001086,1,credit_card,6,46.52
ord_000955,1,boleto,1,117.14
ord_001072,1,credit_card,2,104.28
ord_001391,1,voucher,1,228.13
ord_000547,1,boleto,1,32.36
ord_001582,1,credit_card,7,238.33
ord_001569,1,credit_card,8,35.7
ord_000327,1,credit_card,1,52.55
ord_001762,1,credit_card,6,121.56
ord_000266,1,boleto,1,107.09
ord_001752,1,voucher,1,649.6
ord_000729,1,credit_card,9,144.64
ord_001200,1,credit_card,7,75.53
ord_001068,1,credit_card,5,342.57
ord_000219,1,credit_card,10,72.4
ord_000126,1,credit_card,10,64.79
ord_000882,1,voucher,1,115.47
ord_001990,1,credit_card,9,362.14
ord_001403,1,credit_card,2,192.59
ord_000319,1,credit_card,7,178.42
ord_001329,1,credit_card,9,201.29
ord_001224,1,credit_card,2,170.89
ord_000085,1,credit_card,10,219.68
ord_001065,1,credit_card,6,49.98
ord_000723,1,boleto,1,47.32
ord_001890,1,credit_card,9,82.95
ord_001575,1,credit_card,3,286.5
ord_001387,1,boleto,1,195.47
ord_001943,1,boleto,1,137.01
ord_001293,1,credit_card,8,22.75
ord_000362,1,credit_card,5,57.65
ord_000367,1,boleto,1,247.8
ord_001205,1,credit_card,7,58.88
ord_001255,1,credit_card,3,203.46
ord_000988,1,credit_card,8,48.58
ord_001094,1,credit_card,2,150.53
ord_001849,1,credit_card,8,158.52
ord_000588,1,credit_card,2,215.19
ord_000963,1,boleto,1,100.76
ord_001968,1,boleto,1,160.21
ord_001812,1,voucher,1,113.44
ord_000489,1,credit_card,7,432.14
ord_001258,1,credit_card,2,123.31
ord_001854,1,boleto,1,52.93
ord_001453,1,credit_card,7,174.32
ord_000831,1,credit_card,1,131.32
ord_001672,1,credit_card,6,248.03
ord_000666,1,credit_card,10,47.26
ord_001318,1,credit_card,7,62.33
ord_001372,1,credit_card,4,376.48
ord_001123,1,voucher,1,392.35
ord_000876,1,credit_card,1,101.74
ord_000361,1,debit_card,1,26.85
ord_001961,1,boleto,1,71.25
ord_001899,1,credit_card,6,59.74
ord_000358,1,credit_card,4,94.98
ord_001154,1,credit_card,3,73.54
ord_001543,1,credit_card,4,267.25
ord_001407,1,credit_card,6,20.43
ord_001641,1,credit_card,5,164.84
ord_001945,1,credit_card,2,172.8
ord_001843,1,credit_card,2,171.29
ord_001586,1,credit_card,3,122.93
ord_000736,1,credit_card,6,152.22
ord_000064,1,credit_card,1,252.87
ord_001420,1,credit_card,7,234.67
ord_000181,1,credit_card,8,24.93
ord_000587,1,boleto,1,24.33
ord_001802,1,credit_card,7,275.64
ord_000189,1,credit_card,3,139.7
ord_001207,1,credit_card,6,461.92
ord_001891,1,credit_card,4,99.09
ord_001516,1,credit_card,5,47.23
ord_000580,1,credit_card,3,109.74
ord_000170,1,debit_card,1,100.31
ord_000322,1,credit_card,5,121.93
ord_001196,1,credit_card,6,251.0
ord_000284,1,credit_card,8,169.23
ord_001643,1,credit_card,6,48.69
ord_000366,1,boleto,1,205.65
ord_000111,1,credit_card,9,145.47
ord_000078,1,boleto,1,140.89
ord_001722,1,credit_card,10,178.76
ord_000253,1,credit_card,10,136.2
ord_000236,1,credit_card,10,105.62
ord_000093,1,credit_card,10,163.18
ord_001666,1,boleto,1,200.09
ord_001719,1,credit_card,4,55.82
ord_001058,1,credit_card,2,116.22
ord_001505,1,voucher,1,105.79
ord_001428,1,credit_card,9,25.7
ord_001839,1,credit_card,3,271.78
ord_000222,1,credit_card,7,86.34
ord_001910,1,credit_card,4,30.57
ord_000896,1,credit_card,1,105.72
ord_001514,1,credit_card,8,44.66
ord_001818,1,boleto,1,190.63
ord_001364,1,credit_card,4,138.73
ord_001537,1,boleto,1,64.08
ord_000961,1,credit_card,6,440.74
ord_000985,1,credit_card,7,68.29
ord_001633,1,credit_card,8,133.35
ord_001623,1,boleto,1,246.42
ord_000843,1,credit_card,10,120.99
ord_000252,1,credit_card,2,473.67
ord_001388,1,credit_card,9,279.98
ord_001551,1,voucher,1,375.4
ord_000142,1,debit_card,1,85.29
ord_000311,1,credit_card,10,131.28
ord_001409,1,credit_card,3,276.71
ord_001825,1,credit_card,1,347.35
ord_000582,1,voucher,1,424.45
ord_001336,1,credit_card,2,315.85
ord_001303,1,credit_card,8,203.7
ord_001590,1,voucher,1,23.43
ord_000346,1,credit_card,10,72.96
ord_001411,1,credit_card,6,39.33
ord_000302,1,credit_card,1,43.54
ord_001788,1,credit_card,9,68.13
ord_000507,1,credit_card,7,30.88
ord_000247,1,credit_card,10,58.98
ord_001670,1,credit_card,3,460.45
ord_000488,1,credit_card,7,72.34
ord_001780,1,credit_card,6,44.36
ord_001945,1,voucher,1,197.37
ord_001263,1,credit_card,3,266.85
ord_001553,1,credit_card,8,72.77
ord_001948,1,credit_card,1,65.7
ord_000928,1,credit_card,5,58.75
ord_001373,1,debit_card,1,89.95
ord_000791,1,credit_card,8,32.78
ord_001769,1,credit_card,3,174.84
ord_000912,1,boleto,1,261.81
ord_001376,1,credit_card,10,172.56
ord_000154,1,credit_card,6,96.55
ord_001534,1,boleto,1,67.74
ord_001953,1,credit_card,10,93.74
ord_001210,1,credit_card,2,97.19
ord_000944,1,credit_card,9,173.53
ord_000595,1,boleto,1,388.47
ord_001591,1,credit_card,2,30.25
ord_001449,1,credit_card,5,449.12
ord_000062,1,voucher,1,357.43
ord_001425,1,credit_card,3,37.54
ord_000870,1,credit_card,10,48.4
ord_001083,1,credit_card,9,72.27
ord_001166,1,credit_card,9,134.83
ord_000466,1,credit_card,7,40.22
ord_001173,1,voucher,1,51.3
ord_001471,1,credit_card,10,346.16
ord_001198,1,credit_card,5,36.2
ord_000311,1,credit_card,9,91.25
ord_001086,1,credit_card,7,221.56
ord_001191,1,credit_card,2,327.23
ord_001706,1,credit_card,10,77.34
ord_000816,1,credit_card,1,45.15
ord_000103,1,boleto,1,206.99
ord_000028,1,credit_card,10,227.32
ord_001620,1,credit_card,10,567.92
ord_000508,1,credit_card,4,41.04
ord_000134,1,boleto,1,193.02
ord_000059,1,voucher,1,95.61
ord_001114,1,credit_card,10,364.51
ord_000070,1,credit_card,8,93.35
ord_001959,1,credit_card,6,102.67
ord_000185,1,credit_card,2,38.98
ord_001462,1,boleto,1,74.19
ord_000572,1,credit_card,5,91.71
ord_001498,1,credit_card,9,22.47
ord_001681,1,credit_card,6,100.57
ord_000168,1,credit_card,6,77.39
ord_000578,1,credit_card,7,248.04
ord_001907,1,credit_card,5,35.86
ord_001148,1,credit_card,3,219.92
ord_001237,1,credit_card,3,195.25
ord_000182,1,credit_card,5,58.75
ord_000071,1,credit_card,4,32.17
ord_000556,1,credit_card,5,278.17
ord_000852,1,credit_card,9,60.17
ord_001219,1,voucher,1,42.02
ord_001593,1,boleto,1,82.27
ord_001316,1,credit_card,5,91.72
ord_001081,1,credit_card,4,75.25
ord_001913,1,credit_card,4,544.99
ord_000683,1,credit_card,1,317.8
ord_001324,1,credit_card,10,308.87
ord_000318,1,credit_card,4,91.23
ord_001395,1,credit_card,4,481.06
ord_001107,1,boleto,1,181.29
ord_000829,1,boleto,1,269.73
ord_000094,1,credit_card,9,117.29
ord_000267,1,credit_card,4,44.51
ord_001869,1,credit_card,7,325.11
ord_001400,1,credit_card,1,113.29
ord_001185,1,boleto,1,504.33
ord_000614,1,boleto,1,61.19
ord_000502,1,credit_card,7,702.76
ord_001401,1,credit_card,2,55.22
ord_001136,1,credit_card,8,84.28
ord_000578,1,voucher,1,146.2
ord_001646,1,credit_card,1,185.47
ord_000632,1,credit_card,10,198.36
ord_000279,1,credit_card,3,110.54
ord_000754,1,credit_card,8,31.19
ord_001457,1,boleto,1,115.94
ord_001684,1,credit_card,10,77.05
ord_000242,1,credit_card,8,170.07
ord_001246,1,credit_card,5,48.17
ord_000783,1,boleto,1,90.1
ord_000962,1,boleto,1,493.89
ord_001310,1,boleto,1,33.03
ord_000985,1,credit_card,5,149.1
ord_000004,1,boleto,1,33.3
ord_000320,1,credit_card,8,43.91
ord_001345,1,credit_card,10,150.02
ord_001032,1,credit_card,5,102.18
ord_001076,1,credit_card,9,131.32
ord_001024,1,credit_card,1,316.69
ord_001166,1,boleto,1,257.94
ord_001850,1,credit_card,5,326.47
ord_000779,1,credit_card,3,154.09
ord_000827,1,credit_card,3,114.17
ord_000280,1,credit_card,2,106.06
ord_001112,1,credit_card,3,208.49
ord_001184,1,credit_card,7,123.14
ord_000985,1,boleto,1,35.65
ord_001838,1,credit_card,8,41.43
ord_000028,1,boleto,1,81.84
ord_001552,1,boleto,1,29.83
ord_000810,1,credit_card,8,58.28
ord_001895,1,credit_card,8,169.56
ord_000272,1,credit_card,1,21.75
ord_001124,1,credit_card,7,149.72
ord_001932,1,boleto,1,227.2
ord_001228,1,boleto,1,46.11
ord_000190,1,credit_card,2,47.95
ord_000546,1,debit_card,1,24.1
ord_000294,1,credit_card,10,120.57
ord_001919,1,boleto,1,168.82
ord_001967,1,credit_card,4,105.47
ord_001999,1,boleto,1,89.08
ord_001814,1,credit_card,5,104.82
ord_000848,1,credit_card,1,232.95
ord_001368,1,credit_card,4,24.77
ord_000771,1,credit_card,4,234.43
ord_000769,1,credit_card,9,173.67
ord_000053,1,boleto,1,58.68
ord_001728,1,credit_card,9,124.14
ord_000684,1,credit_card,10,27.08
ord_001071,1,boleto,1,86.83
ord_001011,1,boleto,1,46.77
ord_001446,1,credit_card,1,23.16
ord_000703,1,boleto,1,81.84
ord_000883,1,credit_card,8,201.31
ord_000465,1,credit_card,4,375.4
ord_000553,1,credit_card,4,171.97
ord_000917,1,credit_card,5,91.98
ord_001453,1,credit_card,2,1083.04
ord_001008,1,credit_card,1,66.56
ord_001421,1,credit_card,5,49.01
ord_000194,1,boleto,1,107.22
ord_000066,1,credit_card,7,118.42
ord_000555,1,voucher,1,81.35
ord_001726,1,credit_card,10,186.47
ord_000601,1,voucher,1,48.44
ord_001500,1,credit_card,9,119.97
ord_001712,1,boleto,1,117.08
ord_001905,1,credit_card,2,263.05
ord_001050,1,credit_card,8,386.36
ord_001123,1,credit_card,7,172.38
ord_000476,1,credit_card,2,71.01
ord_000573,1,credit_card,5,183.79
ord_001917,1,credit_card,7,60.53
ord_000762,1,credit_card,3,495.66
ord_000887,1,credit_card,2,261.92
ord_000830,1,credit_card,6,98.99
ord_001761,1,credit_card,10,234.77
ord_000082,1,credit_card,6,93.55
ord_001422,1,credit_card,4,30.86
ord_001718,1,credit_card,1,191.75
ord_001961,1,boleto,1,92.6
ord_000700,1,credit_card,5,392.94
ord_001417,1,boleto,1,71.25
ord_000044,1,credit_card,1,279.51
ord_000824,1,boleto,1,179.71
ord_001502,1,credit_card,8,288.73
ord_001795,1,credit_card,2,68.32
ord_000610,1,credit_card,9,106.62
ord_001889,1,boleto,1,262.53
ord_001115,1,credit_card,9,164.52
ord_001851,1,credit_card,3,82.46
ord_001353,1,credit_card,6,120.44
ord_001677,1,credit_card,9,796.48
ord_001438,1,credit_card,7,209.59
ord_001845,1,credit_card,4,153.46
ord_001788,1,credit_card,3,266.36
ord_000720,1,voucher,1,101.68
ord_000691,1,voucher,1,439.58
ord_001834,1,credit_card,2,132.42
ord_001946,1,credit_card,10,75.41
ord_000699,1,credit_card,10,32.59
ord_000837,1,credit_card,1,85.96
ord_000110,1,credit_card,10,137.71
ord_000219,1,credit_card,1,190.08
ord_000463,1,voucher,1,311.25
ord_000860,1,boleto,1,423.44
ord_000515,1,credit_card,4,35.13
ord_001577,1,credit_card,4,148.6
ord_000637,1,boleto,1,173.77
ord_001281,1,boleto,1,46.43
ord_001217,1,credit_card,9,130.43
ord_000627,1,credit_card,10,77.08
ord_000070,1,credit_card,1,31.28
ord_000459,1,credit_card,4,29.54
ord_001406,1,credit_card,3,219.34
ord_001842,1,boleto,1,153.8
ord_001518,1,credit_card,9,195.8
ord_001872,1,credit_card,5,181.85
ord_000097,1,credit_card,9,40.19
ord_001752,1,credit_card,10,43.01
ord_001851,1,boleto,1,60.74
ord_000224,1,credit_card,6,91.31
ord_001866,1,debit_card,1,411.97
ord_000831,1,credit_card,9,176.87
ord_001305,1,credit_card,1,61.24
ord_001930,1,credit_card,4,28.07
ord_001357,1,credit_card,4,181.38
ord_001916,1,credit_card,10,157.44
ord_000641,1,boleto,1,177.68
ord_001635,1,credit_card,10,62.38
ord_001806,1,credit_card,6,121.87
ord_001429,1,credit_card,10,82.85
ord_000496,1,credit_card,1,258.29
ord_001783,1,credit_card,10,30.07
ord_001210,1,voucher,1,65.11
ord_001780,1,boleto,1,149.32
ord_001062,1,voucher,1,52.16
ord_000769,1,credit_card,5,176.37
ord_001876,1,credit_card,3,40.59
ord_000760,1,credit_card,1,23.23
ord_001669,1,boleto,1,298.79
ord_000488,1,credit_card,6,76.79
ord_000556,1,credit_card,3,43.89
ord_000992,1,credit_card,4,46.54
ord_001729,1,credit_card,9,323.89
ord_001530,1,credit_card,2,168.76
ord_000489,1,credit_card,1,458.41
ord_000057,1,credit_card,10,245.35
ord_000512,1,debit_card,1,224.27
ord_001272,1,credit_card,6,116.99
ord_000104,1,credit_card,1,260.7
ord_000557,1,boleto,1,94.5
ord_000060,1,credit_card,1,265.63
ord_001602,1,credit_card,7,218.48
ord_000735,1,boleto,1,178.84
ord_001583,1,credit_card,2,76.01
ord_001262,1,credit_card,4,159.46
ord_000371,1,credit_card,4,118.95
ord_000026,1,credit_card,2,106.67
ord_000393,1,credit_card,6,668.22
ord_001843,1,credit_card,10,118.28
ord_000606,1,credit_card,2,24.55
ord_000110,1,credit_card,8,157.87
ord_001416,1,credit_card,4,202.28
ord_000773,1,credit_card,1,323.02
ord_000254,1,credit_card,7,160.21
ord_001831,1,credit_card,6,22.75
ord_001860,1,credit_card,6,37.86
ord_001576,1,credit_card,3,44.62
ord_001828,1,credit_card,10,53.22
ord_000917,1,credit_card,7,245.17
ord_000766,1,credit_card,6,71.9
ord_001121,1,credit_card,10,72.43
ord_000538,1,voucher,1,217.25
ord_001128,1,credit_card,10,94.45
ord_000615,1,credit_card,9,29.36
ord_000587,1,credit_card,3,143.17
ord_000597,1,boleto,1,39.51
ord_001520,1,credit_card,3,138.7
ord_001238,1,credit_card,4,231.75
ord_000113,1,credit_card,3,391.28
ord_001336,1,credit_card,4,29.72
ord_000569,1,boleto,1,70.73
ord_000955,1,voucher,1,167.96
ord_000896,1,credit_card,6,73.06
ord_001125,1,credit_card,1,103.96
ord_000762,1,boleto,1,22.84
ord_001671,1,credit_card,2,185.55
ord_000938,1,credit_card,10,320.72
ord_000653,1,credit_card,6,547.26
ord_000084,1,credit_card,6,268.51
ord_000719,1,voucher,1,24.52
ord_001766,1,credit_card,1,167.72
ord_001954,1,credit_card,6,115.83
ord_000868,1,credit_card,9,409.05
ord_000949,1,boleto,1,345.39
ord_000302,1,credit_card,8,639.74
ord_001977,1,credit_card,10,297.2
ord_001597,1,voucher,1,130.83
ord_001241,1,credit_card,5,195.69
ord_000568,1,credit_card,4,488.05
ord_000541,1,credit_card,6,140.82
ord_001647,1,credit_card,5,276.54
ord_000092,1,credit_card,6,419.13
ord_000654,1,credit_card,10,138.33
ord_001476,1,credit_card,3,44.27
ord_000614,1,credit_card,7,43.67
ord_000071,1,boleto,1,37.15
ord_001549,1,credit_card,8,110.56
ord_001425,1,debit_card,1,111.59
ord_000669,1,credit_card,5,154.5
ord_000081,1,credit_card,5,112.33
ord_001124,1,credit_card,4,525.95
ord_000595,1,credit_card,10,68.21
ord_000218,1,credit_card,5,309.8
ord_000884,1,credit_card,10,34.8
ord_000749,1,credit_card,8,148.95
ord_000125,1,credit_card,5,166.31
ord_000201,1,credit_card,9,227.12
ord_001026,1,boleto,1,117.89
ord_000574,1,boleto,1,50.76
ord_001044,1,credit_card,1,84.46
ord_000983,1,credit_card,7,64.47
ord_000722,1,credit_card,5,96.05
ord_000952,1,boleto,1,125.69
ord_001882,1,boleto,1,157.34
ord_000180,1,credit_card,4,281.12
ord_001433,1,credit_card,3,357.13
ord_001086,1,credit_card,10,106.94
ord_000273,1,credit_card,7,33.0
ord_000807,1,credit_card,2,243.28
ord_001777,1,credit_card,5,110.79
ord_000763,1,credit_card,2,130.69
ord_001034,1,credit_card,7,146.82
ord_000699,1,voucher,1,174.31
ord_000921,1,credit_card,6,329.15
ord_000622,1,credit_card,10,445.54
ord_000540,1,credit_card,7,414.27
ord_000986,1,credit_card,9,252.11
ord_000460,1,boleto,1,328.06
ord_001085,1,credit_card,2,27.13
ord_001082,1,credit_card,9,284.77
