trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance_miles,pickup_location_id,dropoff_location_id,rate_code_id,payment_type,fare_amount,extra_surcharge,mta_tax,tip_amount,tolls_amount,congestion_surcharge,total_amount,trip_duration_minutes,pickup_hour,pickup_day_of_week,pickup_date,pickup_year_month
trip_0000643,1,2024-01-07 06:04:00,2024-01-07 06:19:33,1,3.45,256,50,1,Credit Card,20.27,1.0,0.5,5.07,0.0,2.75,29.59,15.6,6,Sunday,2024-01-07,2024-01
trip_0000644,2,2024-01-23 11:36:00,2024-01-23 11:47:09,5,2.15,68,230,1,Credit Card,14.49,1.0,0.5,2.9,0.0,2.75,21.64,11.2,11,Tuesday,2024-01-23,2024-01
trip_0000645,1,2024-01-28 07:48:00,2024-01-28 08:05:48,1,4.74,143,236,1,Credit Card,24.94,1.0,0.5,3.74,0.0,2.75,32.93,17.8,7,Sunday,2024-01-28,2024-01
trip_0000646,1,2024-06-07 14:17:00,2024-06-07 14:24:44,3,1.47,68,234,1,Credit Card,10.92,1.0,0.5,1.64,0.0,2.75,16.81,7.7,14,Friday,2024-06-07,2024-06
trip_0000647,2,2024-03-17 11:32:00,2024-03-17 11:43:34,1,4.84,61,18,1,Credit Card,22.09,1.0,0.5,0.0,0.0,2.75,26.34,11.6,11,Sunday,2024-03-17,2024-03
trip_0000648,1,2024-04-02 22:31:00,2024-04-02 22:52:38,5,14.48,132,234,2,Cash,53.64,1.0,0.5,10.73,6.55,2.75,75.17,21.6,22,Tuesday,2024-04-02,2024-04
trip_0000649,1,2024-04-14 02:51:00,2024-04-14 03:10:31,3,21.09,138,163,2,Credit Card,70.76,1.0,0.5,14.15,6.55,2.75,95.71,19.5,2,Sunday,2024-04-14,2024-04
trip_0000650,2,2024-01-02 10:37:00,2024-01-02 10:57:16,1,7.84,143,230,1,Credit Card,34.7,1.0,0.5,5.2,0.0,2.75,44.15,20.3,10,Tuesday,2024-01-02,2024-01
trip_0000651,2,2024-05-07 04:40:00,2024-05-07 04:57:04,1,13.53,162,1,1,Credit Card,48.74,1.0,0.5,7.31,0.0,2.75,60.3,17.1,4,Tuesday,2024-05-07,2024-05
trip_0000652,1,2024-05-16 06:36:00,2024-05-16 06:57:11,1,7.7,90,238,1,Credit Card,34.77,1.0,0.5,8.69,0.0,2.75,47.71,21.2,6,Thursday,2024-05-16,2024-05
trip_0000653,1,2024-03-28 03:01:00,2024-03-28 03:09:11,1,10.63,7,1,1,Credit Card,36.33,1.0,0.5,5.45,0.0,2.75,46.03,8.2,3,Thursday,2024-03-28,2024-03
trip_0000654,2,2024-06-03 02:14:00,2024-06-03 02:19:20,2,1.24,256,107,1,Credit Card,9.08,1.0,0.5,1.82,0.0,2.75,15.15,5.3,2,Monday,2024-06-03,2024-06
trip_0000655,2,2024-05-20 00:07:00,2024-05-20 00:17:41,1,3.59,162,43,1,Credit Card,18.22,1.0,0.5,0.0,0.0,2.75,22.47,10.7,0,Monday,2024-05-20,2024-05
trip_0000656,1,2024-01-09 13:21:00,2024-01-09 13:44:35,1,4.81,238,256,1,Credit Card,28.03,1.0,0.5,5.61,0.0,2.75,37.89,23.6,13,Tuesday,2024-01-09,2024-01
trip_0000657,2,2024-04-15 04:04:00,2024-04-15 04:28:19,2,9.07,18,234,1,Credit Card,40.1,1.0,0.5,8.02,0.0,2.75,52.37,24.3,4,Monday,2024-04-15,2024-04
trip_0000658,1,2024-03-19 10:14:00,2024-03-19 10:50:03,1,12.29,80,79,1,Credit Card,54.83,1.0,0.5,0.0,0.0,2.75,59.08,36.1,10,Tuesday,2024-03-19,2024-03
trip_0000659,1,2024-01-24 11:36:00,2024-01-24 11:51:46,1,5.51,79,145,1,Credit Card,26.04,1.0,0.5,6.51,0.0,2.75,36.8,15.8,11,Wednesday,2024-01-24,2024-01
trip_0000660,2,2024-04-13 16:20:00,2024-04-13 16:38:53,1,6.75,90,140,1,Credit Card,31.01,2.5,0.5,7.75,0.0,2.75,44.51,18.9,16,Saturday,2024-04-13,2024-04
trip_0000661,2,2024-02-18 15:39:00,2024-02-18 16:13:10,4,14.51,161,79,1,Credit Card,59.99,1.0,0.5,0.0,0.0,2.75,64.24,34.2,15,Sunday,2024-02-18,2024-02
trip_0000662,2,2024-02-21 23:25:00,2024-02-21 23:38:36,1,5.37,68,50,1,Credit Card,24.58,1.0,0.5,4.92,0.0,2.75,33.75,13.6,23,Wednesday,2024-02-21,2024-02
trip_0000663,1,2024-05-26 14:47:00,2024-05-26 15:07:22,2,17.31,1,234,1,Credit Card,60.79,1.0,0.5,9.12,0.0,2.75,74.16,20.4,14,Sunday,2024-05-26,2024-05
trip_0000664,2,2024-02-01 07:25:00,2024-02-01 08:04:01,4,8.88,236,237,1,Credit Card,46.93,1.0,0.5,9.39,0.0,2.75,60.57,39.0,7,Thursday,2024-02-01,2024-02
trip_0000665,2,2024-01-26 23:38:00,2024-01-27 00:03:00,1,9.93,163,90,1,Credit Card,42.81,1.0,0.5,6.42,0.0,2.75,53.48,25.0,23,Friday,2024-01-26,2024-01
trip_0000666,2,2024-03-26 22:58:00,2024-03-26 23:06:12,2,2.08,230,61,1,Cash,12.83,1.0,0.5,1.92,0.0,2.75,19.0,8.2,22,Tuesday,2024-03-26,2024-03
trip_0000667,1,2024-04-02 18:14:00,2024-04-02 18:23:39,1,3.33,237,18,1,Credit Card,16.98,2.5,0.5,0.0,0.0,2.75,22.73,9.7,18,Tuesday,2024-04-02,2024-04
trip_0000668,1,2024-01-13 05:27:00,2024-01-13 05:55:22,1,11.46,238,236,1,Cash,48.7,1.0,0.5,0.0,0.0,2.75,52.95,28.4,5,Saturday,2024-01-13,2024-01
trip_0000669,2,2024-04-30 20:08:00,2024-04-30 20:28:50,4,9.22,140,100,1,Credit Card,38.77,1.0,0.5,5.82,0.0,2.75,48.84,20.8,20,Tuesday,2024-04-30,2024-04
trip_0000670,1,2024-01-12 23:46:00,2024-01-12 23:59:14,1,13.69,161,132,2,Cash,47.27,1.0,0.5,7.09,6.55,2.75,65.16,13.2,23,Friday,2024-01-12,2024-01
trip_0000671,1,2024-03-10 18:26:00,2024-03-10 18:33:32,1,15.09,7,1,1,Credit Card,48.27,2.5,0.5,12.07,0.0,2.75,66.09,7.5,18,Sunday,2024-03-10,2024-03
trip_0000672,2,2024-03-07 01:46:00,2024-03-07 02:05:44,1,6.92,48,140,1,Dispute,31.9,1.0,0.5,6.38,0.0,2.75,42.53,19.7,1,Thursday,2024-03-07,2024-03
trip_0000673,1,2024-06-02 15:07:00,2024-06-02 15:27:23,1,12.31,132,61,2,Credit Card,47.05,1.0,0.5,7.06,6.55,2.75,64.91,20.4,15,Sunday,2024-06-02,2024-06
trip_0000674,1,2024-05-25 15:41:00,2024-05-25 15:59:23,2,5.89,161,50,1,Credit Card,28.39,1.0,0.5,7.1,0.0,2.75,39.74,18.4,15,Saturday,2024-05-25,2024-05
trip_0000675,1,2024-04-20 00:36:00,2024-04-20 00:50:43,2,11.49,43,1,1,Credit Card,41.96,1.0,0.5,6.29,0.0,2.75,52.5,14.7,0,Saturday,2024-04-20,2024-04
trip_0000676,2,2024-05-31 22:15:00,2024-05-31 22:35:24,2,4.48,255,231,1,Credit Card,25.52,1.0,0.5,5.1,0.0,2.75,34.87,20.4,22,Friday,2024-05-31,2024-05
trip_0000677,1,2024-03-19 23:42:00,2024-03-20 00:08:09,1,11.54,163,61,1,Credit Card,47.82,1.0,0.5,9.56,0.0,2.75,61.63,26.2,23,Tuesday,2024-03-19,2024-03
trip_0000678,1,2024-01-23 00:30:00,2024-01-23 00:48:03,2,6.47,164,143,1,Cash,29.82,1.0,0.5,4.47,0.0,2.75,38.54,18.1,0,Tuesday,2024-01-23,2024-01
trip_0000679,1,2024-03-27 19:04:00,2024-03-27 19:20:06,1,5.94,249,249,1,Credit Card,27.39,2.5,0.5,5.48,0.0,2.75,38.62,16.1,19,Wednesday,2024-03-27,2024-03
trip_0000680,1,2024-02-24 08:28:00,2024-02-24 08:36:47,1,1.84,7,80,1,Credit Card,12.46,1.0,0.5,2.49,0.0,2.75,19.2,8.8,8,Saturday,2024-02-24,2024-02
trip_0000681,1,2024-02-19 01:39:00,2024-02-19 01:43:54,2,1.18,161,249,1,Credit Card,8.7,1.0,0.5,1.3,0.0,2.75,14.25,4.9,1,Monday,2024-02-19,2024-02
trip_0000682,2,2024-05-26 00:36:00,2024-05-26 01:01:57,1,7.14,231,50,1,Credit Card,35.62,1.0,0.5,7.12,0.0,2.75,46.99,26.0,0,Sunday,2024-05-26,2024-05
trip_0000683,2,2024-05-07 00:27:00,2024-05-07 00:54:31,1,9.93,238,43,1,Credit Card,44.07,1.0,0.5,6.61,0.0,2.75,54.93,27.5,0,Tuesday,2024-05-07,2024-05
trip_0000684,1,2024-02-20 17:54:00,2024-02-20 18:13:13,1,16.33,61,132,2,Cash,57.52,2.5,0.5,0.0,6.55,2.75,69.82,19.2,17,Tuesday,2024-02-20,2024-02
trip_0000685,1,2024-06-20 12:09:00,2024-06-20 12:17:43,1,3.38,18,68,1,Credit Card,16.66,1.0,0.5,4.16,0.0,2.75,25.07,8.7,12,Thursday,2024-06-20,2024-06
trip_0000686,1,2024-04-09 09:34:00,2024-04-09 10:00:32,1,20.62,1,164,1,Credit Card,72.98,1.0,0.5,14.6,0.0,2.75,91.83,26.5,9,Tuesday,2024-04-09,2024-04
trip_0000687,2,2024-04-20 13:53:00,2024-04-20 14:16:34,1,9.98,230,7,1,Credit Card,42.23,1.0,0.5,0.0,0.0,2.75,46.48,23.6,13,Saturday,2024-04-20,2024-04
trip_0000688,2,2024-04-02 12:11:00,2024-04-02 12:43:02,1,10.25,100,90,1,Credit Card,47.21,1.0,0.5,9.44,0.0,2.75,60.9,32.0,12,Tuesday,2024-04-02,2024-04
trip_0000689,2,2024-03-10 14:48:00,2024-03-10 15:16:04,1,11.6,142,143,1,Credit Card,48.94,1.0,0.5,0.0,0.0,2.75,53.19,28.1,14,Sunday,2024-03-10,2024-03
trip_0000690,2,2024-03-25 14:53:00,2024-03-25 15:25:24,1,9.89,33,140,1,Credit Card,46.4,1.0,0.5,6.96,0.0,2.75,57.61,32.4,14,Monday,2024-03-25,2024-03
trip_0000691,1,2024-05-22 15:30:00,2024-05-22 15:37:49,1,1.67,80,162,1,Credit Card,11.51,1.0,0.5,2.88,0.0,2.75,18.64,7.8,15,Wednesday,2024-05-22,2024-05
trip_0000692,2,2024-03-31 04:01:00,2024-03-31 04:20:58,1,8.61,79,48,1,Credit Card,36.67,1.0,0.5,5.5,0.0,2.75,46.42,20.0,4,Sunday,2024-03-31,2024-03
trip_0000693,2,2024-01-22 03:16:00,2024-01-22 03:27:29,1,3.45,237,43,1,Credit Card,18.24,1.0,0.5,3.65,0.0,2.75,26.14,11.5,3,Monday,2024-01-22,2024-01
trip_0000694,1,2024-05-31 14:24:00,2024-05-31 14:34:56,1,3.23,18,237,1,Credit Card,17.35,1.0,0.5,3.47,0.0,2.75,25.07,10.9,14,Friday,2024-05-31,2024-05
trip_0000695,2,2024-06-01 22:44:00,2024-06-01 23:00:01,1,12.18,138,68,2,Credit Card,44.51,1.0,0.5,6.68,6.55,2.75,61.99,16.0,22,Saturday,2024-06-01,2024-06
trip_0000696,2,2024-05-21 17:14:00,2024-05-21 17:32:31,1,4.82,162,142,1,Credit Card,25.51,2.5,0.5,0.0,0.0,2.75,31.26,18.5,17,Tuesday,2024-05-21,2024-05
trip_0000697,2,2024-06-19 23:25:00,2024-06-19 23:41:35,1,21.05,140,132,2,Credit Card,69.18,1.0,0.5,13.84,6.55,2.75,93.82,16.6,23,Wednesday,2024-06-19,2024-06
trip_0000698,2,2024-03-06 11:51:00,2024-03-06 12:02:31,1,2.57,80,79,1,Credit Card,15.83,1.0,0.5,3.17,0.0,2.75,23.25,11.5,11,Wednesday,2024-03-06,2024-03
trip_0000699,1,2024-04-09 11:16:00,2024-04-09 11:32:21,2,6.09,100,18,1,Credit Card,27.93,1.0,0.5,5.59,0.0,2.75,37.77,16.4,11,Tuesday,2024-04-09,2024-04
trip_0000700,2,2024-04-05 01:09:00,2024-04-05 01:35:50,1,6.71,239,140,1,Credit Card,34.88,1.0,0.5,5.23,0.0,2.75,44.36,26.8,1,Friday,2024-04-05,2024-04
trip_0000701,2,2024-01-31 17:10:00,2024-01-31 17:37:28,2,11.4,7,142,1,Credit Card,48.09,2.5,0.5,0.0,0.0,2.75,53.84,27.5,17,Wednesday,2024-01-31,2024-01
trip_0000702,2,2024-03-29 21:21:00,2024-03-29 21:39:10,1,18.11,1,249,1,Cash,61.89,1.0,0.5,12.38,0.0,2.75,78.52,18.2,21,Friday,2024-03-29,2024-03
trip_0000703,2,2024-06-14 09:08:00,2024-06-14 09:17:15,2,4.0,234,231,1,Credit Card,18.63,1.0,0.5,4.66,0.0,2.75,27.54,9.3,9,Friday,2024-06-14,2024-06
trip_0000704,2,2024-03-27 09:53:00,2024-03-27 10:02:43,1,1.86,256,61,1,Credit Card,12.98,1.0,0.5,2.6,0.0,2.75,19.83,9.7,9,Wednesday,2024-03-27,2024-03
trip_0000705,2,2024-01-10 08:34:00,2024-01-10 08:51:51,1,5.79,33,142,1,Credit Card,27.85,1.0,0.5,5.57,0.0,2.75,37.67,17.9,8,Wednesday,2024-01-10,2024-01
trip_0000706,1,2024-03-25 12:10:00,2024-03-25 12:21:52,1,3.84,234,163,1,Credit Card,19.5,1.0,0.5,2.92,0.0,2.75,26.67,11.9,12,Monday,2024-03-25,2024-03
trip_0000707,1,2024-02-06 08:55:00,2024-02-06 09:10:36,1,2.99,239,50,1,Credit Card,19.03,1.0,0.5,0.0,0.0,2.75,23.28,15.6,8,Tuesday,2024-02-06,2024-02
trip_0000708,2,2024-06-04 14:59:00,2024-06-04 15:24:53,1,6.26,68,33,1,Credit Card,33.16,1.0,0.5,4.97,0.0,2.75,42.38,25.9,14,Tuesday,2024-06-04,2024-06
trip_0000709,1,2024-05-28 13:36:00,2024-05-28 13:47:58,2,15.84,138,231,2,Credit Card,52.55,1.0,0.5,7.88,6.55,2.75,71.23,12.0,13,Tuesday,2024-05-28,2024-05
trip_0000710,1,2024-05-14 19:00:00,2024-05-14 19:20:27,2,3.81,256,143,1,Credit Card,23.7,2.5,0.5,3.56,0.0,2.75,33.01,20.5,19,Tuesday,2024-05-14,2024-05
trip_0000711,1,2024-01-30 21:45:00,2024-01-30 22:01:32,1,4.49,48,161,1,Credit Card,23.62,1.0,0.5,0.0,0.0,2.75,27.87,16.5,21,Tuesday,2024-01-30,2024-01
trip_0000712,2,2024-01-18 22:25:00,2024-01-18 22:40:41,1,6.26,162,48,1,Credit Card,28.06,1.0,0.5,4.21,0.0,2.75,36.52,15.7,22,Thursday,2024-01-18,2024-01
trip_0000713,2,2024-03-16 10:02:00,2024-03-16 10:29:11,2,5.26,48,237,1,Cash,31.06,1.0,0.5,4.66,0.0,2.75,39.97,27.2,10,Saturday,2024-03-16,2024-03
trip_0000714,2,2024-06-23 06:40:00,2024-06-23 06:48:56,1,21.78,140,138,2,Credit Card,67.37,1.0,0.5,16.84,6.55,2.75,95.01,8.9,6,Sunday,2024-06-23,2024-06
trip_0000715,2,2024-05-11 20:06:00,2024-05-11 20:14:46,3,19.69,234,132,2,Credit Card,61.53,1.0,0.5,15.38,6.55,2.75,87.71,8.8,20,Saturday,2024-05-11,2024-05
trip_0000716,2,2024-01-08 12:34:00,2024-01-08 13:00:18,2,8.32,145,164,1,Credit Card,39.03,1.0,0.5,5.85,0.0,2.75,49.13,26.3,12,Monday,2024-01-08,2024-01
trip_0000717,2,2024-06-11 10:47:00,2024-06-11 11:08:59,2,9.82,141,193,1,Credit Card,41.0,1.0,0.5,6.15,0.0,2.75,51.4,22.0,10,Tuesday,2024-06-11,2024-06
trip_0000718,1,2024-05-29 13:26:00,2024-05-29 13:37:54,1,3.24,61,236,1,Credit Card,17.86,1.0,0.5,3.57,0.0,2.75,25.68,11.9,13,Wednesday,2024-05-29,2024-05
trip_0000719,2,2024-01-09 18:38:00,2024-01-09 18:48:59,1,2.28,68,18,1,Credit Card,14.76,2.5,0.5,3.69,0.0,2.75,24.2,11.0,18,Tuesday,2024-01-09,2024-01
trip_0000720,1,2024-02-20 16:42:00,2024-02-20 16:49:32,6,1.81,33,164,1,Credit Card,11.75,2.5,0.5,2.35,0.0,2.75,19.85,7.5,16,Tuesday,2024-02-20,2024-02
trip_0000721,1,2024-06-25 14:18:00,2024-06-25 14:29:50,1,3.7,80,236,1,Credit Card,19.1,1.0,0.5,4.78,0.0,2.75,28.13,11.8,14,Tuesday,2024-06-25,2024-06
trip_0000722,2,2024-02-17 18:11:00,2024-02-17 18:35:30,6,10.97,163,43,1,Credit Card,45.42,2.5,0.5,11.36,0.0,2.75,62.53,24.5,18,Saturday,2024-02-17,2024-02
trip_0000723,2,2024-04-24 17:35:00,2024-04-24 17:40:49,1,1.69,163,238,1,Credit Card,10.56,2.5,0.5,0.0,0.0,2.75,16.31,5.8,17,Wednesday,2024-04-24,2024-04
trip_0000724,2,2024-01-26 20:02:00,2024-01-26 20:06:44,1,1.58,80,80,1,Cash,9.72,1.0,0.5,1.94,0.0,2.75,15.91,4.7,20,Friday,2024-01-26,2024-01
trip_0000725,1,2024-06-06 21:51:00,2024-06-06 22:08:27,4,4.86,238,163,1,Credit Card,25.1,1.0,0.5,3.76,0.0,2.75,33.11,17.5,21,Thursday,2024-06-06,2024-06
trip_0000726,1,2024-01-06 02:37:00,2024-01-06 02:50:25,2,5.24,140,80,1,Credit Card,24.12,1.0,0.5,4.82,0.0,2.75,33.19,13.4,2,Saturday,2024-01-06,2024-01
trip_0000727,2,2024-05-26 00:15:00,2024-05-26 00:31:15,4,5.53,234,161,1,Credit Card,26.33,1.0,0.5,5.27,0.0,2.75,35.85,16.3,0,Sunday,2024-05-26,2024-05
trip_0000728,1,2024-01-22 22:32:00,2024-01-22 22:38:50,1,2.48,7,68,1,Credit Card,13.24,1.0,0.5,1.99,0.0,2.75,19.48,6.8,22,Monday,2024-01-22,2024-01
trip_0000729,1,2024-04-23 13:21:00,2024-04-23 13:37:45,1,7.02,237,50,1,Credit Card,30.69,1.0,0.5,4.6,0.0,2.75,39.54,16.8,13,Tuesday,2024-04-23,2024-04
trip_0000730,1,2024-04-06 14:14:00,2024-04-06 14:30:41,1,6.82,80,193,1,Credit Card,30.1,1.0,0.5,6.02,0.0,2.75,40.37,16.7,14,Saturday,2024-04-06,2024-04
trip_0000731,2,2024-04-17 23:20:00,2024-04-17 23:34:00,6,11.69,161,132,2,Credit Card,42.15,1.0,0.5,8.43,6.55,2.75,61.38,14.0,23,Wednesday,2024-04-17,2024-04
trip_0000732,2,2024-02-04 09:15:00,2024-02-04 09:26:33,1,2.6,107,256,1,Credit Card,15.93,1.0,0.5,3.98,0.0,2.75,24.16,11.6,9,Sunday,2024-02-04,2024-02
trip_0000733,1,2024-05-12 16:35:00,2024-05-12 16:50:31,1,5.53,186,145,1,Cash,25.97,2.5,0.5,3.9,0.0,2.75,35.62,15.5,16,Sunday,2024-05-12,2024-05
trip_0000734,2,2024-06-21 20:12:00,2024-06-21 20:34:03,1,8.0,141,193,1,Credit Card,36.03,1.0,0.5,5.4,0.0,2.75,45.68,22.1,20,Friday,2024-06-21,2024-06
trip_0000735,1,2024-05-03 09:11:00,2024-05-03 09:23:41,1,2.48,164,238,1,Credit Card,16.17,1.0,0.5,3.23,0.0,2.75,23.65,12.7,9,Friday,2024-05-03,2024-05
trip_0000736,1,2024-04-04 22:51:00,2024-04-04 23:09:56,1,5.62,107,79,1,Credit Card,27.93,1.0,0.5,4.19,0.0,2.75,36.37,18.9,22,Thursday,2024-04-04,2024-04
trip_0000737,2,2024-03-26 01:17:00,2024-03-26 01:40:03,1,9.78,236,249,1,Credit Card,41.42,1.0,0.5,8.28,0.0,2.75,53.95,23.1,1,Tuesday,2024-03-26,2024-03
trip_0000738,2,2024-03-05 12:00:00,2024-03-05 12:09:55,1,3.6,256,170,1,Credit Card,17.86,1.0,0.5,2.68,0.0,2.75,24.79,9.9,12,Tuesday,2024-03-05,2024-03
trip_0000739,1,2024-05-10 07:02:00,2024-05-10 07:28:05,1,8.74,142,255,1,Credit Card,40.08,1.0,0.5,8.02,0.0,2.75,52.35,26.1,7,Friday,2024-05-10,2024-05
trip_0000740,1,2024-06-05 09:19:00,2024-06-05 09:32:42,1,3.9,255,142,1,Cash,20.58,1.0,0.5,3.09,0.0,2.75,27.92,13.7,9,Wednesday,2024-06-05,2024-06
trip_0000741,1,2024-05-24 22:53:00,2024-05-24 22:58:40,1,1.98,230,231,1,Credit Card,11.28,1.0,0.5,2.26,0.0,2.75,17.79,5.7,22,Friday,2024-05-24,2024-05
trip_0000742,2,2024-06-13 04:35:00,2024-06-13 05:08:34,1,7.33,234,255,1,Credit Card,39.94,1.0,0.5,7.99,0.0,2.75,52.18,33.6,4,Thursday,2024-06-13,2024-06
trip_0000743,1,2024-05-27 04:20:00,2024-05-27 04:45:27,1,10.73,100,79,1,Credit Card,45.24,1.0,0.5,6.79,0.0,2.75,56.28,25.5,4,Monday,2024-05-27,2024-05
trip_0000744,1,2024-06-02 22:05:00,2024-06-02 22:22:55,1,5.87,140,90,1,Credit Card,28.11,1.0,0.5,5.62,0.0,2.75,37.98,17.9,22,Sunday,2024-06-02,2024-06
trip_0000745,1,2024-05-14 03:47:00,2024-05-14 04:00:08,6,4.45,162,18,1,Credit Card,21.8,1.0,0.5,4.36,0.0,2.75,30.41,13.1,3,Tuesday,2024-05-14,2024-05
trip_0000746,2,2024-05-22 03:31:00,2024-05-22 04:02:16,1,8.82,33,256,1,Credit Card,42.89,1.0,0.5,6.43,0.0,2.75,53.57,31.3,3,Wednesday,2024-05-22,2024-05
trip_0000747,1,2024-06-08 18:05:00,2024-06-08 18:21:22,1,6.69,236,145,1,Credit Card,29.59,2.5,0.5,4.44,0.0,2.75,39.78,16.4,18,Saturday,2024-06-08,2024-06
trip_0000748,2,2024-04-14 13:15:00,2024-04-14 13:35:11,4,4.5,163,7,1,Cash,25.47,1.0,0.5,3.82,0.0,2.75,33.54,20.2,13,Sunday,2024-04-14,2024-04
trip_0000749,1,2024-01-17 10:50:00,2024-01-17 11:16:02,1,11.21,33,141,1,Credit Card,46.85,1.0,0.5,7.03,0.0,2.75,58.13,26.0,10,Wednesday,2024-01-17,2024-01
trip_0000750,2,2024-05-30 08:34:00,2024-05-30 08:47:35,1,5.8,239,7,1,Cash,25.75,1.0,0.5,5.15,0.0,2.75,35.15,13.6,8,Thursday,2024-05-30,2024-05
trip_0000751,2,2024-04-12 19:52:00,2024-04-12 20:14:14,1,4.96,239,193,1,Credit Card,27.76,2.5,0.5,6.94,0.0,2.75,40.45,22.2,19,Friday,2024-04-12,2024-04
trip_0000752,2,2024-01-29 14:09:00,2024-01-29 14:36:45,1,9.34,162,161,1,Cash,42.56,1.0,0.5,6.38,0.0,2.75,53.19,27.8,14,Monday,2024-01-29,2024-01
trip_0000753,1,2024-06-10 00:42:00,2024-06-10 01:05:17,1,4.48,80,140,1,Credit Card,26.97,1.0,0.5,6.74,0.0,2.75,37.96,23.3,0,Monday,2024-06-10,2024-06
trip_0000754,2,2024-04-07 21:49:00,2024-04-07 22:09:49,1,5.66,48,7,1,Credit Card,28.98,1.0,0.5,0.0,0.0,2.75,33.23,20.8,21,Sunday,2024-04-07,2024-04
trip_0000755,2,2024-01-06 00:22:00,2024-01-06 00:33:00,1,4.13,231,18,1,Credit Card,19.86,1.0,0.5,3.97,0.0,2.75,28.08,11.0,0,Saturday,2024-01-06,2024-01
trip_0000756,2,2024-05-08 15:34:00,2024-05-08 15:52:18,1,5.16,145,145,1,Credit Card,26.35,1.0,0.5,3.95,0.0,2.75,34.55,18.3,15,Wednesday,2024-05-08,2024-05
trip_0000757,1,2024-05-01 09:00:00,2024-05-01 09:20:18,1,7.31,239,80,1,Cash,33.26,1.0,0.5,6.65,0.0,2.75,44.16,20.3,9,Wednesday,2024-05-01,2024-05
trip_0000758,1,2024-05-08 03:31:00,2024-05-08 03:39:38,2,20.72,164,1,1,Credit Card,64.3,1.0,0.5,9.64,0.0,2.75,78.19,8.6,3,Wednesday,2024-05-08,2024-05
trip_0000759,1,2024-04-30 13:40:00,2024-04-30 14:08:51,1,11.96,162,231,1,Cash,50.32,1.0,0.5,7.55,0.0,2.75,62.12,28.9,13,Tuesday,2024-04-30,2024-04
trip_0000760,1,2024-04-19 18:04:00,2024-04-19 18:36:15,1,6.78,256,230,1,Cash,37.77,2.5,0.5,5.67,0.0,2.75,49.19,32.3,18,Friday,2024-04-19,2024-04
trip_0000761,2,2024-04-11 17:41:00,2024-04-11 17:52:02,1,2.04,80,239,1,Credit Card,14.13,2.5,0.5,2.12,0.0,2.75,22.0,11.0,17,Thursday,2024-04-11,2024-04
trip_0000762,1,2024-04-11 22:17:00,2024-04-11 22:25:04,2,19.49,255,1,1,Credit Card,60.63,1.0,0.5,0.0,0.0,2.75,64.88,8.1,22,Thursday,2024-04-11,2024-04
trip_0000763,1,2024-04-12 09:28:00,2024-04-12 09:41:24,1,5.4,145,79,1,Credit Card,24.55,1.0,0.5,4.91,0.0,2.75,33.71,13.4,9,Friday,2024-04-12,2024-04
trip_0000764,2,2024-05-26 23:37:00,2024-05-26 23:47:48,2,20.82,138,7,2,Credit Card,65.66,1.0,0.5,9.85,6.55,2.75,86.31,10.8,23,Sunday,2024-05-26,2024-05
trip_0000765,2,2024-05-28 05:17:00,2024-05-28 05:30:41,1,3.34,143,249,1,Cash,19.03,1.0,0.5,2.85,0.0,2.75,26.13,13.7,5,Tuesday,2024-05-28,2024-05
trip_0000766,1,2024-04-16 22:47:00,2024-04-16 22:59:51,1,4.45,249,79,1,Credit Card,21.67,1.0,0.5,3.25,0.0,2.75,29.17,12.9,22,Tuesday,2024-04-16,2024-04
trip_0000767,1,2024-02-05 01:25:00,2024-02-05 01:31:58,1,1.5,142,61,1,Credit Card,10.61,1.0,0.5,1.59,0.0,2.75,16.45,7.0,1,Monday,2024-02-05,2024-02
trip_0000768,1,2024-04-15 03:28:00,2024-04-15 03:37:28,1,19.57,1,140,1,Credit Card,61.56,1.0,0.5,12.31,0.0,2.75,78.12,9.5,3,Monday,2024-04-15,2024-04
trip_0000769,1,2024-04-07 18:26:00,2024-04-07 18:44:02,1,5.76,231,161,1,Credit Card,27.86,2.5,0.5,6.96,0.0,2.75,40.57,18.0,18,Sunday,2024-04-07,2024-04
trip_0000770,2,2024-02-27 13:41:00,2024-02-27 14:14:33,5,8.79,79,100,1,Credit Card,43.95,1.0,0.5,10.99,0.0,2.75,59.19,33.6,13,Tuesday,2024-02-27,2024-02
trip_0000771,2,2024-01-26 21:54:00,2024-01-26 22:16:04,1,8.72,145,79,1,Credit Card,38.02,1.0,0.5,0.0,0.0,2.75,42.27,22.1,21,Friday,2024-01-26,2024-01
trip_0000772,1,2024-04-17 08:57:00,2024-04-17 09:23:02,1,7.96,236,107,1,Credit Card,37.91,1.0,0.5,0.0,0.0,2.75,42.16,26.0,8,Wednesday,2024-04-17,2024-04
trip_0000773,1,2024-06-05 22:00:00,2024-06-05 22:16:13,1,11.22,161,138,2,Credit Card,41.97,1.0,0.5,0.0,6.55,2.75,52.77,16.2,22,Wednesday,2024-06-05,2024-06
trip_0000774,1,2024-01-11 03:05:00,2024-01-11 03:25:42,2,4.25,255,237,1,Credit Card,25.04,1.0,0.5,0.0,0.0,2.75,29.29,20.7,3,Thursday,2024-01-11,2024-01
trip_0000775,1,2024-04-01 06:25:00,2024-04-01 06:40:16,1,6.61,238,239,1,Credit Card,28.82,1.0,0.5,4.32,0.0,2.75,37.39,15.3,6,Monday,2024-04-01,2024-04
