record_id,fiscal_year,fiscal_quarter,period_label,business_unit_code,business_unit,department_code,department,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,rd_expense_usd,sales_marketing_expense_usd,ga_expense_usd,total_opex_usd,operating_income_usd,ebitda_usd,ebitda_margin_pct,net_income_usd,capex_usd,headcount,budget_allocated_usd,budget_variance_pct,revenue_growth_yoy_pct
FIN-2023-00194,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,SALES,Global Enterprise Sales & Field Ops,7749613.9,1523879.31,6225734.59,80.34,2233236.98,609181.7,596497.74,3438916.42,2786818.17,2937766.1,37.91,2201586.35,335439.85,378,3218226.63,6.86,23.02
FIN-2023-00195,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,MKTG,Global Growth & Brand Marketing,5355386.02,1801579.87,3553806.15,66.36,2955407.52,1917351.92,1161782.44,6034541.88,-2480735.73,-2092061.36,-39.06,-1959781.23,863720.83,119,5843153.19,3.28,12.2
FIN-2023-00196,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,CSM,Customer Success & Technical Account Mgmt,9790458.97,2649193.49,7141265.48,72.94,894912.85,556354.59,352356.01,1803623.45,5337642.03,5796638.65,59.21,4216737.2,1019992.49,259,2017405.11,-10.6,25.03
FIN-2023-00197,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,OPS,Cloud Infrastructure & Network Operations,8966858.74,2158904.4,6807954.34,75.92,482999.72,1600019.15,842961.7,2925980.57,3881973.77,4109136.05,45.83,3066759.28,504805.06,46,3193087.68,-8.37,17.02
FIN-2023-00198,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,GA,Corporate General & Administrative,2160732.08,725046.18,1435685.9,66.44,1332721.53,1801520.27,1177628.28,4311870.08,-2876184.18,-2109279.98,-97.62,-2272185.5,1704231.56,359,4007661.46,7.59,31.85
FIN-2023-00199,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,LEGAL,"Legal, Risk & Compliance",4258888.38,1060213.33,3198675.05,75.11,681395.65,693385.87,688241.99,2063023.51,1135651.54,1628454.2,38.24,897164.72,1095117.02,326,2303660.25,-10.45,33.05
FIN-2023-00200,2023,Q4,2023-Q4,ECP,Enterprise Cloud Platform,PROD,Product Strategy & User Experience,611877.02,152318.2,459558.82,75.11,2398699.96,1206163.83,1141795.39,4746659.18,-4287100.36,-3715841.09,-607.29,-3386809.28,1269465.05,431,4765378.97,-0.39,25.18
FIN-2023-00201,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,ENG,Core Engineering & Software R&D,1153821.43,280315.53,873505.9,75.71,3260723.19,2355643.84,189248.71,5805615.74,-4932109.84,-4251292.93,-368.45,-3896366.77,1512926.46,448,6373926.09,-8.92,11.31
FIN-2023-00202,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,SALES,Global Enterprise Sales & Field Ops,5317291.57,1407770.89,3909520.68,73.52,2701374.78,874943.97,847728.65,4424047.4,-514526.72,-216824.6,-4.08,-406476.11,661560.27,48,4895323.08,-9.63,23.91
FIN-2023-00203,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,MKTG,Global Growth & Brand Marketing,3133986.61,668717.2,2465269.41,78.66,1819583.72,474624.7,1109043.96,3403252.38,-937982.97,-186876.87,-5.96,-741006.55,1669124.66,176,3307107.4,2.91,30.07
FIN-2023-00204,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,CSM,Customer Success & Technical Account Mgmt,16845196.2,3402807.92,13442388.28,79.8,1314882.86,1165131.22,926116.46,3406130.54,10036257.74,10788156.74,64.04,7928643.61,1670886.66,288,3442681.78,-1.06,23.89
FIN-2023-00205,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,OPS,Cloud Infrastructure & Network Operations,12999836.89,2407242.32,10592594.57,81.48,1449902.64,2271276.78,762828.22,4484007.64,6108586.93,6304230.08,48.49,4825783.67,434762.55,237,4444806.75,0.88,23.95
FIN-2023-00206,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,GA,Corporate General & Administrative,5871069.52,1990048.81,3881020.71,66.1,3516609.44,1521391.57,313928.54,5351929.55,-1470908.84,-1017858.42,-17.34,-1162017.98,1006778.71,237,5560181.09,-3.75,26.01
FIN-2023-00207,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,LEGAL,"Legal, Risk & Compliance",5908897.49,1428859.02,4480038.47,75.82,624763.21,892559.72,425336.06,1942658.99,2537379.48,3269777.37,55.34,2004529.79,1627550.87,396,1820849.51,6.69,32.94
FIN-2023-00208,2023,Q4,2023-Q4,AIDS,Artificial Intelligence & Data Solutions,PROD,Product Strategy & User Experience,3863672.38,953673.61,2909998.77,75.32,3395272.45,2293814.61,1035854.47,6724941.53,-3814942.76,-3455739.01,-89.44,-3013804.78,798230.56,494,6832021.66,-1.57,8.54
FIN-2023-00209,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,ENG,Core Engineering & Software R&D,823029.48,188315.75,634713.73,77.12,1913956.54,938318.31,746983.44,3599258.29,-2964544.56,-2496371.49,-303.31,-2341990.2,1040384.61,190,3393923.2,6.05,9.18
FIN-2023-00210,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,SALES,Global Enterprise Sales & Field Ops,12863084.47,4287570.2,8575514.27,66.67,2268325.2,1973520.43,1187871.98,5429717.61,3145796.66,3642403.94,28.32,2485179.36,1103571.73,361,5910226.01,-8.13,26.86
FIN-2023-00211,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,MKTG,Global Growth & Brand Marketing,11889410.06,2792790.78,9096619.28,76.51,654708.56,964911.21,552768.96,2172388.73,6924230.55,7183215.39,60.42,5470142.13,575521.86,221,2416200.3,-10.09,28.13
FIN-2023-00212,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,CSM,Customer Success & Technical Account Mgmt,6817625.68,1304820.63,5512805.05,80.86,2163968.4,459066.33,761668.25,3384702.98,2128102.07,2607521.02,38.25,1681200.64,1065375.45,39,3436741.73,-1.51,25.77
FIN-2023-00213,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,OPS,Cloud Infrastructure & Network Operations,16127736.12,4326164.35,11801571.77,73.18,3482738.03,1876871.42,280165.09,5639774.54,6161797.23,6762813.53,41.93,4867819.81,1335591.78,68,5740728.86,-1.76,14.13
FIN-2023-00214,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,GA,Corporate General & Administrative,4741298.64,879345.49,3861953.15,81.45,2591225.8,553183.05,943080.81,4087489.66,-225536.51,241951.26,5.1,-178173.84,1038861.71,174,4393184.68,-6.96,9.0
FIN-2023-00215,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,LEGAL,"Legal, Risk & Compliance",5276144.72,1785619.36,3490525.36,66.16,1688357.98,1957728.0,726051.81,4372137.79,-881612.43,-578640.21,-10.97,-696473.82,673271.6,266,4838865.66,-9.65,35.48
FIN-2023-00216,2023,Q4,2023-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,PROD,Product Strategy & User Experience,4258739.33,808298.8,3450440.53,81.02,2989771.94,1888364.14,738056.2,5616192.28,-2165751.75,-1520115.73,-35.69,-1710943.88,1434746.72,207,5666244.42,-0.88,23.38
FIN-2023-00217,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,ENG,Core Engineering & Software R&D,5192996.42,1690654.23,3502342.19,67.44,731565.09,1870310.77,217466.25,2819342.11,683000.08,1566550.96,30.17,539570.06,1963446.39,64,2777296.48,1.51,31.7
FIN-2023-00218,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,SALES,Global Enterprise Sales & Field Ops,9557091.79,2678364.0,6878727.79,71.98,782286.88,2339308.65,1148048.5,4269644.03,2609083.76,3065745.68,32.08,2061176.17,1014804.27,421,4499542.1,-5.11,13.97
FIN-2023-00219,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,MKTG,Global Growth & Brand Marketing,11652289.29,2372103.04,9280186.25,79.64,2316815.58,1628895.72,387314.4,4333025.7,4947160.55,5209490.29,44.71,3908256.83,582954.98,212,4097986.85,5.74,26.84
FIN-2023-00220,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,CSM,Customer Success & Technical Account Mgmt,15605100.96,4985377.14,10619723.82,68.05,2428056.98,1893232.66,180805.3,4502094.94,6117628.88,6807368.07,43.62,4832926.82,1532753.76,192,4166880.06,8.04,12.19
FIN-2023-00221,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,OPS,Cloud Infrastructure & Network Operations,4689967.58,1418601.24,3271366.34,69.75,2715818.06,2356175.31,872966.75,5944960.12,-2673593.78,-2264626.25,-48.29,-2112139.09,908816.73,229,5605400.66,6.06,32.95
FIN-2023-00222,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,GA,Corporate General & Administrative,6009577.78,2024759.23,3984818.55,66.31,1245919.1,824400.37,844774.76,2915094.23,1069724.32,1826545.73,30.39,845082.21,1681825.36,378,2708128.95,7.64,24.41
FIN-2023-00223,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,LEGAL,"Legal, Risk & Compliance",3949242.72,1038117.17,2911125.55,73.71,3052611.39,1712040.84,378667.81,5143320.04,-2232194.49,-2021924.06,-51.2,-1763433.65,467267.62,112,4750547.74,8.27,14.69
FIN-2023-00224,2023,Q4,2023-Q4,GHSS,Global Hardware & Semiconductor Systems,PROD,Product Strategy & User Experience,3558293.23,1012112.82,2546180.41,71.56,1939821.39,1729765.2,1029093.7,4698680.29,-2152499.88,-1784281.34,-50.14,-1700474.91,818263.42,188,4485611.86,4.75,24.68
FIN-2023-00225,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,ENG,Core Engineering & Software R&D,3555989.91,725710.59,2830279.32,79.59,3311980.82,404540.61,234470.24,3950991.67,-1120712.35,-527673.0,-14.84,-885362.76,1317865.23,104,3949513.68,0.04,34.3
FIN-2023-00226,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,SALES,Global Enterprise Sales & Field Ops,11154682.09,2176103.52,8978578.57,80.49,1314201.77,2769268.25,474171.39,4557641.41,4420937.16,4536394.38,40.67,3492540.36,256571.6,222,4819702.29,-5.44,31.76
FIN-2023-00227,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,MKTG,Global Growth & Brand Marketing,14059413.44,2673813.93,11385599.51,80.98,1926954.48,1528442.23,1080818.75,4536215.46,6849384.05,7387241.59,52.54,5411013.4,1195238.98,334,4439879.53,2.17,27.52
FIN-2023-00228,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,CSM,Customer Success & Technical Account Mgmt,7628276.81,2401927.49,5226349.32,68.51,622226.93,2585306.25,276400.71,3483933.89,1742415.43,2234977.81,29.3,1376508.19,1094583.06,419,3607643.22,-3.43,13.29
FIN-2023-00229,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,OPS,Cloud Infrastructure & Network Operations,10162625.98,3370011.99,6792613.99,66.84,2854343.04,2507550.23,1002747.39,6364640.66,427973.33,674025.55,6.63,338098.93,546782.72,390,7098243.76,-10.33,18.98
FIN-2023-00230,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,GA,Corporate General & Administrative,1807896.15,453061.56,1354834.59,74.94,1732998.45,2142586.51,182694.71,4058279.67,-2703445.08,-2511765.77,-138.93,-2135721.61,425954.02,383,4206502.07,-3.52,29.28
FIN-2023-00231,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,LEGAL,"Legal, Risk & Compliance",4598586.32,1002244.04,3596342.28,78.21,2299745.79,2684592.84,513967.32,5498305.95,-1901963.67,-1530271.68,-33.28,-1502551.3,825982.21,164,5580773.81,-1.48,10.13
FIN-2023-00232,2023,Q4,2023-Q4,DCBM,Digital Commerce & B2B Marketplace,PROD,Product Strategy & User Experience,4050029.1,1067464.68,2982564.42,73.64,1939362.04,1836801.03,1082490.89,4858653.96,-1876089.54,-1203039.71,-29.7,-1482110.74,1495666.29,395,4590359.5,5.84,25.0
FIN-2023-00233,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,ENG,Core Engineering & Software R&D,1668217.18,450441.4,1217775.78,73.0,1627836.9,2602448.9,1133276.62,5363562.42,-4145786.64,-3673845.38,-220.23,-3275171.45,1048758.36,256,5047016.8,6.27,31.95
FIN-2023-00234,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,SALES,Global Enterprise Sales & Field Ops,15911281.46,4025019.33,11886262.13,74.7,1062805.86,2336131.85,467628.83,3866566.54,8019695.59,8324967.79,52.32,6335559.52,678382.67,373,4030790.41,-4.07,10.92
FIN-2023-00235,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,MKTG,Global Growth & Brand Marketing,12409540.91,4325025.14,8084515.77,65.15,2265621.21,1084211.23,1019941.96,4369774.4,3714741.37,3986613.14,32.13,2934645.68,604159.49,501,4690993.31,-6.85,33.13
FIN-2023-00236,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,CSM,Customer Success & Technical Account Mgmt,7289547.7,1382410.26,5907137.44,81.04,1500372.18,1818367.13,324222.92,3642962.23,2264175.21,2611990.11,35.83,1788698.42,772921.99,185,3476057.45,4.8,32.74
FIN-2023-00237,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,OPS,Cloud Infrastructure & Network Operations,13296566.32,4085992.64,9210573.68,69.27,2422894.82,381475.59,540648.86,3345019.27,5865554.41,5946424.74,44.72,4633787.98,179711.85,64,3739774.31,-10.56,21.08
FIN-2023-00238,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,GA,Corporate General & Administrative,4305573.28,1426690.46,2878882.82,66.86,2102361.02,2082372.84,703701.87,4888435.73,-2009552.91,-1591766.2,-36.97,-1587546.8,928414.9,410,5405035.98,-9.56,29.8
FIN-2023-00239,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,LEGAL,"Legal, Risk & Compliance",865007.88,230250.51,634757.37,73.38,2042529.5,1854984.24,912771.14,4810284.88,-4175527.51,-3545409.71,-409.87,-3298666.73,1400261.78,357,5383939.07,-10.65,12.65
FIN-2023-00240,2023,Q4,2023-Q4,SFTP,Strategic FinTech & Payments Hub,PROD,Product Strategy & User Experience,7483634.29,2580112.71,4903521.58,65.52,2199576.63,1661677.24,523525.43,4384779.3,518742.28,1302569.38,17.41,409806.4,1741837.99,127,4556679.19,-3.77,25.16
FIN-2023-00241,2023,Q4,2023-Q4,PST,Professional Services & Transformation,ENG,Core Engineering & Software R&D,1498831.43,449364.23,1049467.2,70.02,521720.76,853825.06,976773.31,2352319.13,-1302851.93,-582680.1,-38.88,-1029253.02,1600381.85,437,2556775.48,-8.0,15.9
FIN-2023-00242,2023,Q4,2023-Q4,PST,Professional Services & Transformation,SALES,Global Enterprise Sales & Field Ops,3961496.17,909562.44,3051933.73,77.04,2908930.24,2048422.25,216353.82,5173706.31,-2121772.58,-1894950.3,-47.83,-1676200.34,504049.51,277,5607255.75,-7.73,29.25
FIN-2023-00243,2023,Q4,2023-Q4,PST,Professional Services & Transformation,MKTG,Global Growth & Brand Marketing,5896747.32,1673130.34,4223616.98,71.63,2359464.09,2008616.82,908826.62,5276907.53,-1053290.55,-968158.21,-16.42,-832099.53,189182.98,254,5134872.12,2.77,25.39
FIN-2023-00244,2023,Q4,2023-Q4,PST,Professional Services & Transformation,CSM,Customer Success & Technical Account Mgmt,16866611.15,3367668.56,13498942.59,80.03,2820179.98,370149.09,736538.83,3926867.9,9572074.69,9973323.91,59.13,7561939.01,891664.93,419,4300211.42,-8.68,28.41
FIN-2023-00245,2023,Q4,2023-Q4,PST,Professional Services & Transformation,OPS,Cloud Infrastructure & Network Operations,12272357.28,3357693.87,8914663.41,72.64,3194642.86,2712376.42,783107.48,6690126.76,2224536.65,2367728.72,19.29,1757383.95,318204.59,93,6835342.49,-2.12,16.74
FIN-2023-00246,2023,Q4,2023-Q4,PST,Professional Services & Transformation,GA,Corporate General & Administrative,2012855.41,551119.97,1461735.44,72.62,1377317.79,415543.9,973068.07,2765929.76,-1304194.32,-1176498.66,-58.45,-1030313.51,283768.14,418,2701465.7,2.39,33.46
FIN-2023-00247,2023,Q4,2023-Q4,PST,Professional Services & Transformation,LEGAL,"Legal, Risk & Compliance",6178848.96,1324180.88,4854668.08,78.57,3377153.5,1845538.9,596006.2,5818698.6,-964030.52,-413685.37,-6.7,-761584.11,1222989.23,67,6369731.07,-8.65,9.58
FIN-2023-00248,2023,Q4,2023-Q4,PST,Professional Services & Transformation,PROD,Product Strategy & User Experience,866454.91,219070.55,647384.36,74.72,869360.53,1547421.57,1185945.03,3602727.13,-2955342.77,-2431363.4,-280.61,-2334720.79,1164398.61,311,3610164.22,-0.21,32.67
FIN-2023-00249,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,ENG,Core Engineering & Software R&D,894424.53,225196.94,669227.59,74.82,1720161.92,1842456.51,416399.04,3979017.47,-3309789.88,-2725771.44,-304.75,-2614734.01,1297818.75,453,4385514.1,-9.27,27.15
FIN-2023-00250,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,SALES,Global Enterprise Sales & Field Ops,9234872.59,2399938.19,6834934.4,74.01,1612717.77,1927446.43,798930.13,4339094.33,2495840.07,2903269.77,31.44,1971713.66,905399.33,116,4692704.67,-7.54,27.41
FIN-2023-00251,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,MKTG,Global Growth & Brand Marketing,15104361.32,4269085.78,10835275.54,71.74,2206203.79,2237578.53,472251.59,4916033.91,5919241.63,6354929.22,42.07,4676200.89,968194.65,331,5069303.79,-3.02,27.0
FIN-2023-00252,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,CSM,Customer Success & Technical Account Mgmt,18650812.46,3489563.73,15161248.73,81.29,1152283.35,461898.52,1154338.75,2768520.62,12392728.11,12823527.15,68.76,9790255.21,957331.2,222,2565734.43,7.9,31.23
FIN-2023-00253,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,OPS,Cloud Infrastructure & Network Operations,17867742.42,4211550.05,13656192.37,76.43,1102169.54,2485844.65,444176.17,4032190.36,9624002.01,10050519.32,56.25,7602961.59,947816.24,414,3714884.75,8.54,20.04
FIN-2023-00254,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,GA,Corporate General & Administrative,5412396.91,1845306.0,3567090.91,65.91,1054616.82,519289.8,641529.75,2215436.37,1351654.54,1771540.05,32.73,1067807.09,933078.91,426,2416622.78,-8.33,12.6
FIN-2023-00255,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,LEGAL,"Legal, Risk & Compliance",1747517.98,514526.8,1232991.18,70.56,2681247.82,1871481.73,1121615.41,5674344.96,-4441353.78,-3675256.81,-210.31,-3508669.49,1702437.72,307,5623243.29,0.91,11.36
FIN-2023-00256,2023,Q4,2023-Q4,ARDQ,Advanced R&D & Quantum Computing,PROD,Product Strategy & User Experience,498564.72,161129.06,337435.66,67.68,1149218.43,2400517.15,231666.52,3781402.1,-3443966.44,-3221998.66,-646.25,-2720733.49,493261.74,173,3565393.91,6.06,9.08
FIN-2024-00257,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,ENG,Core Engineering & Software R&D,1284482.94,332203.32,952279.62,74.14,1024493.51,2484320.52,1083995.88,4592809.91,-3640530.29,-3003330.57,-233.82,-2876018.93,1415999.38,431,4644948.26,-1.12,33.94
FIN-2024-00258,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,SALES,Global Enterprise Sales & Field Ops,10878948.16,3542047.22,7336900.94,67.44,1523450.73,2200636.95,968262.6,4692350.28,2644550.66,3513792.66,32.3,2089195.02,1931648.89,96,4469250.73,4.99,26.15
FIN-2024-00259,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,MKTG,Global Growth & Brand Marketing,19456337.83,5358687.96,14097649.87,72.46,3112318.64,2059642.54,454596.96,5626558.14,8471091.73,8793289.78,45.19,6692162.47,715995.67,467,5336988.01,5.43,37.77
FIN-2024-00260,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,CSM,Customer Success & Technical Account Mgmt,3081346.4,968352.35,2112994.05,68.57,1568506.7,1342298.92,1133650.11,4044455.73,-1931461.68,-1281065.2,-41.57,-1525854.73,1445325.52,144,3859087.24,4.8,28.34
FIN-2024-00261,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,OPS,Cloud Infrastructure & Network Operations,10447276.77,2067801.85,8379474.92,80.21,1297979.15,2282044.07,989361.73,4569384.95,3810089.97,3992073.83,38.21,3009971.08,404408.58,302,4809398.52,-4.99,38.46
FIN-2024-00262,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,GA,Corporate General & Administrative,6799227.72,2252707.59,4546520.13,66.87,3056361.37,812630.68,1186213.36,5055205.41,-508685.28,8527.44,0.13,-401861.37,1149361.6,259,5349896.14,-5.51,29.76
FIN-2024-00263,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,LEGAL,"Legal, Risk & Compliance",1407633.34,419925.43,987707.91,70.17,1154444.54,2569611.84,1143699.45,4867755.83,-3880047.92,-3118752.91,-221.56,-3065237.86,1691766.69,431,4968577.85,-2.03,29.76
FIN-2024-00264,2024,Q1,2024-Q1,ECP,Enterprise Cloud Platform,PROD,Product Strategy & User Experience,1468789.26,350627.74,1118161.52,76.13,780875.15,1568576.7,1052281.43,3401733.28,-2283571.76,-1467202.74,-99.89,-1804021.69,1814153.38,527,3250659.2,4.65,15.15
FIN-2024-00265,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,ENG,Core Engineering & Software R&D,2411848.35,550441.38,1861406.97,77.18,837366.15,1398478.7,500925.34,2736770.19,-875363.22,-93548.44,-3.88,-691536.94,1737366.17,309,2549936.55,7.33,34.05
FIN-2024-00266,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,SALES,Global Enterprise Sales & Field Ops,12505001.95,2409201.25,10095800.7,80.73,2733666.88,2443579.69,598694.15,5775940.72,4319859.98,5161038.87,41.27,3412689.38,1869286.42,349,6309809.58,-8.46,32.96
FIN-2024-00267,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,MKTG,Global Growth & Brand Marketing,4102333.0,839400.86,3262932.14,79.54,823250.31,708931.24,716390.6,2248572.15,1014359.99,1868845.31,45.56,801344.39,1898856.27,192,2427337.75,-7.36,33.6
FIN-2024-00268,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,CSM,Customer Success & Technical Account Mgmt,7274075.91,1879220.11,5394855.8,74.17,1500990.21,2595165.78,449418.72,4545574.71,849281.09,1417765.09,19.49,670932.06,1263297.77,381,4388561.0,3.58,30.28
FIN-2024-00269,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,OPS,Cloud Infrastructure & Network Operations,13382200.9,3559875.07,9822325.83,73.4,2794073.6,787366.93,1177749.49,4759190.02,5063135.81,5624055.29,42.03,3999877.29,1246487.74,147,5007443.7,-4.96,32.66
FIN-2024-00270,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,GA,Corporate General & Administrative,4262002.5,833381.13,3428621.37,80.45,2024670.06,1047937.97,997491.19,4070099.22,-641477.85,-492670.65,-11.56,-506767.5,330682.66,426,4002311.46,1.69,25.43
FIN-2024-00271,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,LEGAL,"Legal, Risk & Compliance",2831219.77,924734.42,1906485.35,67.34,673210.18,1044182.89,988541.18,2705934.25,-799448.9,-436621.71,-15.42,-631564.63,806282.64,303,2795792.89,-3.21,23.62
FIN-2024-00272,2024,Q1,2024-Q1,AIDS,Artificial Intelligence & Data Solutions,PROD,Product Strategy & User Experience,1500449.5,481795.47,1018654.03,67.89,2880464.76,1615269.47,854101.56,5349835.79,-4331181.76,-3674202.05,-244.87,-3421633.59,1459954.9,438,5038583.17,6.18,34.86
FIN-2024-00273,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,ENG,Core Engineering & Software R&D,2410953.13,554902.51,1856050.62,76.98,1619458.48,559384.39,1005629.72,3184472.59,-1328421.97,-579393.61,-24.03,-1049453.36,1664507.46,244,3248419.0,-1.97,35.36
FIN-2024-00274,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,SALES,Global Enterprise Sales & Field Ops,8544700.03,2522268.88,6022431.15,70.48,3510623.23,1316576.53,993943.18,5821142.94,201288.21,985151.71,11.53,159017.69,1741918.9,385,5777320.66,0.76,18.55
FIN-2024-00275,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,MKTG,Global Growth & Brand Marketing,9720277.3,2596729.19,7123548.11,73.29,2014950.7,1866451.77,481554.3,4362956.77,2760591.34,2816459.45,28.98,2180867.16,124151.35,442,4875487.89,-10.51,20.21
FIN-2024-00276,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,CSM,Customer Success & Technical Account Mgmt,4764007.34,1278256.86,3485750.48,73.17,2595366.53,580959.27,470740.38,3647066.18,-161315.7,602652.57,12.65,-127439.4,1697707.27,340,3478965.95,4.83,29.48
FIN-2024-00277,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,OPS,Cloud Infrastructure & Network Operations,15479577.32,3299832.26,12179745.06,78.68,1824120.94,789879.23,623170.71,3237170.88,8942574.18,9326613.85,60.25,7064633.6,853421.48,505,3336679.19,-2.98,22.21
FIN-2024-00278,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,GA,Corporate General & Administrative,5503922.93,1544987.04,3958935.89,71.93,1973007.23,1474180.12,465773.93,3912961.28,45974.61,770353.82,14.0,36319.94,1609731.57,438,4247547.09,-7.88,30.67
FIN-2024-00279,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,LEGAL,"Legal, Risk & Compliance",669427.24,209891.67,459535.57,68.65,2483285.72,2046330.75,1138730.17,5668346.64,-5208811.07,-4618547.51,-689.93,-4114960.75,1311696.81,226,5732938.22,-1.13,27.31
FIN-2024-00280,2024,Q1,2024-Q1,CZTI,Cybersecurity & Zero-Trust Infrastructure,PROD,Product Strategy & User Experience,1278397.61,247350.52,1031047.09,80.65,2147551.29,2638402.3,494013.25,5279966.84,-4248919.75,-4173462.24,-326.46,-3356646.6,167683.35,61,4992484.5,5.76,28.16
FIN-2024-00281,2024,Q1,2024-Q1,GHSS,Global Hardware & Semiconductor Systems,ENG,Core Engineering & Software R&D,3065644.63,967854.37,2097790.26,68.43,852408.52,2726848.56,1018201.32,4597458.4,-2499668.14,-1798312.62,-58.66,-1974737.83,1558567.82,415,4245464.14,8.29,34.04
FIN-2024-00282,2024,Q1,2024-Q1,GHSS,Global Hardware & Semiconductor Systems,SALES,Global Enterprise Sales & Field Ops,6534850.95,2000665.41,4534185.54,69.38,3103771.36,988096.44,558398.94,4650266.74,-116081.2,155421.96,2.38,-91704.15,603340.36,334,4791888.54,-2.96,26.66
