review_id,order_id,review_score,review_creation_date
rev_000665,ord_000665,4,2018-05-17
rev_000666,ord_000666,2,2018-03-17
rev_000667,ord_000667,5,2017-03-10
rev_000668,ord_000668,5,2018-05-24
rev_000669,ord_000669,5,2017-11-22
rev_000670,ord_000670,4,2017-03-08
rev_000671,ord_000671,5,2017-10-31
rev_000672,ord_000672,5,2018-04-29
rev_000673,ord_000673,4,2018-07-02
rev_000674,ord_000674,5,2018-02-21
rev_000675,ord_000675,5,2017-06-08
rev_000676,ord_000676,5,2017-05-29
rev_000677,ord_000677,4,2017-01-27
rev_000678,ord_000678,5,2018-08-07
rev_000679,ord_000679,3,2017-09-05
rev_000680,ord_000680,5,2017-04-11
rev_000681,ord_000681,5,2017-04-06
rev_000682,ord_000682,4,2018-01-19
rev_000683,ord_000683,5,2017-10-09
rev_000684,ord_000684,5,2017-11-18
rev_000685,ord_000685,5,2018-01-31
rev_000686,ord_000686,5,2017-10-05
rev_000687,ord_000687,4,2018-06-13
rev_000688,ord_000688,5,2017-09-20
rev_000689,ord_000689,4,2018-08-03
rev_000690,ord_000690,4,2017-10-20
rev_000691,ord_000691,4,2017-10-21
rev_000692,ord_000692,3,2018-01-30
rev_000693,ord_000693,4,2018-05-28
rev_000694,ord_000694,5,2017-06-29
rev_000695,ord_000695,5,2017-08-23
rev_000696,ord_000696,5,2017-12-03
rev_000697,ord_000697,4,2017-01-08
rev_000698,ord_000698,4,2018-03-19
rev_000699,ord_000699,5,2018-06-23
rev_000700,ord_000700,3,2017-04-01
rev_000701,ord_000701,4,2017-09-29
rev_000702,ord_000702,5,2017-01-05
rev_000703,ord_000703,5,2018-08-17
rev_000704,ord_000704,5,2017-08-07
rev_000705,ord_000705,4,2017-04-28
rev_000706,ord_000706,5,2018-08-16
rev_000707,ord_000707,5,2018-08-05
rev_000708,ord_000708,1,2017-04-25
rev_000709,ord_000709,4,2017-09-20
rev_000710,ord_000710,5,2017-11-02
rev_000711,ord_000711,5,2018-02-26
rev_000712,ord_000712,5,2017-07-26
rev_000713,ord_000713,1,2017-10-30
rev_000714,ord_000714,1,2017-04-22
rev_000715,ord_000715,4,2018-02-21
rev_000716,ord_000716,5,2018-07-09
rev_000717,ord_000717,5,2017-10-12
rev_000718,ord_000718,5,2017-07-04
rev_000719,ord_000719,5,2017-08-09
rev_000720,ord_000720,5,2018-03-20
rev_000721,ord_000721,4,2017-04-27
rev_000722,ord_000722,5,2017-03-11
rev_000723,ord_000723,5,2017-03-11
rev_000724,ord_000724,4,2018-03-03
rev_000725,ord_000725,5,2018-07-22
rev_000726,ord_000726,3,2018-03-19
rev_000727,ord_000727,5,2017-05-17
rev_000728,ord_000728,5,2018-05-19
rev_000729,ord_000729,5,2017-05-11
rev_000730,ord_000730,1,2017-08-06
rev_000731,ord_000731,4,2017-06-20
rev_000732,ord_000732,5,2018-04-20
rev_000733,ord_000733,5,2017-05-09
rev_000734,ord_000734,4,2017-02-26
rev_000735,ord_000735,5,2017-06-30
rev_000736,ord_000736,1,2017-09-03
rev_000737,ord_000737,1,2017-05-24
rev_000738,ord_000738,4,2017-02-20
rev_000739,ord_000739,1,2018-01-03
rev_000740,ord_000740,5,2018-04-04
rev_000741,ord_000741,5,2017-08-06
rev_000742,ord_000742,5,2018-07-21
rev_000743,ord_000743,5,2017-09-14
rev_000744,ord_000744,1,2017-06-05
rev_000745,ord_000745,5,2018-07-19
rev_000746,ord_000746,3,2018-03-18
rev_000747,ord_000747,4,2017-01-25
rev_000748,ord_000748,5,2018-06-20
rev_000749,ord_000749,5,2017-03-01
rev_000750,ord_000750,5,2018-04-12
rev_000751,ord_000751,5,2018-03-10
rev_000752,ord_000752,5,2017-03-07
rev_000753,ord_000753,5,2018-07-19
rev_000754,ord_000754,4,2017-04-16
rev_000755,ord_000755,4,2017-04-06
rev_000756,ord_000756,5,2018-07-05
rev_000757,ord_000757,5,2017-06-17
rev_000758,ord_000758,3,2017-02-11
rev_000759,ord_000759,5,2017-04-14
rev_000760,ord_000760,5,2017-07-23
rev_000761,ord_000761,4,2018-06-04
rev_000762,ord_000762,1,2017-10-09
rev_000763,ord_000763,1,2017-02-12
rev_000764,ord_000764,5,2017-04-20
rev_000765,ord_000765,5,2017-07-29
rev_000766,ord_000766,5,2017-02-18
rev_000767,ord_000767,1,2017-04-25
rev_000768,ord_000768,5,2017-06-04
rev_000769,ord_000769,5,2018-05-18
rev_000770,ord_000770,2,2017-03-12
rev_000771,ord_000771,1,2018-06-03
rev_000772,ord_000772,4,2017-12-02
rev_000773,ord_000773,5,2017-03-08
rev_000774,ord_000774,5,2018-05-08
rev_000775,ord_000775,3,2017-08-01
rev_000776,ord_000776,5,2017-06-30
rev_000777,ord_000777,5,2018-08-22
rev_000778,ord_000778,5,2017-09-05
rev_000779,ord_000779,3,2017-08-02
rev_000780,ord_000780,5,2017-12-25
rev_000781,ord_000781,4,2017-09-06
rev_000782,ord_000782,5,2018-05-31
rev_000783,ord_000783,5,2017-03-29
rev_000784,ord_000784,1,2017-06-25
rev_000785,ord_000785,5,2018-03-02
rev_000786,ord_000786,4,2017-03-22
rev_000787,ord_000787,5,2017-05-18
rev_000788,ord_000788,5,2018-03-09
rev_000789,ord_000789,3,2018-04-15
rev_000790,ord_000790,3,2017-12-16
rev_000791,ord_000791,4,2017-05-06
rev_000792,ord_000792,5,2017-11-05
rev_000793,ord_000793,5,2017-08-18
rev_000794,ord_000794,1,2018-04-05
rev_000795,ord_000795,5,2017-12-11
rev_000796,ord_000796,3,2017-11-06
rev_000797,ord_000797,5,2017-01-20
rev_000798,ord_000798,1,2018-07-15
rev_000799,ord_000799,1,2018-06-25
rev_000800,ord_000800,5,2018-07-14
rev_000801,ord_000801,4,2018-04-22
rev_000802,ord_000802,5,2017-09-26
rev_000803,ord_000803,5,2017-01-03
rev_000804,ord_000804,5,2017-01-16
rev_000805,ord_000805,5,2017-12-24
rev_000806,ord_000806,5,2017-05-13
rev_000807,ord_000807,5,2017-11-08
rev_000808,ord_000808,5,2018-04-27
rev_000809,ord_000809,5,2018-06-28
rev_000810,ord_000810,5,2017-11-01
rev_000811,ord_000811,5,2017-09-26
rev_000812,ord_000812,4,2018-02-18
rev_000813,ord_000813,4,2017-01-25
rev_000814,ord_000814,2,2017-11-12
rev_000815,ord_000815,5,2018-07-25
rev_000816,ord_000816,5,2017-10-03
rev_000817,ord_000817,4,2018-01-24
rev_000818,ord_000818,4,2018-03-20
rev_000819,ord_000819,5,2018-03-03
rev_000820,ord_000820,4,2017-02-26
rev_000821,ord_000821,5,2018-07-20
rev_000822,ord_000822,5,2018-01-03
rev_000823,ord_000823,4,2017-12-08
rev_000824,ord_000824,5,2017-10-31
rev_000825,ord_000825,5,2018-01-09
rev_000826,ord_000826,5,2017-04-22
rev_000827,ord_000827,5,2017-01-06
rev_000828,ord_000828,4,2017-10-06
rev_000829,ord_000829,5,2018-01-17
rev_000830,ord_000830,1,2017-01-13
rev_000831,ord_000831,4,2017-10-30
rev_000832,ord_000832,5,2018-07-10
rev_000833,ord_000833,5,2017-06-09
rev_000834,ord_000834,5,2017-06-03
rev_000835,ord_000835,4,2017-06-30
rev_000836,ord_000836,5,2018-06-10
rev_000837,ord_000837,5,2017-06-29
rev_000838,ord_000838,5,2018-01-12
rev_000839,ord_000839,4,2017-06-17
rev_000840,ord_000840,4,2017-08-02
rev_000841,ord_000841,4,2017-05-30
rev_000842,ord_000842,3,2017-01-16
rev_000843,ord_000843,5,2017-04-01
rev_000844,ord_000844,4,2017-04-30
rev_000845,ord_000845,5,2017-09-10
rev_000846,ord_000846,5,2017-03-01
rev_000847,ord_000847,4,2017-09-23
rev_000848,ord_000848,5,2018-02-13
rev_000849,ord_000849,5,2017-01-31
rev_000850,ord_000850,3,2017-01-21
rev_000851,ord_000851,5,2018-08-16
rev_000852,ord_000852,5,2017-10-16
rev_000853,ord_000853,1,2018-06-27
rev_000854,ord_000854,5,2018-05-13
rev_000855,ord_000855,4,2018-04-19
rev_000856,ord_000856,3,2018-02-09
rev_000857,ord_000857,5,2018-07-02
rev_000858,ord_000858,5,2017-05-12
rev_000859,ord_000859,4,2017-11-20
rev_000860,ord_000860,4,2017-05-12
rev_000861,ord_000861,5,2018-06-05
rev_000862,ord_000862,5,2017-01-30
rev_000863,ord_000863,5,2017-10-28
rev_000864,ord_000864,3,2017-01-04
rev_000865,ord_000865,5,2017-11-21
rev_000866,ord_000866,1,2018-05-24
rev_000867,ord_000867,1,2017-08-25
rev_000868,ord_000868,3,2018-06-19
rev_000869,ord_000869,4,2017-01-16
rev_000870,ord_000870,5,2018-06-18
rev_000871,ord_000871,5,2018-08-07
rev_000872,ord_000872,5,2018-03-22
rev_000873,ord_000873,5,2018-05-18
rev_000874,ord_000874,5,2017-08-18
rev_000875,ord_000875,4,2017-04-17
rev_000876,ord_000876,5,2018-01-24
rev_000877,ord_000877,4,2017-09-20
rev_000878,ord_000878,5,2018-07-17
rev_000879,ord_000879,5,2017-03-06
rev_000880,ord_000880,5,2017-09-22
rev_000881,ord_000881,1,2017-12-04
rev_000882,ord_000882,3,2017-10-28
rev_000883,ord_000883,5,2018-01-13
rev_000884,ord_000884,5,2017-06-24
rev_000885,ord_000885,1,2017-06-01
rev_000886,ord_000886,5,2018-04-21
rev_000887,ord_000887,5,2017-09-23
rev_000888,ord_000888,5,2017-11-25
rev_000889,ord_000889,5,2017-06-12
rev_000890,ord_000890,5,2018-03-14
rev_000891,ord_000891,5,2017-12-09
rev_000892,ord_000892,4,2018-01-02
rev_000893,ord_000893,5,2018-04-10
rev_000894,ord_000894,4,2017-07-18
rev_000895,ord_000895,5,2018-05-15
rev_000896,ord_000896,5,2017-01-16
rev_000897,ord_000897,5,2017-10-23
rev_000898,ord_000898,4,2018-05-26
rev_000899,ord_000899,5,2017-08-27
rev_000900,ord_000900,5,2018-08-04
rev_000901,ord_000901,4,2017-10-28
rev_000902,ord_000902,4,2017-01-06
rev_000903,ord_000903,5,2017-08-08
rev_000904,ord_000904,5,2018-03-29
rev_000905,ord_000905,5,2018-03-09
rev_000906,ord_000906,4,2018-01-21
rev_000907,ord_000907,5,2017-10-22
rev_000908,ord_000908,4,2017-04-28
rev_000909,ord_000909,4,2018-02-09
rev_000910,ord_000910,3,2018-08-17
rev_000911,ord_000911,5,2018-07-20
rev_000912,ord_000912,5,2017-01-12
rev_000913,ord_000913,3,2017-07-28
rev_000914,ord_000914,5,2017-06-14
rev_000915,ord_000915,5,2017-10-21
rev_000916,ord_000916,5,2018-06-03
rev_000917,ord_000917,1,2017-03-19
rev_000918,ord_000918,5,2018-03-10
rev_000919,ord_000919,5,2018-07-31
rev_000920,ord_000920,4,2017-03-18
rev_000921,ord_000921,5,2017-02-17
rev_000922,ord_000922,1,2017-03-23
rev_000923,ord_000923,5,2017-07-28
rev_000924,ord_000924,4,2018-03-21
rev_000925,ord_000925,5,2018-08-19
rev_000926,ord_000926,3,2018-06-06
rev_000927,ord_000927,2,2017-01-29
rev_000928,ord_000928,3,2017-10-31
rev_000929,ord_000929,3,2018-04-10
rev_000930,ord_000930,5,2018-05-17
rev_000931,ord_000931,1,2018-03-22
rev_000932,ord_000932,4,2018-05-05
rev_000933,ord_000933,3,2018-03-04
rev_000934,ord_000934,4,2018-07-13
rev_000935,ord_000935,5,2017-12-25
rev_000936,ord_000936,4,2017-04-01
rev_000937,ord_000937,5,2017-02-22
rev_000938,ord_000938,4,2018-08-12
rev_000939,ord_000939,5,2017-07-23
rev_000940,ord_000940,5,2018-07-10
rev_000941,ord_000941,1,2017-06-05
rev_000942,ord_000942,2,2017-01-02
rev_000943,ord_000943,2,2017-12-23
rev_000944,ord_000944,3,2018-07-23
rev_000945,ord_000945,4,2017-02-27
rev_000946,ord_000946,4,2017-09-11
rev_000947,ord_000947,5,2017-06-29
rev_000948,ord_000948,2,2018-05-08
rev_000949,ord_000949,2,2017-02-04
rev_000950,ord_000950,4,2017-03-16
rev_000951,ord_000951,1,2017-10-16
rev_000952,ord_000952,5,2018-01-06
rev_000953,ord_000953,5,2018-08-10
rev_000954,ord_000954,1,2017-11-25
rev_000955,ord_000955,5,2018-08-13
rev_000956,ord_000956,4,2017-10-31
rev_000957,ord_000957,5,2018-08-02
rev_000958,ord_000958,4,2017-08-09
rev_000959,ord_000959,4,2017-06-13
rev_000960,ord_000960,4,2018-04-25
rev_000961,ord_000961,5,2018-03-31
rev_000962,ord_000962,5,2018-01-10
rev_000963,ord_000963,4,2017-08-08
rev_000964,ord_000964,2,2017-09-11
rev_000965,ord_000965,5,2017-07-07
rev_000966,ord_000966,5,2017-07-10
rev_000967,ord_000967,5,2018-01-24
rev_000968,ord_000968,1,2017-08-03
rev_000969,ord_000969,4,2018-01-10
rev_000970,ord_000970,1,2017-03-27
rev_000971,ord_000971,4,2018-04-19
rev_000972,ord_000972,5,2018-06-15
rev_000973,ord_000973,3,2017-02-16
rev_000974,ord_000974,5,2017-03-06
rev_000975,ord_000975,5,2018-04-20
rev_000976,ord_000976,5,2017-05-26
rev_000977,ord_000977,5,2018-01-17
rev_000978,ord_000978,5,2017-03-07
rev_000979,ord_000979,5,2018-06-01
rev_000980,ord_000980,5,2017-04-03
rev_000981,ord_000981,5,2018-03-02
rev_000982,ord_000982,3,2018-04-13
rev_000983,ord_000983,5,2017-04-04
rev_000984,ord_000984,5,2017-05-13
rev_000985,ord_000985,5,2018-03-10
rev_000986,ord_000986,5,2017-12-07
rev_000987,ord_000987,4,2017-11-10
rev_000988,ord_000988,3,2018-08-14
rev_000989,ord_000989,3,2017-07-31
rev_000990,ord_000990,5,2018-06-04
rev_000991,ord_000991,5,2017-06-08
rev_000992,ord_000992,5,2017-09-25
rev_000993,ord_000993,1,2018-04-19
rev_000994,ord_000994,4,2018-02-14
rev_000995,ord_000995,5,2018-04-19
rev_000996,ord_000996,5,2017-12-22
rev_000997,ord_000997,5,2017-07-12
rev_000998,ord_000998,5,2017-09-28
rev_000999,ord_000999,3,2017-04-24
rev_001000,ord_001000,5,2018-06-07
rev_001001,ord_001001,4,2017-02-24
rev_001002,ord_001002,5,2017-03-06
rev_001003,ord_001003,5,2017-09-29
rev_001004,ord_001004,4,2018-05-17
rev_001005,ord_001005,4,2017-12-28
rev_001006,ord_001006,5,2017-05-26
rev_001007,ord_001007,5,2017-07-28
rev_001008,ord_001008,3,2017-10-13
rev_001009,ord_001009,5,2017-01-10
rev_001010,ord_001010,5,2017-07-05
rev_001011,ord_001011,5,2018-07-28
rev_001012,ord_001012,4,2018-08-20
rev_001013,ord_001013,5,2018-04-09
rev_001014,ord_001014,4,2017-05-14
rev_001015,ord_001015,5,2017-06-20
rev_001016,ord_001016,5,2017-08-01
rev_001017,ord_001017,4,2018-06-14
rev_001018,ord_001018,4,2018-05-17
rev_001019,ord_001019,2,2018-07-26
rev_001020,ord_001020,5,2018-08-23
rev_001021,ord_001021,5,2017-01-27
rev_001022,ord_001022,4,2017-03-09
rev_001023,ord_001023,5,2018-02-12
rev_001024,ord_001024,5,2018-07-06
rev_001025,ord_001025,5,2017-04-19
rev_001026,ord_001026,5,2017-03-15
rev_001027,ord_001027,5,2018-08-01
rev_001028,ord_001028,1,2017-09-19
rev_001029,ord_001029,3,2018-01-03
rev_001030,ord_001030,1,2017-08-25
rev_001031,ord_001031,1,2018-01-01
rev_001032,ord_001032,5,2017-10-13
rev_001033,ord_001033,5,2018-01-13
rev_001034,ord_001034,5,2018-01-11
rev_001035,ord_001035,2,2017-03-17
rev_001036,ord_001036,5,2017-01-09
rev_001037,ord_001037,5,2017-07-15
rev_001038,ord_001038,5,2017-10-17
rev_001039,ord_001039,5,2017-03-02
rev_001040,ord_001040,5,2018-01-24
rev_001041,ord_001041,5,2018-07-17
rev_001042,ord_001042,2,2018-07-18
rev_001043,ord_001043,5,2017-01-08
rev_001044,ord_001044,1,2018-01-04
rev_001045,ord_001045,5,2017-02-14
rev_001046,ord_001046,1,2017-12-10
rev_001047,ord_001047,5,2018-01-10
rev_001048,ord_001048,4,2017-01-27
rev_001049,ord_001049,5,2017-07-12
rev_001050,ord_001050,4,2017-12-23
rev_001051,ord_001051,2,2017-03-03
rev_001052,ord_001052,5,2017-03-03
rev_001053,ord_001053,5,2018-02-26
rev_001054,ord_001054,5,2018-07-05
rev_001055,ord_001055,5,2018-01-15
rev_001056,ord_001056,5,2017-10-04
rev_001057,ord_001057,4,2018-03-07
rev_001058,ord_001058,5,2017-04-25
rev_001059,ord_001059,4,2017-05-01
rev_001060,ord_001060,3,2018-06-09
rev_001061,ord_001061,4,2018-02-20
rev_001062,ord_001062,5,2017-06-12
rev_001063,ord_001063,5,2017-12-03
rev_001064,ord_001064,5,2018-01-14
rev_001065,ord_001065,5,2017-11-20
rev_001066,ord_001066,5,2017-06-22
rev_001067,ord_001067,1,2017-03-05
rev_001068,ord_001068,4,2017-04-11
rev_001069,ord_001069,5,2017-11-18
rev_001070,ord_001070,5,2017-03-07
rev_001071,ord_001071,5,2018-07-11
rev_001072,ord_001072,1,2018-08-22
rev_001073,ord_001073,1,2018-04-03
rev_001074,ord_001074,5,2018-08-02
rev_001075,ord_001075,5,2018-03-29
rev_001076,ord_001076,4,2017-09-16
rev_001077,ord_001077,5,2018-03-02
rev_001078,ord_001078,5,2017-06-27
rev_001079,ord_001079,4,2017-10-07
rev_001080,ord_001080,5,2017-12-10
rev_001081,ord_001081,4,2017-01-17
rev_001082,ord_001082,5,2017-10-23
rev_001083,ord_001083,4,2017-07-21
rev_001084,ord_001084,4,2017-07-13
rev_001085,ord_001085,5,2017-05-29
rev_001086,ord_001086,4,2018-01-10
rev_001087,ord_001087,5,2017-02-04
rev_001088,ord_001088,5,2018-01-04
rev_001089,ord_001089,5,2017-01-29
rev_001090,ord_001090,5,2017-08-09
rev_001091,ord_001091,5,2017-02-22
rev_001092,ord_001092,4,2017-12-19
rev_001093,ord_001093,5,2018-01-27
rev_001094,ord_001094,5,2017-03-17
rev_001095,ord_001095,3,2018-05-09
rev_001096,ord_001096,4,2018-06-06
rev_001097,ord_001097,5,2017-04-27
rev_001098,ord_001098,5,2017-10-07
rev_001099,ord_001099,5,2017-06-24
rev_001100,ord_001100,5,2017-10-22
rev_001101,ord_001101,2,2018-03-27
rev_001102,ord_001102,5,2018-06-02
rev_001103,ord_001103,5,2017-01-21
rev_001104,ord_001104,1,2017-03-14
rev_001105,ord_001105,4,2017-02-05
rev_001106,ord_001106,5,2018-05-22
rev_001107,ord_001107,4,2017-08-21
rev_001108,ord_001108,3,2018-05-12
rev_001109,ord_001109,4,2017-07-25
rev_001110,ord_001110,2,2018-03-02
rev_001111,ord_001111,5,2017-02-13
rev_001112,ord_001112,3,2017-04-01
rev_001113,ord_001113,1,2018-04-15
rev_001114,ord_001114,5,2018-04-12
rev_001115,ord_001115,4,2018-03-30
rev_001116,ord_001116,4,2018-08-18
rev_001117,ord_001117,3,2017-11-29
rev_001118,ord_001118,3,2018-05-22
rev_001119,ord_001119,5,2018-04-15
rev_001120,ord_001120,4,2017-01-21
rev_001121,ord_001121,3,2017-08-16
rev_001122,ord_001122,4,2018-01-11
rev_001123,ord_001123,4,2017-05-10
rev_001124,ord_001124,5,2018-02-18
rev_001125,ord_001125,5,2017-03-12
rev_001126,ord_001126,3,2018-02-08
rev_001127,ord_001127,1,2018-07-16
rev_001128,ord_001128,5,2018-02-01
rev_001129,ord_001129,5,2017-12-03
rev_001130,ord_001130,3,2018-05-20
rev_001131,ord_001131,4,2017-10-03
rev_001132,ord_001132,4,2017-01-13
rev_001133,ord_001133,5,2017-01-03
rev_001134,ord_001134,4,2017-08-12
rev_001135,ord_001135,4,2017-06-24
rev_001136,ord_001136,4,2018-01-20
rev_001137,ord_001137,4,2017-08-29
rev_001138,ord_001138,5,2018-07-01
rev_001139,ord_001139,1,2017-01-14
rev_001140,ord_001140,4,2017-07-14
rev_001141,ord_001141,5,2018-02-01
rev_001142,ord_001142,1,2018-03-07
rev_001143,ord_001143,2,2017-11-02
rev_001144,ord_001144,3,2017-11-30
rev_001145,ord_001145,5,2018-02-14
rev_001146,ord_001146,5,2017-01-03
rev_001147,ord_001147,5,2018-07-06
rev_001148,ord_001148,5,2018-03-28
rev_001149,ord_001149,5,2018-05-10
rev_001150,ord_001150,5,2018-02-21
rev_001151,ord_001151,5,2018-01-26
rev_001152,ord_001152,1,2018-01-08
rev_001153,ord_001153,5,2017-02-21
rev_001154,ord_001154,5,2018-01-11
rev_001155,ord_001155,5,2018-01-30
rev_001156,ord_001156,5,2017-05-22
rev_001157,ord_001157,2,2017-03-27
rev_001158,ord_001158,5,2018-04-09
rev_001159,ord_001159,4,2017-02-15
rev_001160,ord_001160,4,2017-08-26
rev_001161,ord_001161,4,2017-01-10
rev_001162,ord_001162,5,2018-07-27
rev_001163,ord_001163,5,2018-06-14
rev_001164,ord_001164,5,2018-08-21
rev_001165,ord_001165,5,2017-06-27
rev_001166,ord_001166,3,2017-01-06
rev_001167,ord_001167,5,2017-11-03
rev_001168,ord_001168,5,2018-07-02
rev_001169,ord_001169,5,2017-11-23
rev_001170,ord_001170,4,2017-12-22
rev_001171,ord_001171,5,2018-01-30
rev_001172,ord_001172,5,2017-10-27
rev_001173,ord_001173,4,2018-06-10
rev_001174,ord_001174,5,2017-10-12
rev_001175,ord_001175,5,2017-11-26
rev_001176,ord_001176,5,2017-02-19
rev_001177,ord_001177,1,2018-01-13
rev_001178,ord_001178,5,2018-08-23
rev_001179,ord_001179,5,2018-06-22
rev_001180,ord_001180,1,2017-05-24
rev_001181,ord_001181,5,2017-03-01
rev_001182,ord_001182,4,2017-03-16
rev_001183,ord_001183,5,2017-01-03
rev_001184,ord_001184,5,2018-07-29
rev_001185,ord_001185,4,2018-03-24
rev_001186,ord_001186,1,2017-10-02
rev_001187,ord_001187,5,2018-06-14
rev_001188,ord_001188,4,2018-08-15
rev_001189,ord_001189,4,2017-08-03
rev_001190,ord_001190,5,2018-04-30
rev_001191,ord_001191,4,2017-11-25
rev_001192,ord_001192,5,2017-09-12
rev_001193,ord_001193,5,2018-01-22
rev_001194,ord_001194,5,2017-05-06
rev_001195,ord_001195,3,2018-08-07
rev_001196,ord_001196,5,2018-07-04
rev_001197,ord_001197,4,2017-11-20
rev_001198,ord_001198,5,2017-07-23
rev_001199,ord_001199,5,2017-06-21
rev_001200,ord_001200,4,2017-08-05
rev_001201,ord_001201,4,2017-09-02
rev_001202,ord_001202,5,2017-12-02
rev_001203,ord_001203,5,2017-10-25
rev_001204,ord_001204,1,2017-07-01
rev_001205,ord_001205,5,2017-11-30
rev_001206,ord_001206,4,2018-05-26
rev_001207,ord_001207,4,2018-01-18
rev_001208,ord_001208,4,2017-07-18
rev_001209,ord_001209,1,2017-11-28
rev_001210,ord_001210,4,2017-06-14
rev_001211,ord_001211,5,2017-08-30
rev_001212,ord_001212,5,2017-08-15
rev_001213,ord_001213,5,2018-07-10
rev_001214,ord_001214,5,2018-03-27
rev_001215,ord_001215,1,2017-07-15
rev_001216,ord_001216,5,2017-07-23
rev_001217,ord_001217,4,2018-04-03
rev_001218,ord_001218,4,2017-09-14
rev_001219,ord_001219,3,2018-06-13
rev_001220,ord_001220,5,2017-09-29
rev_001221,ord_001221,4,2017-01-09
rev_001222,ord_001222,5,2017-07-20
rev_001223,ord_001223,4,2017-02-28
rev_001224,ord_001224,5,2018-01-28
rev_001225,ord_001225,2,2017-04-29
rev_001226,ord_001226,5,2018-07-07
rev_001227,ord_001227,5,2018-02-03
rev_001228,ord_001228,5,2017-11-27
rev_001229,ord_001229,4,2017-09-24
rev_001230,ord_001230,4,2018-06-04
rev_001231,ord_001231,5,2018-04-25
rev_001232,ord_001232,5,2017-05-14
rev_001233,ord_001233,5,2017-12-21
rev_001234,ord_001234,5,2018-08-07
rev_001235,ord_001235,5,2018-05-13
rev_001236,ord_001236,5,2017-04-17
rev_001237,ord_001237,4,2017-10-17
rev_001238,ord_001238,5,2017-05-27
rev_001239,ord_001239,1,2017-11-23
rev_001240,ord_001240,5,2018-02-19
rev_001241,ord_001241,4,2017-07-29
rev_001242,ord_001242,4,2017-10-23
rev_001243,ord_001243,5,2018-02-02
rev_001244,ord_001244,5,2017-04-13
rev_001245,ord_001245,5,2018-05-23
rev_001246,ord_001246,5,2017-07-28
rev_001247,ord_001247,5,2018-03-04
rev_001248,ord_001248,5,2018-01-28
rev_001249,ord_001249,5,2017-04-19
rev_001250,ord_001250,5,2017-12-14
rev_001251,ord_001251,5,2017-02-19
rev_001252,ord_001252,5,2017-04-15
rev_001253,ord_001253,5,2018-02-24
rev_001254,ord_001254,4,2018-01-08
rev_001255,ord_001255,4,2017-01-27
rev_001256,ord_001256,1,2017-09-30
rev_001257,ord_001257,5,2017-12-06
rev_001258,ord_001258,5,2017-10-28
rev_001259,ord_001259,5,2018-04-25
rev_001260,ord_001260,5,2018-06-28
rev_001261,ord_001261,4,2018-07-11
rev_001262,ord_001262,5,2017-09-22
rev_001263,ord_001263,3,2018-06-26
rev_001264,ord_001264,4,2018-08-19
rev_001265,ord_001265,1,2017-06-15
rev_001266,ord_001266,5,2017-11-12
rev_001267,ord_001267,5,2017-01-01
rev_001268,ord_001268,5,2017-09-18
rev_001269,ord_001269,5,2017-03-04
rev_001270,ord_001270,1,2018-04-28
rev_001271,ord_001271,5,2017-11-17
rev_001272,ord_001272,5,2017-07-20
rev_001273,ord_001273,5,2017-08-10
rev_001274,ord_001274,5,2017-06-01
rev_001275,ord_001275,5,2018-04-07
rev_001276,ord_001276,5,2017-08-05
rev_001277,ord_001277,4,2017-07-15
rev_001278,ord_001278,1,2017-07-21
rev_001279,ord_001279,5,2017-08-22
rev_001280,ord_001280,5,2017-05-21
rev_001281,ord_001281,5,2018-05-13
rev_001282,ord_001282,3,2018-07-09
rev_001283,ord_001283,5,2017-02-26
rev_001284,ord_001284,2,2018-05-19
rev_001285,ord_001285,5,2017-05-22
rev_001286,ord_001286,5,2018-08-07
rev_001287,ord_001287,5,2018-06-23
rev_001288,ord_001288,1,2017-04-16
rev_001289,ord_001289,5,2017-06-14
rev_001290,ord_001290,5,2017-08-03
rev_001291,ord_001291,5,2017-03-12
rev_001292,ord_001292,4,2018-08-02
rev_001293,ord_001293,5,2017-03-31
rev_001294,ord_001294,4,2017-08-16
rev_001295,ord_001295,1,2017-03-20
rev_001296,ord_001296,1,2017-12-15
rev_001297,ord_001297,5,2017-09-03
rev_001298,ord_001298,5,2017-09-29
rev_001299,ord_001299,5,2018-02-07
rev_001300,ord_001300,5,2017-04-26
rev_001301,ord_001301,3,2018-03-11
rev_001302,ord_001302,5,2018-06-14
rev_001303,ord_001303,2,2018-03-18
rev_001304,ord_001304,3,2017-06-21
rev_001305,ord_001305,5,2017-01-16
rev_001306,ord_001306,4,2017-02-25
rev_001307,ord_001307,5,2018-08-14
rev_001308,ord_001308,5,2017-04-13
rev_001309,ord_001309,5,2017-10-11
rev_001310,ord_001310,1,2018-06-01
rev_001311,ord_001311,5,2017-10-05
rev_001312,ord_001312,4,2017-09-26
rev_001313,ord_001313,4,2018-02-04
rev_001314,ord_001314,4,2018-05-18
rev_001315,ord_001315,4,2017-03-27
rev_001316,ord_001316,5,2017-11-16
rev_001317,ord_001317,4,2017-02-01
rev_001318,ord_001318,5,2017-12-02
rev_001319,ord_001319,4,2017-02-20
rev_001320,ord_001320,5,2017-03-20
rev_001321,ord_001321,5,2017-06-23
rev_001322,ord_001322,1,2018-05-16
rev_001323,ord_001323,5,2018-07-29
rev_001324,ord_001324,5,2017-03-17
rev_001325,ord_001325,5,2017-11-12
rev_001326,ord_001326,5,2018-01-08
rev_001327,ord_001327,5,2017-03-22
rev_001328,ord_001328,5,2017-03-12
rev_001329,ord_001329,1,2017-03-12
