order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,is_late_delivery,delivery_delay_days,order_year,order_month,order_year_month
ord_000380,c_001418,delivered,2018-04-07 00:00:00,2018-04-07 00:00:00,2018-04-08 00:00:00,2018-04-24 00:00:00,2018-05-01 00:00:00,0,0,2018,4,2018-04
ord_000381,c_000502,delivered,2017-06-17 00:00:00,2017-06-17 00:00:00,2017-06-20 00:00:00,2017-07-11 00:00:00,2017-07-05 00:00:00,1,6,2017,6,2017-06
ord_000382,c_001108,delivered,2017-03-22 00:00:00,2017-03-22 00:00:00,2017-03-25 00:00:00,2017-04-06 00:00:00,2017-04-05 00:00:00,1,1,2017,3,2017-03
ord_000383,c_001389,delivered,2018-02-11 00:00:00,2018-02-11 00:00:00,2018-02-13 00:00:00,2018-03-05 00:00:00,2018-03-02 00:00:00,1,3,2018,2,2018-02
ord_000384,c_000886,delivered,2018-07-28 00:00:00,2018-07-28 00:00:00,2018-07-30 00:00:00,2018-08-06 00:00:00,2018-08-18 00:00:00,0,0,2018,7,2018-07
ord_000385,c_000549,delivered,2017-02-15 00:00:00,2017-02-15 00:00:00,2017-02-16 00:00:00,2017-03-02 00:00:00,2017-02-27 00:00:00,1,3,2017,2,2017-02
ord_000386,c_001366,delivered,2018-08-22 00:00:00,2018-08-22 00:00:00,2018-08-23 00:00:00,2018-09-07 00:00:00,2018-09-03 00:00:00,1,4,2018,8,2018-08
ord_000387,c_000839,delivered,2017-02-22 00:00:00,2017-02-22 00:00:00,2017-02-24 00:00:00,2017-03-05 00:00:00,2017-03-18 00:00:00,0,0,2017,2,2017-02
ord_000388,c_001431,delivered,2018-04-21 00:00:00,2018-04-21 00:00:00,2018-04-23 00:00:00,2018-05-10 00:00:00,2018-05-15 00:00:00,0,0,2018,4,2018-04
ord_000389,c_001449,delivered,2018-08-15 00:00:00,2018-08-15 00:00:00,2018-08-16 00:00:00,2018-08-20 00:00:00,2018-09-05 00:00:00,0,0,2018,8,2018-08
ord_000390,c_001117,delivered,2017-01-16 00:00:00,2017-01-16 00:00:00,2017-01-19 00:00:00,2017-01-26 00:00:00,2017-02-09 00:00:00,0,0,2017,1,2017-01
ord_000391,c_000848,delivered,2017-12-26 00:00:00,2017-12-26 00:00:00,2017-12-27 00:00:00,2018-01-10 00:00:00,2018-01-14 00:00:00,0,0,2017,12,2017-12
ord_000392,c_000614,delivered,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-05-05 00:00:00,2018-05-12 00:00:00,2018-05-29 00:00:00,0,0,2018,5,2018-05
ord_000393,c_000412,delivered,2018-05-17 00:00:00,2018-05-17 00:00:00,2018-05-19 00:00:00,2018-06-08 00:00:00,2018-06-10 00:00:00,0,0,2018,5,2018-05
ord_000394,c_000432,delivered,2017-05-21 00:00:00,2017-05-21 00:00:00,2017-05-23 00:00:00,2017-06-07 00:00:00,2017-06-10 00:00:00,0,0,2017,5,2017-05
ord_000395,c_000678,delivered,2018-03-23 00:00:00,2018-03-23 00:00:00,2018-03-25 00:00:00,2018-04-04 00:00:00,2018-04-13 00:00:00,0,0,2018,3,2018-03
ord_000396,c_000159,delivered,2017-10-17 00:00:00,2017-10-17 00:00:00,2017-10-20 00:00:00,2017-11-07 00:00:00,2017-11-03 00:00:00,1,4,2017,10,2017-10
ord_000397,c_000014,delivered,2017-07-28 00:00:00,2017-07-28 00:00:00,2017-07-29 00:00:00,2017-08-11 00:00:00,2017-08-13 00:00:00,0,0,2017,7,2017-07
ord_000398,c_000373,delivered,2018-04-20 00:00:00,2018-04-20 00:00:00,2018-04-23 00:00:00,2018-05-09 00:00:00,2018-05-03 00:00:00,1,6,2018,4,2018-04
ord_000399,c_000225,delivered,2018-02-17 00:00:00,2018-02-17 00:00:00,2018-02-18 00:00:00,2018-03-11 00:00:00,2018-03-11 00:00:00,0,0,2018,2,2018-02
ord_000400,c_001097,delivered,2018-03-03 00:00:00,2018-03-03 00:00:00,2018-03-04 00:00:00,2018-03-17 00:00:00,2018-03-23 00:00:00,0,0,2018,3,2018-03
ord_000401,c_001273,delivered,2018-01-06 00:00:00,2018-01-06 00:00:00,2018-01-07 00:00:00,2018-01-27 00:00:00,2018-01-23 00:00:00,1,4,2018,1,2018-01
ord_000402,c_000511,delivered,2017-10-17 00:00:00,2017-10-17 00:00:00,2017-10-19 00:00:00,2017-10-31 00:00:00,2017-11-05 00:00:00,0,0,2017,10,2017-10
ord_000403,c_000603,delivered,2018-03-08 00:00:00,2018-03-08 00:00:00,2018-03-09 00:00:00,2018-03-15 00:00:00,2018-03-28 00:00:00,0,0,2018,3,2018-03
ord_000404,c_000216,delivered,2017-09-25 00:00:00,2017-09-25 00:00:00,2017-09-27 00:00:00,2017-10-16 00:00:00,2017-10-15 00:00:00,1,1,2017,9,2017-09
ord_000405,c_000988,canceled,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-06-01 00:00:00,,2017-06-19 00:00:00,0,0,2017,5,2017-05
ord_000406,c_001244,delivered,2017-09-12 00:00:00,2017-09-12 00:00:00,2017-09-13 00:00:00,2017-09-28 00:00:00,2017-10-05 00:00:00,0,0,2017,9,2017-09
ord_000407,c_000840,delivered,2017-12-19 00:00:00,2017-12-19 00:00:00,2017-12-21 00:00:00,2017-12-26 00:00:00,2018-01-09 00:00:00,0,0,2017,12,2017-12
ord_000408,c_000727,delivered,2018-01-12 00:00:00,2018-01-12 00:00:00,2018-01-14 00:00:00,2018-01-25 00:00:00,2018-01-31 00:00:00,0,0,2018,1,2018-01
ord_000409,c_001245,delivered,2017-12-24 00:00:00,2017-12-24 00:00:00,2017-12-27 00:00:00,2018-01-01 00:00:00,2018-01-07 00:00:00,0,0,2017,12,2017-12
ord_000410,c_001413,delivered,2018-01-05 00:00:00,2018-01-05 00:00:00,2018-01-06 00:00:00,2018-01-11 00:00:00,2018-01-29 00:00:00,0,0,2018,1,2018-01
ord_000411,c_000554,delivered,2017-08-15 00:00:00,2017-08-15 00:00:00,2017-08-17 00:00:00,2017-09-03 00:00:00,2017-08-29 00:00:00,1,5,2017,8,2017-08
ord_000412,c_001066,delivered,2017-10-30 00:00:00,2017-10-30 00:00:00,2017-11-02 00:00:00,2017-11-10 00:00:00,2017-11-12 00:00:00,0,0,2017,10,2017-10
ord_000413,c_000676,delivered,2018-01-24 00:00:00,2018-01-24 00:00:00,2018-01-27 00:00:00,2018-02-03 00:00:00,2018-02-20 00:00:00,0,0,2018,1,2018-01
ord_000414,c_000873,delivered,2018-01-12 00:00:00,2018-01-12 00:00:00,2018-01-14 00:00:00,2018-02-03 00:00:00,2018-01-24 00:00:00,1,10,2018,1,2018-01
ord_000415,c_000283,delivered,2017-04-28 00:00:00,2017-04-28 00:00:00,2017-04-29 00:00:00,2017-05-15 00:00:00,2017-05-25 00:00:00,0,0,2017,4,2017-04
ord_000416,c_001082,delivered,2017-01-05 00:00:00,2017-01-05 00:00:00,2017-01-08 00:00:00,2017-01-23 00:00:00,2017-01-20 00:00:00,1,3,2017,1,2017-01
ord_000417,c_000834,delivered,2018-03-20 00:00:00,2018-03-20 00:00:00,2018-03-21 00:00:00,2018-04-09 00:00:00,2018-04-02 00:00:00,1,7,2018,3,2018-03
ord_000418,c_000537,delivered,2017-12-18 00:00:00,2017-12-18 00:00:00,2017-12-19 00:00:00,2018-01-11 00:00:00,2018-01-12 00:00:00,0,0,2017,12,2017-12
ord_000419,c_001097,delivered,2018-06-17 00:00:00,2018-06-17 00:00:00,2018-06-20 00:00:00,2018-06-21 00:00:00,2018-07-12 00:00:00,0,0,2018,6,2018-06
ord_000420,c_000923,delivered,2017-05-04 00:00:00,2017-05-04 00:00:00,2017-05-06 00:00:00,2017-05-13 00:00:00,2017-05-17 00:00:00,0,0,2017,5,2017-05
ord_000421,c_001153,delivered,2017-10-04 00:00:00,2017-10-04 00:00:00,2017-10-05 00:00:00,2017-10-22 00:00:00,2017-10-28 00:00:00,0,0,2017,10,2017-10
ord_000422,c_000842,delivered,2018-01-29 00:00:00,2018-01-29 00:00:00,2018-01-31 00:00:00,2018-02-13 00:00:00,2018-02-20 00:00:00,0,0,2018,1,2018-01
ord_000423,c_001450,delivered,2017-12-26 00:00:00,2017-12-26 00:00:00,2017-12-29 00:00:00,2018-01-19 00:00:00,2018-01-17 00:00:00,1,2,2017,12,2017-12
ord_000424,c_000948,delivered,2018-04-14 00:00:00,2018-04-14 00:00:00,2018-04-15 00:00:00,2018-05-07 00:00:00,2018-04-30 00:00:00,1,7,2018,4,2018-04
ord_000425,c_000665,delivered,2017-02-26 00:00:00,2017-02-26 00:00:00,2017-02-28 00:00:00,2017-03-03 00:00:00,2017-03-13 00:00:00,0,0,2017,2,2017-02
ord_000426,c_001149,delivered,2017-09-08 00:00:00,2017-09-08 00:00:00,2017-09-10 00:00:00,2017-09-16 00:00:00,2017-09-20 00:00:00,0,0,2017,9,2017-09
ord_000427,c_000067,delivered,2017-05-30 00:00:00,2017-05-30 00:00:00,2017-05-31 00:00:00,2017-06-11 00:00:00,2017-06-25 00:00:00,0,0,2017,5,2017-05
ord_000428,c_000006,delivered,2018-03-28 00:00:00,2018-03-28 00:00:00,2018-03-30 00:00:00,2018-04-20 00:00:00,2018-04-23 00:00:00,0,0,2018,3,2018-03
ord_000429,c_000637,delivered,2017-06-11 00:00:00,2017-06-11 00:00:00,2017-06-13 00:00:00,2017-06-28 00:00:00,2017-07-01 00:00:00,0,0,2017,6,2017-06
ord_000430,c_000314,delivered,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-05-03 00:00:00,2017-05-21 00:00:00,2017-05-25 00:00:00,0,0,2017,4,2017-04
ord_000431,c_001350,delivered,2018-08-05 00:00:00,2018-08-05 00:00:00,2018-08-08 00:00:00,2018-08-16 00:00:00,2018-08-20 00:00:00,0,0,2018,8,2018-08
ord_000432,c_000565,delivered,2017-12-17 00:00:00,2017-12-17 00:00:00,2017-12-19 00:00:00,2017-12-22 00:00:00,2018-01-02 00:00:00,0,0,2017,12,2017-12
ord_000433,c_000826,delivered,2017-04-09 00:00:00,2017-04-09 00:00:00,2017-04-11 00:00:00,2017-04-21 00:00:00,2017-04-27 00:00:00,0,0,2017,4,2017-04
ord_000434,c_000506,delivered,2017-06-16 00:00:00,2017-06-16 00:00:00,2017-06-17 00:00:00,2017-06-26 00:00:00,2017-06-29 00:00:00,0,0,2017,6,2017-06
ord_000435,c_001106,delivered,2018-05-29 00:00:00,2018-05-29 00:00:00,2018-06-01 00:00:00,2018-06-19 00:00:00,2018-06-17 00:00:00,1,2,2018,5,2018-05
ord_000436,c_001026,delivered,2018-02-05 00:00:00,2018-02-05 00:00:00,2018-02-06 00:00:00,2018-02-24 00:00:00,2018-02-27 00:00:00,0,0,2018,2,2018-02
ord_000437,c_000204,delivered,2017-12-31 00:00:00,2017-12-31 00:00:00,2018-01-02 00:00:00,2018-01-24 00:00:00,2018-01-27 00:00:00,0,0,2017,12,2017-12
ord_000438,c_000662,delivered,2018-07-31 00:00:00,2018-07-31 00:00:00,2018-08-01 00:00:00,2018-08-08 00:00:00,2018-08-13 00:00:00,0,0,2018,7,2018-07
ord_000439,c_000805,delivered,2017-11-22 00:00:00,2017-11-22 00:00:00,2017-11-24 00:00:00,2017-12-10 00:00:00,2017-12-14 00:00:00,0,0,2017,11,2017-11
ord_000440,c_000404,delivered,2018-08-04 00:00:00,2018-08-04 00:00:00,2018-08-07 00:00:00,2018-08-12 00:00:00,2018-08-25 00:00:00,0,0,2018,8,2018-08
ord_000441,c_001127,delivered,2017-09-04 00:00:00,2017-09-04 00:00:00,2017-09-07 00:00:00,2017-09-18 00:00:00,2017-09-20 00:00:00,0,0,2017,9,2017-09
ord_000442,c_000536,delivered,2018-03-10 00:00:00,2018-03-10 00:00:00,2018-03-12 00:00:00,2018-03-27 00:00:00,2018-04-03 00:00:00,0,0,2018,3,2018-03
ord_000443,c_001392,shipped,2017-04-03 00:00:00,2017-04-03 00:00:00,2017-04-06 00:00:00,,2017-04-26 00:00:00,0,0,2017,4,2017-04
ord_000444,c_001236,delivered,2017-09-25 00:00:00,2017-09-25 00:00:00,2017-09-27 00:00:00,2017-10-01 00:00:00,2017-10-08 00:00:00,0,0,2017,9,2017-09
ord_000445,c_000577,delivered,2017-11-17 00:00:00,2017-11-17 00:00:00,2017-11-18 00:00:00,2017-11-30 00:00:00,2017-11-30 00:00:00,0,0,2017,11,2017-11
ord_000446,c_001233,delivered,2017-03-03 00:00:00,2017-03-03 00:00:00,2017-03-05 00:00:00,2017-03-12 00:00:00,2017-03-18 00:00:00,0,0,2017,3,2017-03
ord_000447,c_000763,delivered,2017-10-27 00:00:00,2017-10-27 00:00:00,2017-10-28 00:00:00,2017-11-02 00:00:00,2017-11-11 00:00:00,0,0,2017,10,2017-10
ord_000448,c_000117,canceled,2018-02-07 00:00:00,2018-02-07 00:00:00,2018-02-09 00:00:00,,2018-03-06 00:00:00,0,0,2018,2,2018-02
ord_000449,c_000628,delivered,2018-07-21 00:00:00,2018-07-21 00:00:00,2018-07-24 00:00:00,2018-08-06 00:00:00,2018-08-14 00:00:00,0,0,2018,7,2018-07
ord_000450,c_000749,delivered,2017-10-30 00:00:00,2017-10-30 00:00:00,2017-11-01 00:00:00,2017-11-20 00:00:00,2017-11-18 00:00:00,1,2,2017,10,2017-10
ord_000451,c_000105,delivered,2017-09-10 00:00:00,2017-09-10 00:00:00,2017-09-12 00:00:00,2017-09-15 00:00:00,2017-10-04 00:00:00,0,0,2017,9,2017-09
ord_000452,c_000495,delivered,2018-04-23 00:00:00,2018-04-23 00:00:00,2018-04-25 00:00:00,2018-05-11 00:00:00,2018-05-20 00:00:00,0,0,2018,4,2018-04
ord_000453,c_000046,delivered,2018-01-04 00:00:00,2018-01-04 00:00:00,2018-01-07 00:00:00,2018-01-12 00:00:00,2018-01-21 00:00:00,0,0,2018,1,2018-01
ord_000454,c_000823,delivered,2017-06-09 00:00:00,2017-06-09 00:00:00,2017-06-11 00:00:00,2017-06-27 00:00:00,2017-06-30 00:00:00,0,0,2017,6,2017-06
ord_000455,c_001355,delivered,2017-06-15 00:00:00,2017-06-15 00:00:00,2017-06-18 00:00:00,2017-07-09 00:00:00,2017-07-04 00:00:00,1,5,2017,6,2017-06
ord_000456,c_001240,delivered,2017-07-24 00:00:00,2017-07-24 00:00:00,2017-07-26 00:00:00,2017-08-13 00:00:00,2017-08-20 00:00:00,0,0,2017,7,2017-07
ord_000457,c_000982,delivered,2017-09-24 00:00:00,2017-09-24 00:00:00,2017-09-25 00:00:00,2017-09-29 00:00:00,2017-10-18 00:00:00,0,0,2017,9,2017-09
ord_000458,c_000960,delivered,2017-05-18 00:00:00,2017-05-18 00:00:00,2017-05-20 00:00:00,2017-06-08 00:00:00,2017-06-05 00:00:00,1,3,2017,5,2017-05
ord_000459,c_000845,delivered,2018-01-03 00:00:00,2018-01-03 00:00:00,2018-01-04 00:00:00,2018-01-21 00:00:00,2018-01-27 00:00:00,0,0,2018,1,2018-01
ord_000460,c_000449,delivered,2018-03-19 00:00:00,2018-03-19 00:00:00,2018-03-22 00:00:00,2018-04-11 00:00:00,2018-04-09 00:00:00,1,2,2018,3,2018-03
ord_000461,c_000536,delivered,2018-07-21 00:00:00,2018-07-21 00:00:00,2018-07-24 00:00:00,2018-07-27 00:00:00,2018-08-05 00:00:00,0,0,2018,7,2018-07
ord_000462,c_000511,delivered,2017-01-17 00:00:00,2017-01-17 00:00:00,2017-01-19 00:00:00,2017-01-25 00:00:00,2017-01-30 00:00:00,0,0,2017,1,2017-01
ord_000463,c_001482,delivered,2017-03-09 00:00:00,2017-03-09 00:00:00,2017-03-12 00:00:00,2017-03-23 00:00:00,2017-04-04 00:00:00,0,0,2017,3,2017-03
ord_000464,c_000540,delivered,2017-05-13 00:00:00,2017-05-13 00:00:00,2017-05-15 00:00:00,2017-05-25 00:00:00,2017-06-02 00:00:00,0,0,2017,5,2017-05
ord_000465,c_000016,delivered,2018-03-06 00:00:00,2018-03-06 00:00:00,2018-03-09 00:00:00,2018-03-14 00:00:00,2018-03-19 00:00:00,0,0,2018,3,2018-03
ord_000466,c_000243,delivered,2017-11-04 00:00:00,2017-11-04 00:00:00,2017-11-05 00:00:00,2017-11-08 00:00:00,2017-11-16 00:00:00,0,0,2017,11,2017-11
ord_000467,c_001231,delivered,2017-06-23 00:00:00,2017-06-23 00:00:00,2017-06-26 00:00:00,2017-07-10 00:00:00,2017-07-12 00:00:00,0,0,2017,6,2017-06
ord_000468,c_000912,delivered,2018-02-16 00:00:00,2018-02-16 00:00:00,2018-02-17 00:00:00,2018-02-24 00:00:00,2018-03-09 00:00:00,0,0,2018,2,2018-02
ord_000469,c_001295,delivered,2017-04-07 00:00:00,2017-04-07 00:00:00,2017-04-09 00:00:00,2017-04-18 00:00:00,2017-05-03 00:00:00,0,0,2017,4,2017-04
ord_000470,c_000761,delivered,2017-06-03 00:00:00,2017-06-03 00:00:00,2017-06-05 00:00:00,2017-06-27 00:00:00,2017-06-23 00:00:00,1,4,2017,6,2017-06
ord_000471,c_000705,delivered,2017-08-30 00:00:00,2017-08-30 00:00:00,2017-09-01 00:00:00,2017-09-16 00:00:00,2017-09-11 00:00:00,1,5,2017,8,2017-08
ord_000472,c_000115,delivered,2017-10-31 00:00:00,2017-10-31 00:00:00,2017-11-01 00:00:00,2017-11-19 00:00:00,2017-11-18 00:00:00,1,1,2017,10,2017-10
ord_000473,c_001323,delivered,2017-10-12 00:00:00,2017-10-12 00:00:00,2017-10-14 00:00:00,2017-10-21 00:00:00,2017-10-25 00:00:00,0,0,2017,10,2017-10
ord_000474,c_000397,delivered,2017-01-27 00:00:00,2017-01-27 00:00:00,2017-01-29 00:00:00,2017-02-07 00:00:00,2017-02-13 00:00:00,0,0,2017,1,2017-01
ord_000475,c_000394,delivered,2018-02-06 00:00:00,2018-02-06 00:00:00,2018-02-07 00:00:00,2018-02-11 00:00:00,2018-03-02 00:00:00,0,0,2018,2,2018-02
ord_000476,c_001099,delivered,2017-12-26 00:00:00,2017-12-26 00:00:00,2017-12-29 00:00:00,2018-01-17 00:00:00,2018-01-17 00:00:00,0,0,2017,12,2017-12
ord_000477,c_000978,delivered,2017-03-01 00:00:00,2017-03-01 00:00:00,2017-03-03 00:00:00,2017-03-13 00:00:00,2017-03-17 00:00:00,0,0,2017,3,2017-03
ord_000478,c_001127,delivered,2017-07-21 00:00:00,2017-07-21 00:00:00,2017-07-24 00:00:00,2017-07-29 00:00:00,2017-08-02 00:00:00,0,0,2017,7,2017-07
ord_000479,c_000297,delivered,2018-08-04 00:00:00,2018-08-04 00:00:00,2018-08-07 00:00:00,2018-08-12 00:00:00,2018-08-31 00:00:00,0,0,2018,8,2018-08
ord_000480,c_001002,delivered,2018-01-05 00:00:00,2018-01-05 00:00:00,2018-01-07 00:00:00,2018-01-27 00:00:00,2018-01-18 00:00:00,1,9,2018,1,2018-01
ord_000481,c_000178,delivered,2018-06-17 00:00:00,2018-06-17 00:00:00,2018-06-19 00:00:00,2018-06-24 00:00:00,2018-06-30 00:00:00,0,0,2018,6,2018-06
ord_000482,c_001239,delivered,2017-06-01 00:00:00,2017-06-01 00:00:00,2017-06-02 00:00:00,2017-06-20 00:00:00,2017-06-28 00:00:00,0,0,2017,6,2017-06
ord_000483,c_000967,delivered,2017-04-12 00:00:00,2017-04-12 00:00:00,2017-04-13 00:00:00,2017-05-01 00:00:00,2017-05-03 00:00:00,0,0,2017,4,2017-04
ord_000484,c_000315,delivered,2018-03-22 00:00:00,2018-03-22 00:00:00,2018-03-24 00:00:00,2018-04-10 00:00:00,2018-04-12 00:00:00,0,0,2018,3,2018-03
ord_000485,c_001063,delivered,2017-08-17 00:00:00,2017-08-17 00:00:00,2017-08-20 00:00:00,2017-08-27 00:00:00,2017-09-03 00:00:00,0,0,2017,8,2017-08
ord_000486,c_000259,delivered,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-06 00:00:00,2017-05-26 00:00:00,2017-05-27 00:00:00,0,0,2017,5,2017-05
ord_000487,c_000007,delivered,2017-08-24 00:00:00,2017-08-24 00:00:00,2017-08-25 00:00:00,2017-09-17 00:00:00,2017-09-16 00:00:00,1,1,2017,8,2017-08
ord_000488,c_000049,shipped,2017-06-11 00:00:00,2017-06-11 00:00:00,2017-06-13 00:00:00,,2017-06-23 00:00:00,0,0,2017,6,2017-06
ord_000489,c_000161,delivered,2018-07-08 00:00:00,2018-07-08 00:00:00,2018-07-10 00:00:00,2018-07-14 00:00:00,2018-07-30 00:00:00,0,0,2018,7,2018-07
ord_000490,c_000176,delivered,2017-12-19 00:00:00,2017-12-19 00:00:00,2017-12-21 00:00:00,2018-01-12 00:00:00,2018-01-12 00:00:00,0,0,2017,12,2017-12
ord_000491,c_001026,shipped,2017-03-09 00:00:00,2017-03-09 00:00:00,2017-03-11 00:00:00,,2017-03-24 00:00:00,0,0,2017,3,2017-03
ord_000492,c_001001,delivered,2017-06-22 00:00:00,2017-06-22 00:00:00,2017-06-23 00:00:00,2017-06-26 00:00:00,2017-07-15 00:00:00,0,0,2017,6,2017-06
ord_000493,c_000455,delivered,2018-07-13 00:00:00,2018-07-13 00:00:00,2018-07-14 00:00:00,2018-07-23 00:00:00,2018-08-09 00:00:00,0,0,2018,7,2018-07
ord_000494,c_000276,delivered,2017-09-18 00:00:00,2017-09-18 00:00:00,2017-09-19 00:00:00,2017-09-28 00:00:00,2017-10-09 00:00:00,0,0,2017,9,2017-09
ord_000495,c_000498,delivered,2017-08-05 00:00:00,2017-08-05 00:00:00,2017-08-08 00:00:00,2017-08-16 00:00:00,2017-08-27 00:00:00,0,0,2017,8,2017-08
ord_000496,c_000676,delivered,2017-05-04 00:00:00,2017-05-04 00:00:00,2017-05-05 00:00:00,2017-05-26 00:00:00,2017-05-31 00:00:00,0,0,2017,5,2017-05
ord_000497,c_001052,delivered,2017-06-11 00:00:00,2017-06-11 00:00:00,2017-06-12 00:00:00,2017-07-01 00:00:00,2017-06-27 00:00:00,1,4,2017,6,2017-06
ord_000498,c_001357,delivered,2017-07-20 00:00:00,2017-07-20 00:00:00,2017-07-22 00:00:00,2017-08-03 00:00:00,2017-08-02 00:00:00,1,1,2017,7,2017-07
ord_000499,c_001025,delivered,2018-03-30 00:00:00,2018-03-30 00:00:00,2018-03-31 00:00:00,2018-04-17 00:00:00,2018-04-12 00:00:00,1,5,2018,3,2018-03
ord_000500,c_001212,delivered,2018-02-06 00:00:00,2018-02-06 00:00:00,2018-02-07 00:00:00,2018-02-18 00:00:00,2018-03-04 00:00:00,0,0,2018,2,2018-02
ord_000501,c_000056,delivered,2018-04-07 00:00:00,2018-04-07 00:00:00,2018-04-08 00:00:00,2018-04-27 00:00:00,2018-04-25 00:00:00,1,2,2018,4,2018-04
ord_000502,c_000547,delivered,2017-10-02 00:00:00,2017-10-02 00:00:00,2017-10-04 00:00:00,2017-10-16 00:00:00,2017-10-20 00:00:00,0,0,2017,10,2017-10
ord_000503,c_001136,delivered,2017-07-25 00:00:00,2017-07-25 00:00:00,2017-07-26 00:00:00,2017-08-03 00:00:00,2017-08-11 00:00:00,0,0,2017,7,2017-07
ord_000504,c_001334,delivered,2017-02-09 00:00:00,2017-02-09 00:00:00,2017-02-10 00:00:00,2017-02-21 00:00:00,2017-03-08 00:00:00,0,0,2017,2,2017-02
ord_000505,c_000036,delivered,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-10-03 00:00:00,2017-10-21 00:00:00,2017-10-12 00:00:00,1,9,2017,9,2017-09
ord_000506,c_000439,delivered,2017-04-03 00:00:00,2017-04-03 00:00:00,2017-04-06 00:00:00,2017-04-26 00:00:00,2017-04-26 00:00:00,0,0,2017,4,2017-04
ord_000507,c_000595,shipped,2017-02-11 00:00:00,2017-02-11 00:00:00,2017-02-14 00:00:00,,2017-03-07 00:00:00,0,0,2017,2,2017-02
ord_000508,c_001349,delivered,2018-04-10 00:00:00,2018-04-10 00:00:00,2018-04-13 00:00:00,2018-04-17 00:00:00,2018-05-03 00:00:00,0,0,2018,4,2018-04
ord_000509,c_000307,delivered,2018-01-14 00:00:00,2018-01-14 00:00:00,2018-01-16 00:00:00,2018-02-04 00:00:00,2018-01-28 00:00:00,1,7,2018,1,2018-01
ord_000510,c_000619,delivered,2017-04-17 00:00:00,2017-04-17 00:00:00,2017-04-20 00:00:00,2017-04-21 00:00:00,2017-05-07 00:00:00,0,0,2017,4,2017-04
ord_000511,c_001133,delivered,2017-11-24 00:00:00,2017-11-24 00:00:00,2017-11-25 00:00:00,2017-12-08 00:00:00,2017-12-15 00:00:00,0,0,2017,11,2017-11
ord_000512,c_001396,delivered,2017-03-06 00:00:00,2017-03-06 00:00:00,2017-03-09 00:00:00,2017-03-12 00:00:00,2017-03-18 00:00:00,0,0,2017,3,2017-03
ord_000513,c_000357,delivered,2017-12-31 00:00:00,2017-12-31 00:00:00,2018-01-02 00:00:00,2018-01-11 00:00:00,2018-01-13 00:00:00,0,0,2017,12,2017-12
ord_000514,c_000181,delivered,2018-04-29 00:00:00,2018-04-29 00:00:00,2018-05-02 00:00:00,2018-05-07 00:00:00,2018-05-18 00:00:00,0,0,2018,4,2018-04
ord_000515,c_001380,delivered,2017-01-24 00:00:00,2017-01-24 00:00:00,2017-01-27 00:00:00,2017-02-16 00:00:00,2017-02-11 00:00:00,1,5,2017,1,2017-01
ord_000516,c_000068,delivered,2018-06-24 00:00:00,2018-06-24 00:00:00,2018-06-26 00:00:00,2018-07-18 00:00:00,2018-07-14 00:00:00,1,4,2018,6,2018-06
ord_000517,c_000292,delivered,2017-03-03 00:00:00,2017-03-03 00:00:00,2017-03-05 00:00:00,2017-03-11 00:00:00,2017-03-24 00:00:00,0,0,2017,3,2017-03
ord_000518,c_000692,delivered,2018-05-06 00:00:00,2018-05-06 00:00:00,2018-05-08 00:00:00,2018-05-20 00:00:00,2018-05-29 00:00:00,0,0,2018,5,2018-05
ord_000519,c_000181,delivered,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-10-02 00:00:00,2017-10-15 00:00:00,2017-10-26 00:00:00,0,0,2017,9,2017-09
ord_000520,c_001490,delivered,2017-08-17 00:00:00,2017-08-17 00:00:00,2017-08-19 00:00:00,2017-08-29 00:00:00,2017-09-12 00:00:00,0,0,2017,8,2017-08
ord_000521,c_000434,delivered,2017-01-20 00:00:00,2017-01-20 00:00:00,2017-01-22 00:00:00,2017-02-13 00:00:00,2017-02-15 00:00:00,0,0,2017,1,2017-01
ord_000522,c_001488,delivered,2017-01-03 00:00:00,2017-01-03 00:00:00,2017-01-04 00:00:00,2017-01-19 00:00:00,2017-01-26 00:00:00,0,0,2017,1,2017-01
ord_000523,c_000914,delivered,2018-02-25 00:00:00,2018-02-25 00:00:00,2018-02-28 00:00:00,2018-03-20 00:00:00,2018-03-12 00:00:00,1,8,2018,2,2018-02
ord_000524,c_000066,canceled,2017-11-03 00:00:00,2017-11-03 00:00:00,2017-11-06 00:00:00,,2017-11-18 00:00:00,0,0,2017,11,2017-11
ord_000525,c_001045,canceled,2018-03-08 00:00:00,2018-03-08 00:00:00,2018-03-10 00:00:00,,2018-03-26 00:00:00,0,0,2018,3,2018-03
ord_000526,c_000384,delivered,2017-05-16 00:00:00,2017-05-16 00:00:00,2017-05-18 00:00:00,2017-05-30 00:00:00,2017-05-28 00:00:00,1,2,2017,5,2017-05
ord_000527,c_000039,delivered,2018-05-30 00:00:00,2018-05-30 00:00:00,2018-05-31 00:00:00,2018-06-13 00:00:00,2018-06-20 00:00:00,0,0,2018,5,2018-05
