customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
c_000603,cu_001188,15469,sao paulo,SP
c_000604,cu_000083,38854,sao paulo,SP
c_000605,cu_001097,16256,sao paulo,SP
c_000606,cu_000046,86256,rio de janeiro,RJ
c_000607,cu_000618,43937,sao paulo,SP
c_000608,cu_000928,11651,sao paulo,SP
c_000609,cu_000262,60288,rio de janeiro,RJ
c_000610,cu_000176,94730,porto alegre,RS
c_000611,cu_001190,35051,sao paulo,SP
c_000612,cu_000657,37386,salvador,BA
c_000613,cu_000842,85054,belo horizonte,MG
c_000614,cu_000370,26184,sao paulo,SP
c_000615,cu_000054,43787,recife,PE
c_000616,cu_000690,31621,brasilia,DF
c_000617,cu_001151,85564,sao paulo,SP
c_000618,cu_000367,87984,sao paulo,SP
c_000619,cu_000644,69792,salvador,BA
c_000620,cu_000379,55253,curitiba,PR
c_000621,cu_000073,44051,sao paulo,SP
c_000622,cu_000915,59811,sao paulo,SP
c_000623,cu_000860,40447,sao paulo,SP
c_000624,cu_000043,93930,rio de janeiro,RJ
c_000625,cu_000377,40254,belo horizonte,MG
c_000626,cu_001065,94045,sao paulo,SP
c_000627,cu_000170,67418,rio de janeiro,RJ
c_000628,cu_000212,24472,curitiba,PR
c_000629,cu_000039,13471,sao paulo,SP
c_000630,cu_000369,18329,sao paulo,SP
c_000631,cu_000757,44865,porto alegre,RS
c_000632,cu_000151,56850,fortaleza,CE
c_000633,cu_001135,64220,rio de janeiro,RJ
c_000634,cu_001071,16397,rio de janeiro,RJ
c_000635,cu_001024,45525,sao paulo,SP
c_000636,cu_000737,63072,rio de janeiro,RJ
c_000637,cu_000069,93820,rio de janeiro,RJ
c_000638,cu_000299,94530,sao paulo,SP
c_000639,cu_000944,33284,sao paulo,SP
c_000640,cu_000802,71330,sao paulo,SP
c_000641,cu_000296,93369,sao paulo,SP
c_000642,cu_000203,35122,sao paulo,SP
c_000643,cu_000061,80553,sao paulo,SP
c_000644,cu_000946,91906,sao paulo,SP
c_000645,cu_000963,72812,sao paulo,SP
c_000646,cu_001185,17999,fortaleza,CE
c_000647,cu_000331,32436,belo horizonte,MG
c_000648,cu_000338,52963,porto alegre,RS
c_000649,cu_000639,12096,salvador,BA
c_000650,cu_000275,35279,rio de janeiro,RJ
c_000651,cu_001188,36201,sao paulo,SP
c_000652,cu_000319,29715,rio de janeiro,RJ
c_000653,cu_000589,39309,belo horizonte,MG
c_000654,cu_000504,25078,curitiba,PR
c_000655,cu_000387,66614,rio de janeiro,RJ
c_000656,cu_000870,15105,sao paulo,SP
c_000657,cu_000833,12839,sao paulo,SP
c_000658,cu_001015,78920,sao paulo,SP
c_000659,cu_000603,53619,belo horizonte,MG
c_000660,cu_000691,52821,belo horizonte,MG
c_000661,cu_000494,23493,sao paulo,SP
c_000662,cu_000490,27069,vitoria,ES
c_000663,cu_000721,17531,belo horizonte,MG
c_000664,cu_001097,47051,sao paulo,SP
c_000665,cu_000509,17736,sao paulo,SP
c_000666,cu_000390,17710,sao paulo,SP
c_000667,cu_000295,77155,sao paulo,SP
c_000668,cu_000796,23975,sao paulo,SP
c_000669,cu_000865,72424,sao paulo,SP
c_000670,cu_000549,55603,sao paulo,SP
c_000671,cu_000649,33252,sao paulo,SP
c_000672,cu_000568,90797,fortaleza,CE
c_000673,cu_000853,11431,sao paulo,SP
c_000674,cu_000770,84603,rio de janeiro,RJ
c_000675,cu_000445,47481,sao paulo,SP
c_000676,cu_000363,19557,vitoria,ES
c_000677,cu_000123,84971,sao paulo,SP
c_000678,cu_000742,10162,sao paulo,SP
c_000679,cu_000680,44742,goiania,GO
c_000680,cu_000420,29675,recife,PE
c_000681,cu_000092,83997,salvador,BA
c_000682,cu_000063,27015,sao paulo,SP
c_000683,cu_000512,60057,sao paulo,SP
c_000684,cu_001163,42591,belo horizonte,MG
c_000685,cu_000772,19833,brasilia,DF
c_000686,cu_000256,17896,belo horizonte,MG
c_000687,cu_000135,42972,belo horizonte,MG
c_000688,cu_000875,59733,sao paulo,SP
c_000689,cu_000822,51800,curitiba,PR
c_000690,cu_000088,15347,sao paulo,SP
c_000691,cu_000988,69063,sao paulo,SP
c_000692,cu_001153,12643,rio de janeiro,RJ
c_000693,cu_000823,50785,rio de janeiro,RJ
c_000694,cu_001027,28681,sao paulo,SP
c_000695,cu_000974,60026,sao paulo,SP
c_000696,cu_000934,25892,belo horizonte,MG
c_000697,cu_000121,57299,sao paulo,SP
c_000698,cu_001062,27073,belo horizonte,MG
c_000699,cu_001008,40682,sao paulo,SP
c_000700,cu_000925,24289,rio de janeiro,RJ
c_000701,cu_000645,17927,rio de janeiro,RJ
c_000702,cu_000714,58330,sao paulo,SP
c_000703,cu_000860,76707,sao paulo,SP
c_000704,cu_000021,87454,sao paulo,SP
c_000705,cu_000242,75428,sao paulo,SP
c_000706,cu_000455,60601,vitoria,ES
c_000707,cu_000963,87465,sao paulo,SP
c_000708,cu_000621,12539,salvador,BA
c_000709,cu_000303,32669,sao paulo,SP
c_000710,cu_000803,80968,porto alegre,RS
c_000711,cu_000964,30644,curitiba,PR
c_000712,cu_000069,28745,belo horizonte,MG
c_000713,cu_001153,38228,rio de janeiro,RJ
c_000714,cu_000196,44521,sao paulo,SP
c_000715,cu_000140,36928,sao paulo,SP
c_000716,cu_000283,28322,brasilia,DF
c_000717,cu_000312,67714,florianopolis,SC
c_000718,cu_000746,97896,goiania,GO
c_000719,cu_000277,72292,sao paulo,SP
c_000720,cu_000061,39055,curitiba,PR
c_000721,cu_000052,52891,brasilia,DF
c_000722,cu_000153,91912,sao paulo,SP
c_000723,cu_000544,16588,sao paulo,SP
c_000724,cu_000567,16304,curitiba,PR
c_000725,cu_000622,17345,belo horizonte,MG
c_000726,cu_000314,39300,florianopolis,SC
c_000727,cu_000807,34259,sao paulo,SP
c_000728,cu_000848,98553,salvador,BA
c_000729,cu_000097,25352,sao paulo,SP
c_000730,cu_000881,43365,sao paulo,SP
c_000731,cu_000829,29446,sao paulo,SP
c_000732,cu_000137,12336,salvador,BA
c_000733,cu_001030,72032,belo horizonte,MG
c_000734,cu_001011,85415,rio de janeiro,RJ
c_000735,cu_000109,17521,sao paulo,SP
c_000736,cu_000547,81707,recife,PE
c_000737,cu_001063,33481,sao paulo,SP
c_000738,cu_000662,28474,salvador,BA
c_000739,cu_000425,56760,rio de janeiro,RJ
c_000740,cu_000630,65718,sao paulo,SP
c_000741,cu_000261,54629,rio de janeiro,RJ
c_000742,cu_000087,55232,sao paulo,SP
c_000743,cu_000465,96544,curitiba,PR
c_000744,cu_000076,77169,rio de janeiro,RJ
c_000745,cu_000471,60669,sao paulo,SP
c_000746,cu_000414,88021,fortaleza,CE
c_000747,cu_000825,79184,sao paulo,SP
c_000748,cu_000895,57945,rio de janeiro,RJ
c_000749,cu_000726,23140,fortaleza,CE
c_000750,cu_000457,93457,belo horizonte,MG
c_000751,cu_000653,24357,sao paulo,SP
c_000752,cu_000672,78673,brasilia,DF
c_000753,cu_000495,75633,belo horizonte,MG
c_000754,cu_001069,86943,sao paulo,SP
c_000755,cu_000597,88258,sao paulo,SP
c_000756,cu_000450,22924,salvador,BA
c_000757,cu_000485,79286,belo horizonte,MG
c_000758,cu_000646,84071,rio de janeiro,RJ
c_000759,cu_000620,67326,fortaleza,CE
c_000760,cu_001042,40651,salvador,BA
c_000761,cu_000662,80202,sao paulo,SP
c_000762,cu_000758,58777,sao paulo,SP
c_000763,cu_000289,26994,sao paulo,SP
c_000764,cu_000721,77263,curitiba,PR
c_000765,cu_000638,69634,sao paulo,SP
c_000766,cu_000235,20800,belo horizonte,MG
c_000767,cu_000416,47823,curitiba,PR
c_000768,cu_000938,73878,recife,PE
c_000769,cu_000499,28708,sao paulo,SP
c_000770,cu_000974,22819,florianopolis,SC
c_000771,cu_000634,84905,sao paulo,SP
c_000772,cu_001020,73870,florianopolis,SC
c_000773,cu_000115,19283,sao paulo,SP
c_000774,cu_000932,40573,sao paulo,SP
c_000775,cu_000674,88707,salvador,BA
c_000776,cu_001035,40933,sao paulo,SP
c_000777,cu_000206,15774,sao paulo,SP
c_000778,cu_000247,82055,porto alegre,RS
c_000779,cu_000758,20983,porto alegre,RS
c_000780,cu_001151,28133,belo horizonte,MG
c_000781,cu_000147,24939,porto alegre,RS
c_000782,cu_000118,10781,rio de janeiro,RJ
c_000783,cu_000412,66700,sao paulo,SP
c_000784,cu_000363,37624,sao paulo,SP
c_000785,cu_000137,16823,sao paulo,SP
c_000786,cu_001199,28489,fortaleza,CE
c_000787,cu_000958,49961,belo horizonte,MG
c_000788,cu_000019,39118,sao paulo,SP
c_000789,cu_000195,91816,rio de janeiro,RJ
c_000790,cu_000330,32263,brasilia,DF
c_000791,cu_000175,23565,sao paulo,SP
c_000792,cu_001002,30354,belo horizonte,MG
c_000793,cu_000449,52951,rio de janeiro,RJ
c_000794,cu_000946,33648,belo horizonte,MG
c_000795,cu_000141,60729,sao paulo,SP
c_000796,cu_000758,51971,recife,PE
c_000797,cu_000930,28658,brasilia,DF
c_000798,cu_000093,31253,belo horizonte,MG
c_000799,cu_000239,74166,porto alegre,RS
c_000800,cu_000205,58563,brasilia,DF
c_000801,cu_000560,36390,porto alegre,RS
c_000802,cu_000245,98664,sao paulo,SP
c_000803,cu_000832,61578,belo horizonte,MG
c_000804,cu_000925,89025,belo horizonte,MG
c_000805,cu_000295,42658,rio de janeiro,RJ
c_000806,cu_000640,16852,curitiba,PR
c_000807,cu_000856,12551,brasilia,DF
c_000808,cu_000017,81947,brasilia,DF
c_000809,cu_000071,71001,rio de janeiro,RJ
c_000810,cu_000305,59159,sao paulo,SP
c_000811,cu_001031,61707,vitoria,ES
c_000812,cu_000817,43243,florianopolis,SC
c_000813,cu_001127,31800,sao paulo,SP
c_000814,cu_000821,85939,brasilia,DF
c_000815,cu_000193,67828,recife,PE
c_000816,cu_000529,17239,rio de janeiro,RJ
c_000817,cu_000171,16710,belo horizonte,MG
c_000818,cu_000251,31384,sao paulo,SP
c_000819,cu_000541,31038,sao paulo,SP
c_000820,cu_000416,50846,sao paulo,SP
c_000821,cu_000794,97983,salvador,BA
c_000822,cu_001168,77821,sao paulo,SP
c_000823,cu_000025,47991,sao paulo,SP
c_000824,cu_000668,89057,sao paulo,SP
c_000825,cu_001097,16971,rio de janeiro,RJ
c_000826,cu_000632,39139,fortaleza,CE
c_000827,cu_001117,95445,sao paulo,SP
c_000828,cu_000505,87067,sao paulo,SP
c_000829,cu_000336,90257,curitiba,PR
c_000830,cu_000425,94742,rio de janeiro,RJ
c_000831,cu_000499,47711,sao paulo,SP
c_000832,cu_000947,16530,rio de janeiro,RJ
c_000833,cu_000630,21116,sao paulo,SP
c_000834,cu_000718,75794,sao paulo,SP
c_000835,cu_000339,10282,rio de janeiro,RJ
c_000836,cu_000659,89473,sao paulo,SP
c_000837,cu_000962,11898,fortaleza,CE
c_000838,cu_000429,14135,sao paulo,SP
c_000839,cu_000899,16629,belo horizonte,MG
c_000840,cu_000139,95120,belo horizonte,MG
c_000841,cu_000942,99087,sao paulo,SP
c_000842,cu_000542,75031,belo horizonte,MG
c_000843,cu_000057,43380,sao paulo,SP
c_000844,cu_000658,27071,goiania,GO
c_000845,cu_000435,30074,sao paulo,SP
c_000846,cu_000384,77843,sao paulo,SP
c_000847,cu_000560,49901,sao paulo,SP
c_000848,cu_000194,21205,vitoria,ES
c_000849,cu_000534,65661,rio de janeiro,RJ
c_000850,cu_000518,15906,belo horizonte,MG
c_000851,cu_000716,12591,sao paulo,SP
c_000852,cu_000751,72987,curitiba,PR
c_000853,cu_000185,73370,sao paulo,SP
c_000854,cu_000292,90685,fortaleza,CE
c_000855,cu_000732,64400,sao paulo,SP
c_000856,cu_000116,35150,sao paulo,SP
c_000857,cu_000825,41852,sao paulo,SP
c_000858,cu_001073,52870,rio de janeiro,RJ
c_000859,cu_000685,62756,belo horizonte,MG
c_000860,cu_000082,66481,sao paulo,SP
c_000861,cu_000834,11283,curitiba,PR
c_000862,cu_000333,43691,rio de janeiro,RJ
c_000863,cu_000557,11125,rio de janeiro,RJ
c_000864,cu_000335,77065,rio de janeiro,RJ
c_000865,cu_000532,36170,sao paulo,SP
c_000866,cu_000221,18438,belo horizonte,MG
c_000867,cu_000635,30095,sao paulo,SP
c_000868,cu_000323,26154,sao paulo,SP
c_000869,cu_000003,18004,recife,PE
c_000870,cu_000206,19752,brasilia,DF
c_000871,cu_000040,65426,sao paulo,SP
c_000872,cu_000059,36819,sao paulo,SP
c_000873,cu_000951,34217,belo horizonte,MG
c_000874,cu_000574,98708,sao paulo,SP
c_000875,cu_000644,42994,sao paulo,SP
c_000876,cu_000843,25036,sao paulo,SP
c_000877,cu_001146,87275,porto alegre,RS
c_000878,cu_000619,59416,belo horizonte,MG
c_000879,cu_000096,19587,sao paulo,SP
c_000880,cu_000898,10645,sao paulo,SP
c_000881,cu_001086,40930,sao paulo,SP
c_000882,cu_000561,91835,porto alegre,RS
c_000883,cu_000905,40090,sao paulo,SP
c_000884,cu_000348,97489,sao paulo,SP
c_000885,cu_000671,62142,salvador,BA
c_000886,cu_001148,36475,sao paulo,SP
c_000887,cu_000317,28888,belo horizonte,MG
c_000888,cu_000719,53732,sao paulo,SP
c_000889,cu_001072,91623,sao paulo,SP
c_000890,cu_001160,56305,sao paulo,SP
c_000891,cu_000250,56037,porto alegre,RS
c_000892,cu_000314,19346,florianopolis,SC
c_000893,cu_000807,10587,florianopolis,SC
c_000894,cu_000485,22763,sao paulo,SP
c_000895,cu_000044,69165,belo horizonte,MG
c_000896,cu_000571,79615,sao paulo,SP
c_000897,cu_000583,46116,sao paulo,SP
c_000898,cu_001116,95751,fortaleza,CE
c_000899,cu_000895,35556,sao paulo,SP
c_000900,cu_000220,69042,sao paulo,SP
c_000901,cu_000925,28099,sao paulo,SP
c_000902,cu_000401,55096,sao paulo,SP
c_000903,cu_000727,81986,sao paulo,SP
c_000904,cu_000991,23230,belo horizonte,MG
c_000905,cu_000899,39009,rio de janeiro,RJ
c_000906,cu_000858,80969,fortaleza,CE
c_000907,cu_000804,43866,salvador,BA
c_000908,cu_000490,94246,sao paulo,SP
c_000909,cu_000938,86975,sao paulo,SP
c_000910,cu_000844,51855,sao paulo,SP
c_000911,cu_000267,91557,belo horizonte,MG
c_000912,cu_000054,16416,sao paulo,SP
c_000913,cu_000528,82516,belo horizonte,MG
c_000914,cu_000616,65915,sao paulo,SP
c_000915,cu_001083,28058,belo horizonte,MG
c_000916,cu_001064,86637,rio de janeiro,RJ
c_000917,cu_000955,50718,sao paulo,SP
c_000918,cu_000386,42602,brasilia,DF
c_000919,cu_000734,84658,curitiba,PR
c_000920,cu_000716,88112,sao paulo,SP
c_000921,cu_000650,68067,recife,PE
c_000922,cu_000300,37516,rio de janeiro,RJ
c_000923,cu_000395,97969,fortaleza,CE
c_000924,cu_000593,11089,salvador,BA
c_000925,cu_000514,47346,rio de janeiro,RJ
c_000926,cu_000396,84663,sao paulo,SP
c_000927,cu_000371,20487,sao paulo,SP
c_000928,cu_000858,10155,rio de janeiro,RJ
c_000929,cu_000791,77494,belo horizonte,MG
c_000930,cu_000658,86229,sao paulo,SP
c_000931,cu_000736,48547,sao paulo,SP
c_000932,cu_000384,38795,florianopolis,SC
c_000933,cu_000062,65296,vitoria,ES
c_000934,cu_000505,31447,rio de janeiro,RJ
c_000935,cu_000239,46598,sao paulo,SP
c_000936,cu_000195,51814,sao paulo,SP
c_000937,cu_000678,85330,sao paulo,SP
c_000938,cu_000061,97960,fortaleza,CE
c_000939,cu_001153,73278,sao paulo,SP
c_000940,cu_000990,65077,belo horizonte,MG
c_000941,cu_000685,81906,sao paulo,SP
c_000942,cu_000156,19528,belo horizonte,MG
c_000943,cu_000923,60100,belo horizonte,MG
c_000944,cu_000868,18179,florianopolis,SC
c_000945,cu_000903,58781,sao paulo,SP
c_000946,cu_000999,65267,sao paulo,SP
c_000947,cu_000975,92379,sao paulo,SP
c_000948,cu_000388,33952,fortaleza,CE
c_000949,cu_000887,63798,recife,PE
c_000950,cu_000838,60939,belo horizonte,MG
c_000951,cu_000340,39516,belo horizonte,MG
c_000952,cu_000204,66526,belo horizonte,MG
c_000953,cu_000161,20449,sao paulo,SP
c_000954,cu_000392,60290,fortaleza,CE
c_000955,cu_000769,96661,sao paulo,SP
c_000956,cu_000575,82954,sao paulo,SP
c_000957,cu_000534,32746,rio de janeiro,RJ
c_000958,cu_001094,77990,sao paulo,SP
c_000959,cu_000893,68810,sao paulo,SP
c_000960,cu_000405,93297,curitiba,PR
c_000961,cu_000608,25223,sao paulo,SP
c_000962,cu_000828,82237,belo horizonte,MG
c_000963,cu_001144,12597,sao paulo,SP
c_000964,cu_000690,75677,sao paulo,SP
c_000965,cu_000902,12659,sao paulo,SP
c_000966,cu_000056,96516,sao paulo,SP
c_000967,cu_000366,84567,porto alegre,RS
c_000968,cu_000455,25037,sao paulo,SP
c_000969,cu_000104,56738,belo horizonte,MG
c_000970,cu_000077,81678,rio de janeiro,RJ
c_000971,cu_000230,22109,belo horizonte,MG
c_000972,cu_000331,32010,brasilia,DF
c_000973,cu_000893,18787,curitiba,PR
c_000974,cu_000688,18472,sao paulo,SP
c_000975,cu_000027,33383,sao paulo,SP
c_000976,cu_000299,71709,sao paulo,SP
c_000977,cu_000957,79785,belo horizonte,MG
c_000978,cu_000799,44518,sao paulo,SP
c_000979,cu_001115,63909,rio de janeiro,RJ
c_000980,cu_000480,28351,belo horizonte,MG
c_000981,cu_000573,79624,sao paulo,SP
c_000982,cu_000458,63330,curitiba,PR
c_000983,cu_000365,25282,sao paulo,SP
c_000984,cu_000859,94866,sao paulo,SP
c_000985,cu_000351,31778,porto alegre,RS
c_000986,cu_000253,34264,rio de janeiro,RJ
c_000987,cu_000781,69675,porto alegre,RS
c_000988,cu_000803,15075,rio de janeiro,RJ
c_000989,cu_001012,85948,sao paulo,SP
c_000990,cu_000459,58454,salvador,BA
c_000991,cu_000917,38365,salvador,BA
c_000992,cu_000499,82766,porto alegre,RS
c_000993,cu_000950,58200,sao paulo,SP
c_000994,cu_000508,21002,belo horizonte,MG
c_000995,cu_000501,23947,sao paulo,SP
c_000996,cu_000803,89222,sao paulo,SP
c_000997,cu_000598,88610,fortaleza,CE
c_000998,cu_000166,62142,sao paulo,SP
c_000999,cu_000462,66307,goiania,GO
c_001000,cu_000920,14493,rio de janeiro,RJ
c_001001,cu_000114,60085,sao paulo,SP
c_001002,cu_000992,44228,rio de janeiro,RJ
c_001003,cu_000207,89676,recife,PE
c_001004,cu_000515,61875,curitiba,PR
c_001005,cu_000709,41655,salvador,BA
c_001006,cu_001149,53472,belo horizonte,MG
c_001007,cu_000138,59437,porto alegre,RS
c_001008,cu_000339,59416,florianopolis,SC
c_001009,cu_000537,69711,sao paulo,SP
c_001010,cu_000068,16816,rio de janeiro,RJ
c_001011,cu_000383,87175,sao paulo,SP
c_001012,cu_000019,74307,vitoria,ES
c_001013,cu_000683,56733,brasilia,DF
c_001014,cu_000074,21240,sao paulo,SP
c_001015,cu_000573,81363,porto alegre,RS
c_001016,cu_000939,42762,brasilia,DF
c_001017,cu_001072,18259,sao paulo,SP
c_001018,cu_000211,60139,belo horizonte,MG
c_001019,cu_000855,24849,fortaleza,CE
c_001020,cu_000651,91768,sao paulo,SP
c_001021,cu_000994,99709,porto alegre,RS
c_001022,cu_000695,64869,sao paulo,SP
c_001023,cu_000540,73095,brasilia,DF
c_001024,cu_000901,80910,goiania,GO
c_001025,cu_000780,96710,brasilia,DF
c_001026,cu_001137,33567,rio de janeiro,RJ
c_001027,cu_000170,45292,recife,PE
c_001028,cu_001038,84813,florianopolis,SC
c_001029,cu_000288,61631,sao paulo,SP
c_001030,cu_000189,19885,florianopolis,SC
c_001031,cu_000914,69659,sao paulo,SP
c_001032,cu_001179,64306,belo horizonte,MG
c_001033,cu_000694,76314,sao paulo,SP
c_001034,cu_000888,75087,sao paulo,SP
c_001035,cu_000471,39165,sao paulo,SP
c_001036,cu_001099,68929,porto alegre,RS
c_001037,cu_000277,77028,sao paulo,SP
c_001038,cu_000940,59812,porto alegre,RS
c_001039,cu_000571,60500,sao paulo,SP
c_001040,cu_000857,89151,sao paulo,SP
c_001041,cu_001001,68643,rio de janeiro,RJ
c_001042,cu_000458,54900,salvador,BA
c_001043,cu_000918,52946,sao paulo,SP
c_001044,cu_000833,17851,belo horizonte,MG
c_001045,cu_001088,26288,recife,PE
c_001046,cu_000839,82692,belo horizonte,MG
c_001047,cu_000193,77580,sao paulo,SP
c_001048,cu_000616,17368,sao paulo,SP
c_001049,cu_000406,95436,recife,PE
c_001050,cu_000943,56403,sao paulo,SP
c_001051,cu_000721,19168,recife,PE
c_001052,cu_000093,96497,rio de janeiro,RJ
c_001053,cu_000430,59879,brasilia,DF
c_001054,cu_000654,69871,salvador,BA
c_001055,cu_000434,99388,vitoria,ES
c_001056,cu_001136,42174,sao paulo,SP
c_001057,cu_000375,16581,curitiba,PR
c_001058,cu_001083,81853,sao paulo,SP
c_001059,cu_001067,74046,rio de janeiro,RJ
c_001060,cu_000207,59678,belo horizonte,MG
c_001061,cu_000780,36649,recife,PE
c_001062,cu_001142,98668,vitoria,ES
c_001063,cu_000532,92325,curitiba,PR
c_001064,cu_000166,24567,sao paulo,SP
c_001065,cu_000643,90404,rio de janeiro,RJ
c_001066,cu_001180,99906,curitiba,PR
c_001067,cu_000090,71944,sao paulo,SP
c_001068,cu_001118,88002,sao paulo,SP
c_001069,cu_000013,38803,sao paulo,SP
c_001070,cu_000973,28230,sao paulo,SP
c_001071,cu_000805,27862,sao paulo,SP
c_001072,cu_000945,53355,sao paulo,SP
c_001073,cu_000742,41259,sao paulo,SP
c_001074,cu_000876,97445,sao paulo,SP
c_001075,cu_001174,40795,vitoria,ES
c_001076,cu_000660,18770,rio de janeiro,RJ
c_001077,cu_001032,21093,sao paulo,SP
c_001078,cu_001053,56571,porto alegre,RS
c_001079,cu_000296,10193,sao paulo,SP
c_001080,cu_000986,27569,brasilia,DF
c_001081,cu_000926,21190,salvador,BA
c_001082,cu_000640,72824,sao paulo,SP
c_001083,cu_000340,52752,sao paulo,SP
c_001084,cu_000628,42327,recife,PE
c_001085,cu_000439,52070,brasilia,DF
c_001086,cu_001168,95925,rio de janeiro,RJ
c_001087,cu_000942,50197,belo horizonte,MG
c_001088,cu_000830,12261,sao paulo,SP
c_001089,cu_000519,36512,vitoria,ES
c_001090,cu_000976,16716,sao paulo,SP
c_001091,cu_001069,96795,brasilia,DF
c_001092,cu_000955,38933,belo horizonte,MG
c_001093,cu_000952,14378,belo horizonte,MG
c_001094,cu_000944,50583,rio de janeiro,RJ
c_001095,cu_000155,95371,sao paulo,SP
c_001096,cu_000088,39033,sao paulo,SP
c_001097,cu_001097,34000,sao paulo,SP
c_001098,cu_000931,85868,sao paulo,SP
c_001099,cu_000179,52604,curitiba,PR
c_001100,cu_000212,78336,sao paulo,SP
c_001101,cu_000465,83869,sao paulo,SP
c_001102,cu_000631,15410,goiania,GO
c_001103,cu_000825,93375,recife,PE
c_001104,cu_000607,66044,brasilia,DF
c_001105,cu_000885,73315,vitoria,ES
c_001106,cu_000366,81344,sao paulo,SP
c_001107,cu_000276,16796,sao paulo,SP
c_001108,cu_000380,96716,curitiba,PR
c_001109,cu_000945,64245,porto alegre,RS
c_001110,cu_001088,53056,sao paulo,SP
c_001111,cu_000810,27709,salvador,BA
c_001112,cu_000925,68557,sao paulo,SP
c_001113,cu_000494,27543,sao paulo,SP
c_001114,cu_001122,47418,rio de janeiro,RJ
c_001115,cu_001095,26724,belo horizonte,MG
c_001116,cu_000364,13828,belo horizonte,MG
c_001117,cu_000570,27087,sao paulo,SP
c_001118,cu_000763,22605,recife,PE
c_001119,cu_000276,41337,sao paulo,SP
c_001120,cu_000050,15482,sao paulo,SP
c_001121,cu_000728,75333,recife,PE
c_001122,cu_000906,98296,goiania,GO
c_001123,cu_000928,60952,recife,PE
c_001124,cu_000564,15463,salvador,BA
c_001125,cu_000783,80448,belo horizonte,MG
c_001126,cu_000485,14648,belo horizonte,MG
c_001127,cu_001108,43623,sao paulo,SP
c_001128,cu_000584,69156,sao paulo,SP
c_001129,cu_000236,45634,sao paulo,SP
c_001130,cu_000056,54602,sao paulo,SP
c_001131,cu_000360,59334,porto alegre,RS
c_001132,cu_000110,78648,rio de janeiro,RJ
c_001133,cu_000192,32054,sao paulo,SP
c_001134,cu_000904,80028,sao paulo,SP
c_001135,cu_001117,32207,porto alegre,RS
c_001136,cu_000862,90650,sao paulo,SP
c_001137,cu_000568,91554,florianopolis,SC
c_001138,cu_001084,31386,rio de janeiro,RJ
c_001139,cu_000650,93276,rio de janeiro,RJ
c_001140,cu_000039,69518,belo horizonte,MG
c_001141,cu_001073,62781,florianopolis,SC
c_001142,cu_000637,62780,sao paulo,SP
c_001143,cu_001037,71440,porto alegre,RS
c_001144,cu_000036,54199,belo horizonte,MG
c_001145,cu_000101,71035,sao paulo,SP
c_001146,cu_001110,18210,recife,PE
c_001147,cu_000166,54363,salvador,BA
c_001148,cu_000383,88279,belo horizonte,MG
c_001149,cu_000790,70348,florianopolis,SC
c_001150,cu_000031,65284,recife,PE
c_001151,cu_000011,82124,porto alegre,RS
c_001152,cu_000096,78847,florianopolis,SC
c_001153,cu_000453,32432,porto alegre,RS
c_001154,cu_000192,74089,porto alegre,RS
c_001155,cu_000486,65398,belo horizonte,MG
c_001156,cu_001152,13321,curitiba,PR
c_001157,cu_000238,91348,sao paulo,SP
c_001158,cu_001136,47383,recife,PE
c_001159,cu_001169,88682,recife,PE
c_001160,cu_001089,89190,sao paulo,SP
c_001161,cu_000735,62893,florianopolis,SC
c_001162,cu_000991,45820,sao paulo,SP
c_001163,cu_000825,76262,sao paulo,SP
c_001164,cu_000106,13760,curitiba,PR
c_001165,cu_000181,32190,sao paulo,SP
c_001166,cu_000184,77411,salvador,BA
c_001167,cu_000226,33377,florianopolis,SC
c_001168,cu_000777,56737,rio de janeiro,RJ
c_001169,cu_000790,79569,sao paulo,SP
c_001170,cu_001113,48211,sao paulo,SP
c_001171,cu_000688,92909,belo horizonte,MG
c_001172,cu_000530,13744,vitoria,ES
c_001173,cu_000972,34995,belo horizonte,MG
c_001174,cu_000936,26977,sao paulo,SP
c_001175,cu_000106,44542,belo horizonte,MG
c_001176,cu_000831,20651,rio de janeiro,RJ
c_001177,cu_000679,88931,curitiba,PR
c_001178,cu_000849,26715,sao paulo,SP
c_001179,cu_001056,54409,curitiba,PR
c_001180,cu_000393,34306,rio de janeiro,RJ
c_001181,cu_000040,29086,goiania,GO
c_001182,cu_000660,24376,sao paulo,SP
c_001183,cu_000981,71350,belo horizonte,MG
c_001184,cu_001106,81425,brasilia,DF
c_001185,cu_000845,46636,sao paulo,SP
c_001186,cu_000201,96120,brasilia,DF
c_001187,cu_000447,61649,porto alegre,RS
c_001188,cu_001062,44610,sao paulo,SP
c_001189,cu_000444,20058,sao paulo,SP
c_001190,cu_000761,84637,porto alegre,RS
c_001191,cu_000227,88033,sao paulo,SP
c_001192,cu_000048,80194,belo horizonte,MG
c_001193,cu_001042,86917,sao paulo,SP
c_001194,cu_000912,74200,belo horizonte,MG
c_001195,cu_000187,56619,sao paulo,SP
c_001196,cu_000345,27154,recife,PE
c_001197,cu_000224,29539,goiania,GO
c_001198,cu_000830,70058,goiania,GO
c_001199,cu_000488,72068,curitiba,PR
c_001200,cu_000877,87313,sao paulo,SP
c_001201,cu_000849,40373,curitiba,PR
c_001202,cu_000979,43154,sao paulo,SP
c_001203,cu_001017,16031,sao paulo,SP
c_001204,cu_000188,81975,sao paulo,SP
c_001205,cu_000270,32785,rio de janeiro,RJ
c_001206,cu_000310,88928,curitiba,PR
